_key,isShade,type,shaderPrefabPath,noShaderPrefabPath,colorList,rgbaPercentage,colorProportion,gradientProportion,opacity,color,status_one,status_two
block1,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#64aeff"", ""gradientParam"": ""#78c2ff"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0f468a"", ""gradientParam"": ""#0c4d9f"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#1c83ed"", ""gradientParam"": ""#0970d7"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#025cbc"", ""gradientParam"": ""#0c5bae"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0776e5"", ""gradientParam"": ""#0466cc"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#222d6d"", ""gradientParam"": ""#222d6d"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 14.285714285714286, ""gProportion"": 1.4745762711864407, ""bProportion"": 1.1135371179039302}, {""rProportion"": 2.142857142857143, ""gProportion"": 0.5932203389830508, ""bProportion"": 0.6026200873362445}, {""rProportion"": 4, ""gProportion"": 1.1101694915254237, ""bProportion"": 1.034934497816594}, {""rProportion"": 0.2857142857142857, ""gProportion"": 0.7796610169491526, ""bProportion"": 0.8209606986899564}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 4.857142857142857, ""gProportion"": 0.3813559322033898, ""bProportion"": 0.4759825327510917}]","[{""rProportion"": 1.2, ""gProportion"": 1.1149425287356323, ""bProportion"": 1}, {""rProportion"": 0.8, ""gProportion"": 1.1, ""bProportion"": 1.1521739130434783}, {""rProportion"": 0.32142857142857145, ""gProportion"": 0.8549618320610687, ""bProportion"": 0.9071729957805907}, {""rProportion"": 6, ""gProportion"": 0.9891304347826086, ""bProportion"": 0.925531914893617}, {""rProportion"": 0.5714285714285714, ""gProportion"": 0.864406779661017, ""bProportion"": 0.8908296943231441}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block2,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#64aeff"", ""gradientParam"": ""#78c2ff"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0f468a"", ""gradientParam"": ""#0c4d9f"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#1c83ed"", ""gradientParam"": ""#0970d7"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#025cbc"", ""gradientParam"": ""#0c5bae"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0776e5"", ""gradientParam"": ""#0466cc"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#222d6d"", ""gradientParam"": ""#222d6d"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 14.285714285714286, ""gProportion"": 1.4745762711864407, ""bProportion"": 1.1135371179039302}, {""rProportion"": 2.142857142857143, ""gProportion"": 0.5932203389830508, ""bProportion"": 0.6026200873362445}, {""rProportion"": 4, ""gProportion"": 1.1101694915254237, ""bProportion"": 1.034934497816594}, {""rProportion"": 0.2857142857142857, ""gProportion"": 0.7796610169491526, ""bProportion"": 0.8209606986899564}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 4.857142857142857, ""gProportion"": 0.3813559322033898, ""bProportion"": 0.4759825327510917}]","[{""rProportion"": 1.2, ""gProportion"": 1.1149425287356323, ""bProportion"": 1}, {""rProportion"": 0.8, ""gProportion"": 1.1, ""bProportion"": 1.1521739130434783}, {""rProportion"": 0.32142857142857145, ""gProportion"": 0.8549618320610687, ""bProportion"": 0.9071729957805907}, {""rProportion"": 6, ""gProportion"": 0.9891304347826086, ""bProportion"": 0.925531914893617}, {""rProportion"": 0.5714285714285714, ""gProportion"": 0.864406779661017, ""bProportion"": 0.8908296943231441}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block3,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#64aeff"", ""gradientParam"": ""#78c2ff"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0f468a"", ""gradientParam"": ""#0c4d9f"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#1c83ed"", ""gradientParam"": ""#0970d7"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#025cbc"", ""gradientParam"": ""#0c5bae"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0776e5"", ""gradientParam"": ""#0466cc"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#222d6d"", ""gradientParam"": ""#222d6d"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 14.285714285714286, ""gProportion"": 1.4745762711864407, ""bProportion"": 1.1135371179039302}, {""rProportion"": 2.142857142857143, ""gProportion"": 0.5932203389830508, ""bProportion"": 0.6026200873362445}, {""rProportion"": 4, ""gProportion"": 1.1101694915254237, ""bProportion"": 1.034934497816594}, {""rProportion"": 0.2857142857142857, ""gProportion"": 0.7796610169491526, ""bProportion"": 0.8209606986899564}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 4.857142857142857, ""gProportion"": 0.3813559322033898, ""bProportion"": 0.4759825327510917}]","[{""rProportion"": 1.2, ""gProportion"": 1.1149425287356323, ""bProportion"": 1}, {""rProportion"": 0.8, ""gProportion"": 1.1, ""bProportion"": 1.1521739130434783}, {""rProportion"": 0.32142857142857145, ""gProportion"": 0.8549618320610687, ""bProportion"": 0.9071729957805907}, {""rProportion"": 6, ""gProportion"": 0.9891304347826086, ""bProportion"": 0.925531914893617}, {""rProportion"": 0.5714285714285714, ""gProportion"": 0.864406779661017, ""bProportion"": 0.8908296943231441}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block4,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#64aeff"", ""gradientParam"": ""#78c2ff"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0f468a"", ""gradientParam"": ""#0c4d9f"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#1c83ed"", ""gradientParam"": ""#0970d7"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#025cbc"", ""gradientParam"": ""#0c5bae"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0776e5"", ""gradientParam"": ""#0466cc"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#222d6d"", ""gradientParam"": ""#222d6d"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 14.285714285714286, ""gProportion"": 1.4745762711864407, ""bProportion"": 1.1135371179039302}, {""rProportion"": 2.142857142857143, ""gProportion"": 0.5932203389830508, ""bProportion"": 0.6026200873362445}, {""rProportion"": 4, ""gProportion"": 1.1101694915254237, ""bProportion"": 1.034934497816594}, {""rProportion"": 0.2857142857142857, ""gProportion"": 0.7796610169491526, ""bProportion"": 0.8209606986899564}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 4.857142857142857, ""gProportion"": 0.3813559322033898, ""bProportion"": 0.4759825327510917}]","[{""rProportion"": 1.2, ""gProportion"": 1.1149425287356323, ""bProportion"": 1}, {""rProportion"": 0.8, ""gProportion"": 1.1, ""bProportion"": 1.1521739130434783}, {""rProportion"": 0.32142857142857145, ""gProportion"": 0.8549618320610687, ""bProportion"": 0.9071729957805907}, {""rProportion"": 6, ""gProportion"": 0.9891304347826086, ""bProportion"": 0.925531914893617}, {""rProportion"": 0.5714285714285714, ""gProportion"": 0.864406779661017, ""bProportion"": 0.8908296943231441}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block5,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#64aeff"", ""gradientParam"": ""#78c2ff"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0f468a"", ""gradientParam"": ""#0c4d9f"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#1c83ed"", ""gradientParam"": ""#0970d7"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#025cbc"", ""gradientParam"": ""#0c5bae"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0776e5"", ""gradientParam"": ""#0466cc"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#222d6d"", ""gradientParam"": ""#222d6d"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 14.285714285714286, ""gProportion"": 1.4745762711864407, ""bProportion"": 1.1135371179039302}, {""rProportion"": 2.142857142857143, ""gProportion"": 0.5932203389830508, ""bProportion"": 0.6026200873362445}, {""rProportion"": 4, ""gProportion"": 1.1101694915254237, ""bProportion"": 1.034934497816594}, {""rProportion"": 0.2857142857142857, ""gProportion"": 0.7796610169491526, ""bProportion"": 0.8209606986899564}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 4.857142857142857, ""gProportion"": 0.3813559322033898, ""bProportion"": 0.4759825327510917}]","[{""rProportion"": 1.2, ""gProportion"": 1.1149425287356323, ""bProportion"": 1}, {""rProportion"": 0.8, ""gProportion"": 1.1, ""bProportion"": 1.1521739130434783}, {""rProportion"": 0.32142857142857145, ""gProportion"": 0.8549618320610687, ""bProportion"": 0.9071729957805907}, {""rProportion"": 6, ""gProportion"": 0.9891304347826086, ""bProportion"": 0.925531914893617}, {""rProportion"": 0.5714285714285714, ""gProportion"": 0.864406779661017, ""bProportion"": 0.8908296943231441}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block6,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#64aeff"", ""gradientParam"": ""#78c2ff"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0f468a"", ""gradientParam"": ""#0c4d9f"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#1c83ed"", ""gradientParam"": ""#0970d7"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#025cbc"", ""gradientParam"": ""#0c5bae"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0776e5"", ""gradientParam"": ""#0466cc"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#222d6d"", ""gradientParam"": ""#222d6d"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 14.285714285714286, ""gProportion"": 1.4745762711864407, ""bProportion"": 1.1135371179039302}, {""rProportion"": 2.142857142857143, ""gProportion"": 0.5932203389830508, ""bProportion"": 0.6026200873362445}, {""rProportion"": 4, ""gProportion"": 1.1101694915254237, ""bProportion"": 1.034934497816594}, {""rProportion"": 0.2857142857142857, ""gProportion"": 0.7796610169491526, ""bProportion"": 0.8209606986899564}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 4.857142857142857, ""gProportion"": 0.3813559322033898, ""bProportion"": 0.4759825327510917}]","[{""rProportion"": 1.2, ""gProportion"": 1.1149425287356323, ""bProportion"": 1}, {""rProportion"": 0.8, ""gProportion"": 1.1, ""bProportion"": 1.1521739130434783}, {""rProportion"": 0.32142857142857145, ""gProportion"": 0.8549618320610687, ""bProportion"": 0.9071729957805907}, {""rProportion"": 6, ""gProportion"": 0.9891304347826086, ""bProportion"": 0.925531914893617}, {""rProportion"": 0.5714285714285714, ""gProportion"": 0.864406779661017, ""bProportion"": 0.8908296943231441}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block7,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#64aeff"", ""gradientParam"": ""#78c2ff"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0f468a"", ""gradientParam"": ""#0c4d9f"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#1c83ed"", ""gradientParam"": ""#0970d7"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#025cbc"", ""gradientParam"": ""#0c5bae"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#0776e5"", ""gradientParam"": ""#0466cc"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#222d6d"", ""gradientParam"": ""#222d6d"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 14.285714285714286, ""gProportion"": 1.4745762711864407, ""bProportion"": 1.1135371179039302}, {""rProportion"": 2.142857142857143, ""gProportion"": 0.5932203389830508, ""bProportion"": 0.6026200873362445}, {""rProportion"": 4, ""gProportion"": 1.1101694915254237, ""bProportion"": 1.034934497816594}, {""rProportion"": 0.2857142857142857, ""gProportion"": 0.7796610169491526, ""bProportion"": 0.8209606986899564}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 4.857142857142857, ""gProportion"": 0.3813559322033898, ""bProportion"": 0.4759825327510917}]","[{""rProportion"": 1.2, ""gProportion"": 1.1149425287356323, ""bProportion"": 1}, {""rProportion"": 0.8, ""gProportion"": 1.1, ""bProportion"": 1.1521739130434783}, {""rProportion"": 0.32142857142857145, ""gProportion"": 0.8549618320610687, ""bProportion"": 0.9071729957805907}, {""rProportion"": 6, ""gProportion"": 0.9891304347826086, ""bProportion"": 0.925531914893617}, {""rProportion"": 0.5714285714285714, ""gProportion"": 0.864406779661017, ""bProportion"": 0.8908296943231441}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
crown,1,2,prefabs/skin/crow/SkinCrownPrefab,,,,,,255,"{""colorParam"": ""#ffea03"", ""gradientParam"": ""#ffd200"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}",,
crown_score,1,2,prefabs/skin/crow/SkinCrownPrefab,,,,,,255,"{""colorParam"": ""#ffe50a"", ""gradientParam"": ""#ffce0a"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}",,
board_out_line,1,2,prefabs/skin/board/SkinBoardPrefab,,,,"{""rProportion"": 0.9068825910931174, ""gProportion"": 0.9236947791164659, ""bProportion"": 0.9446640316205533}","{""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}",255,"{""colorParam"": ""#e0e6ef"", ""gradientParam"": ""#e0e6ef"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}",,
