_key,isShade,type,shaderPrefabPath,noShaderPrefabPath,colorList,rgbaPercentage,colorProportion,gradientProportion,opacity,color,status_one,status_two
block1,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#fff2af"", ""gradientParam"": ""#fff4ba"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#e8a21a"", ""gradientParam"": ""#e6a21a"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#ffe859"", ""gradientParam"": ""#ffe056"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#f8c527"", ""gradientParam"": ""#edbe2c"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#fbd949"", ""gradientParam"": ""#fada50"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#502d16"", ""gradientParam"": ""#502d16"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.0159362549800797, ""gProportion"": 1.1152073732718895, ""bProportion"": 2.3972602739726026}, {""rProportion"": 0.9243027888446215, ""gProportion"": 0.7465437788018433, ""bProportion"": 0.3561643835616438}, {""rProportion"": 1.0159362549800797, ""gProportion"": 1.0691244239631337, ""bProportion"": 1.2191780821917808}, {""rProportion"": 0.9880478087649402, ""gProportion"": 0.9078341013824884, ""bProportion"": 0.5342465753424658}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 0.3187250996015936, ""gProportion"": 0.2073732718894009, ""bProportion"": 0.3013698630136986}]","[{""rProportion"": 1, ""gProportion"": 1.0082644628099173, ""bProportion"": 1.062857142857143}, {""rProportion"": 0.9913793103448276, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 1, ""gProportion"": 0.9655172413793104, ""bProportion"": 0.9662921348314607}, {""rProportion"": 0.9556451612903226, ""gProportion"": 0.9644670050761421, ""bProportion"": 1.1282051282051282}, {""rProportion"": 0.9960159362549801, ""gProportion"": 1.0046082949308757, ""bProportion"": 1.095890410958904}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block2,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#fff2af"", ""gradientParam"": ""#fff4ba"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#e8a21a"", ""gradientParam"": ""#e6a21a"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#ffe859"", ""gradientParam"": ""#ffe056"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#f8c527"", ""gradientParam"": ""#edbe2c"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#fbd949"", ""gradientParam"": ""#fada50"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#502d16"", ""gradientParam"": ""#502d16"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.0159362549800797, ""gProportion"": 1.1152073732718895, ""bProportion"": 2.3972602739726026}, {""rProportion"": 0.9243027888446215, ""gProportion"": 0.7465437788018433, ""bProportion"": 0.3561643835616438}, {""rProportion"": 1.0159362549800797, ""gProportion"": 1.0691244239631337, ""bProportion"": 1.2191780821917808}, {""rProportion"": 0.9880478087649402, ""gProportion"": 0.9078341013824884, ""bProportion"": 0.5342465753424658}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 0.3187250996015936, ""gProportion"": 0.2073732718894009, ""bProportion"": 0.3013698630136986}]","[{""rProportion"": 1, ""gProportion"": 1.0082644628099173, ""bProportion"": 1.062857142857143}, {""rProportion"": 0.9913793103448276, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 1, ""gProportion"": 0.9655172413793104, ""bProportion"": 0.9662921348314607}, {""rProportion"": 0.9556451612903226, ""gProportion"": 0.9644670050761421, ""bProportion"": 1.1282051282051282}, {""rProportion"": 0.9960159362549801, ""gProportion"": 1.0046082949308757, ""bProportion"": 1.095890410958904}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block3,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#fff2af"", ""gradientParam"": ""#fff4ba"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#e8a21a"", ""gradientParam"": ""#e6a21a"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#ffe859"", ""gradientParam"": ""#ffe056"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#f8c527"", ""gradientParam"": ""#edbe2c"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#fbd949"", ""gradientParam"": ""#fada50"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#502d16"", ""gradientParam"": ""#502d16"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.0159362549800797, ""gProportion"": 1.1152073732718895, ""bProportion"": 2.3972602739726026}, {""rProportion"": 0.9243027888446215, ""gProportion"": 0.7465437788018433, ""bProportion"": 0.3561643835616438}, {""rProportion"": 1.0159362549800797, ""gProportion"": 1.0691244239631337, ""bProportion"": 1.2191780821917808}, {""rProportion"": 0.9880478087649402, ""gProportion"": 0.9078341013824884, ""bProportion"": 0.5342465753424658}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 0.3187250996015936, ""gProportion"": 0.2073732718894009, ""bProportion"": 0.3013698630136986}]","[{""rProportion"": 1, ""gProportion"": 1.0082644628099173, ""bProportion"": 1.062857142857143}, {""rProportion"": 0.9913793103448276, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 1, ""gProportion"": 0.9655172413793104, ""bProportion"": 0.9662921348314607}, {""rProportion"": 0.9556451612903226, ""gProportion"": 0.9644670050761421, ""bProportion"": 1.1282051282051282}, {""rProportion"": 0.9960159362549801, ""gProportion"": 1.0046082949308757, ""bProportion"": 1.095890410958904}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block4,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#fff2af"", ""gradientParam"": ""#fff4ba"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#e8a21a"", ""gradientParam"": ""#e6a21a"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#ffe859"", ""gradientParam"": ""#ffe056"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#f8c527"", ""gradientParam"": ""#edbe2c"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#fbd949"", ""gradientParam"": ""#fada50"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#502d16"", ""gradientParam"": ""#502d16"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.0159362549800797, ""gProportion"": 1.1152073732718895, ""bProportion"": 2.3972602739726026}, {""rProportion"": 0.9243027888446215, ""gProportion"": 0.7465437788018433, ""bProportion"": 0.3561643835616438}, {""rProportion"": 1.0159362549800797, ""gProportion"": 1.0691244239631337, ""bProportion"": 1.2191780821917808}, {""rProportion"": 0.9880478087649402, ""gProportion"": 0.9078341013824884, ""bProportion"": 0.5342465753424658}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 0.3187250996015936, ""gProportion"": 0.2073732718894009, ""bProportion"": 0.3013698630136986}]","[{""rProportion"": 1, ""gProportion"": 1.0082644628099173, ""bProportion"": 1.062857142857143}, {""rProportion"": 0.9913793103448276, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 1, ""gProportion"": 0.9655172413793104, ""bProportion"": 0.9662921348314607}, {""rProportion"": 0.9556451612903226, ""gProportion"": 0.9644670050761421, ""bProportion"": 1.1282051282051282}, {""rProportion"": 0.9960159362549801, ""gProportion"": 1.0046082949308757, ""bProportion"": 1.095890410958904}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block5,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#fff2af"", ""gradientParam"": ""#fff4ba"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#e8a21a"", ""gradientParam"": ""#e6a21a"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#ffe859"", ""gradientParam"": ""#ffe056"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#f8c527"", ""gradientParam"": ""#edbe2c"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#fbd949"", ""gradientParam"": ""#fada50"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#502d16"", ""gradientParam"": ""#502d16"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.0159362549800797, ""gProportion"": 1.1152073732718895, ""bProportion"": 2.3972602739726026}, {""rProportion"": 0.9243027888446215, ""gProportion"": 0.7465437788018433, ""bProportion"": 0.3561643835616438}, {""rProportion"": 1.0159362549800797, ""gProportion"": 1.0691244239631337, ""bProportion"": 1.2191780821917808}, {""rProportion"": 0.9880478087649402, ""gProportion"": 0.9078341013824884, ""bProportion"": 0.5342465753424658}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 0.3187250996015936, ""gProportion"": 0.2073732718894009, ""bProportion"": 0.3013698630136986}]","[{""rProportion"": 1, ""gProportion"": 1.0082644628099173, ""bProportion"": 1.062857142857143}, {""rProportion"": 0.9913793103448276, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 1, ""gProportion"": 0.9655172413793104, ""bProportion"": 0.9662921348314607}, {""rProportion"": 0.9556451612903226, ""gProportion"": 0.9644670050761421, ""bProportion"": 1.1282051282051282}, {""rProportion"": 0.9960159362549801, ""gProportion"": 1.0046082949308757, ""bProportion"": 1.095890410958904}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block6,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#fff2af"", ""gradientParam"": ""#fff4ba"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#e8a21a"", ""gradientParam"": ""#e6a21a"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#ffe859"", ""gradientParam"": ""#ffe056"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#f8c527"", ""gradientParam"": ""#edbe2c"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#fbd949"", ""gradientParam"": ""#fada50"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#502d16"", ""gradientParam"": ""#502d16"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.0159362549800797, ""gProportion"": 1.1152073732718895, ""bProportion"": 2.3972602739726026}, {""rProportion"": 0.9243027888446215, ""gProportion"": 0.7465437788018433, ""bProportion"": 0.3561643835616438}, {""rProportion"": 1.0159362549800797, ""gProportion"": 1.0691244239631337, ""bProportion"": 1.2191780821917808}, {""rProportion"": 0.9880478087649402, ""gProportion"": 0.9078341013824884, ""bProportion"": 0.5342465753424658}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 0.3187250996015936, ""gProportion"": 0.2073732718894009, ""bProportion"": 0.3013698630136986}]","[{""rProportion"": 1, ""gProportion"": 1.0082644628099173, ""bProportion"": 1.062857142857143}, {""rProportion"": 0.9913793103448276, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 1, ""gProportion"": 0.9655172413793104, ""bProportion"": 0.9662921348314607}, {""rProportion"": 0.9556451612903226, ""gProportion"": 0.9644670050761421, ""bProportion"": 1.1282051282051282}, {""rProportion"": 0.9960159362549801, ""gProportion"": 1.0046082949308757, ""bProportion"": 1.095890410958904}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block7,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#fff2af"", ""gradientParam"": ""#fff4ba"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#e8a21a"", ""gradientParam"": ""#e6a21a"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#ffe859"", ""gradientParam"": ""#ffe056"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#f8c527"", ""gradientParam"": ""#edbe2c"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#fbd949"", ""gradientParam"": ""#fada50"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#502d16"", ""gradientParam"": ""#502d16"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.0159362549800797, ""gProportion"": 1.1152073732718895, ""bProportion"": 2.3972602739726026}, {""rProportion"": 0.9243027888446215, ""gProportion"": 0.7465437788018433, ""bProportion"": 0.3561643835616438}, {""rProportion"": 1.0159362549800797, ""gProportion"": 1.0691244239631337, ""bProportion"": 1.2191780821917808}, {""rProportion"": 0.9880478087649402, ""gProportion"": 0.9078341013824884, ""bProportion"": 0.5342465753424658}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 0.3187250996015936, ""gProportion"": 0.2073732718894009, ""bProportion"": 0.3013698630136986}]","[{""rProportion"": 1, ""gProportion"": 1.0082644628099173, ""bProportion"": 1.062857142857143}, {""rProportion"": 0.9913793103448276, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 1, ""gProportion"": 0.9655172413793104, ""bProportion"": 0.9662921348314607}, {""rProportion"": 0.9556451612903226, ""gProportion"": 0.9644670050761421, ""bProportion"": 1.1282051282051282}, {""rProportion"": 0.9960159362549801, ""gProportion"": 1.0046082949308757, ""bProportion"": 1.095890410958904}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
crown,1,2,prefabs/skin/crow/SkinCrownPrefab,,,,,,255,"{""colorParam"": ""#ffd200"", ""gradientParam"": ""#ffc000"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}",,
crown_score,1,2,prefabs/skin/crow/SkinCrownPrefab,,,,,,255,"{""colorParam"": ""#ffc000"", ""gradientParam"": ""#ffc000"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}",,
board_out_line,1,2,prefabs/skin/board/SkinBoardPrefab,,,,"{""rProportion"": 0.7064676616915423, ""gProportion"": 0.6917808219178082, ""bProportion"": 0.62}","{""rProportion"": 1.4929577464788732, ""gProportion"": 1.5346534653465347, ""bProportion"": 1.7741935483870968}",255,"{""colorParam"": ""#8e651f"", ""gradientParam"": ""#d49b37"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}",,
