ID,name,unlock_type,unlock_num,dexc_ch,desc_en,isShow,iconName
1000,Default,0,1,原皮肤,first,1,skin_000
1003,Gradient Pink,2,0,完成成就: {0},After completing achievement: {0},1,skin_003
1004,Morandi ,2,0,累计登陆{0}天,Log in for {0} consecutive days,1,skin_004
1008,Dark Pop,2,0,完成{0}次游戏,After completing {0} games,1,skin_008
1009,Mondrian,2,0,完成{0}次游戏,After completing {0} games,1,skin_009
1010,Cyberpunk,2,0,完成{0}次游戏,After completing {0} games,1,skin_010
1013,Forest,2,0,完成{0}次游戏,After completing {0} games,1,skin_013
1017,Matisse,2,0,完成{0}次游戏,After completing {0} games,1,skin_017
1021,Blue-white,2,0,完成{0}次游戏,After completing {0} games,1,skin_021
1023,Earth,2,0,完成{0}次游戏,After completing {0} games,1,skin_023
1025,Tiffany Blue,2,0,完成{0}次游戏,After completing {0} games,1,skin_025
1027,Macaw,2,0,完成{0}次游戏,After completing {0} games,1,skin_027
1028,Mountains,2,0,完成{0}次游戏,After completing {0} games,1,skin_028
1030,Warm Cold,2,0,完成{0}次游戏,After completing {0} games,1,skin_030
1031,Wizard,2,0,完成{0}次游戏,After completing {0} games,1,skin_031
1032,Passion,2,0,完成{0}次游戏,After completing {0} games,1,skin_032
1036,Romantic,2,0,完成{0}次游戏,After completing {0} games,1,skin_036
1038,Lovely,2,0,完成{0}次游戏,After completing {0} games,1,skin_038
1039,Energy,2,0,完成{0}次游戏,After completing {0} games,1,skin_039
