Content,Index,Difficulty
"360993033363129620,1442562005499127828,5635007850762280,-9223372036854693808,-8493788862827462624,2815853584187392,2308094809027944960,0,35218731827200,2882303772254535720,0,0,0,10995116318720,0,0",1,
"1513210923542648085,1442562009795133461,1429365138214912,16448,706436226372608,1441157383685427220,1157425109686812752,0,-9223372035776839680,5634997092352512,136314880,0,0,140874927308800,0,0",2,
"360289418935801109,289359030211586068,2883434070228881448,16448,1408749275465728,1155736254518788096,1157436103662280720,0,35218731827200,2882303772254535680,4415268339776,0,0,10995116277760,16842912,0",3,
"72762657214042113,1442562008717240848,5635007850762280,82000,721702117852578816,1443971029656420356,2308094817625743440,0,1153205732658642944,2886808471410315304,8804682989600,0,291049525039071232,11012300382272,33587200,0",4,
"1513210923542648085,1442562009795133461,4504709897408552,65552,-9214290070803819520,38878731292508160,4612811918334796288,0,-9223372036854611328,2918332696109253120,2,0,4112,140874927833600,0,0",5,
"-6196952354433005046,768426689282703370,3001666765475840,4611686018427431584,5854679537392025664,-8646908353236172800,3073706754949775394,0,146366988434800640,2429920697384960,72339756209441312,0,558345748480,2488238794122199040,2621440,0",6,
"360289418935801109,1442562009795143700,5934064277213184,-6917529027640995504,-9214364794482589536,36063981535887360,6076481819866300416,0,-9223336818122882816,137573171712,23179938496512,0,36063981391052800,524800,689879121920,0",7,
"1513210923542648085,1442562009795133461,5934064277213184,-6917529027640995504,43117445280,1441157383685427220,6076481819866300496,288230376151711744,-9223372035776839676,2253998836941312,180847673210306560,0,4112,0,4521191830257664,0",8,
"1513210923542648085,1442562009795133461,5934064276099112,2305843009213780304,1483516064309376,1443972133452533780,176609055211600,2570,-9223336817577689088,36028934592135680,72339069014638594,0,36063981391052800,140874927833600,0,0",9,
"-6269009398983554390,1487595257457541138,5634997113999360,4611686018427474256,1126179348152401,-8646908911581904252,8598323234,576460752303426058,1153202979583557634,2429920698040320,4611686018427420704,64,0,2308094809698467840,0,0",10,
"360992757422624769,289359030211586068,2887938769367879720,16448,-8493788894532205568,2814749911941120,151870044152320,0,-9223369288075706368,2882303772254536232,579338240,0,2814749767106560,10995116318720,160,0",11,
"1513210923542648085,768426691961815061,3001666755010560,-6917529027641070976,142970904903840,-6341066999732350956,765611941635817514,288230376151711744,-9223372036854775804,1306219813798400,687194786368,0,0,1337569089329037312,2621440,0",12,
"-6269009262618340695,768426691429138450,2825744894566400,43680,1170155254055953,-6341067545193198940,1157425108545962026,272,1153202983879573504,4899916412832710724,4415226396736,0,4399120252928,18691697741824,16842752,0",13,
"-6196951668580412139,191402987025858570,3001666755010560,-9223372036854732128,607480178541600,730144451240,89335320089600,1300,0,18253611333,-9223369803471773568,32,2305843009213693952,8,2286984194293760,0",14,
"1513210923542648085,768426692079255573,3001666755010560,-6917529027641046496,-6872492988249931616,581248028112322560,2308113509323444256,288230376151711744,44152263802884,4902170393416040578,8804754292768,0,1103806595072,2308094809027379200,33587472,0",15,
"1513210923542648085,768426692079255573,3001666755010560,41120,1483516069303296,1152924264123343944,89335319826448,1028,44152263967360,1130297961750528,72339069085941760,0,168427520,0,0,0",16,
"360289418935801109,1442562009795143700,5934064277213184,86352,1408749278614528,5502937354260,2308130543155939840,520,-9223336818122784128,137573171712,36591747108700160,0,36063981391056912,524800,139586437120,0",17,
"-6557239608705280747,768426691429138452,3001666754355200,2305843009213737632,34393825408,2882304491661574788,1337569100108398632,0,131200,72057612291538944,269484033,0,0,0,1028,0",18,
"1441153256490272020,1442562009795133445,2887938769367879720,82000,282574489391104,38878731292508160,2308105804144222720,0,1077936128,2918332696109252608,41943042,0,0,140874927308800,160,0",19,
"360289418935801109,1442562009795143700,5934064277213184,2305843009213780304,-9214364803206209408,1441157383695892480,6076481819866300496,0,35218731892992,36028934592135168,180847673210306562,0,0,140874927308800,689879123970,0",20,
"-6196951638515641067,768426689282703370,3001666755010560,-9223372036854734688,357341281126432,-9223369105539585368,70644763198466,1028,8933531975680,87241523525,72339069150953472,0,9147936743096320,332800,0,0",21,
"1513210923542648085,768426691961815061,2825744894566400,-6917529027641038176,-6872492988249931616,-8070449256642641920,2893562771364904978,0,44152263967360,1306219813797888,11038065967168,0,1103806599184,1157425104234217472,16842752,0",22,
"1513210923542648085,1442562009795133461,2887938769367879720,2305843009213775952,-6872492996973805440,1443968831696404480,5770248039180574800,0,35218731958400,2918332558536081408,144255926143549442,0,134348800,0,550292687010,0",23,
"-6196951638515641067,768426689282703370,3001666755010560,-6917529027641046496,5854679558699090080,22869841942937600,180214629388256256,0,17660905586944,72057681279451461,687464251393,0,2305843009281064960,2181038088,1028,0",24,
"1513210923542648085,768426687133122581,3001666755010560,2305843009213737632,-6872492996973551488,-6341067545193218048,3073706757130813482,0,35218731958400,4899916412832710656,5583457501248,0,134348800,18691697672192,16842752,0",25,
"360991933585691653,1442562009795143700,5634997114458112,82000,720858517553025024,576466255240777748,2308094817625835552,0,289359025915559936,137573171240,8804682973248,0,2815853573701632,0,0,0",26,
"-6341067542508860758,1487595254778429442,5810918974443520,4611686018427464336,43997712252992,-9187307883597659520,4792955925595947010,0,45035996441542912,175921861099520,687732165120,0,-9223371865056083968,180143985765908482,2621440,0",27,
"1513209823762580756,1442562009795133461,2886808471414525992,82000,142936512143360,1443972133452533780,4612822930634612816,0,545259520,2887938758630461440,17596523020304,0,0,4612811918334755328,67125408,0",28,
"1513210923542648085,1442562009795133461,5934064276099112,86352,-6872493031364745216,579277703241269248,6076481805827964960,0,289356276058620160,2253998836940800,180847672536629280,0,0,2308094809027379200,4521191813414912,0",29,
"-6557240324622644726,1487595256924864532,5934064274673664,86352,-9214320857132292096,-8935137089784118656,6076481815554555970,0,45035996273770752,4680621000097792,18764712181776,0,-9223372036854775808,4612811919005319170,67125248,0",30,
"-6557239608705280747,1442559261183836180,5934064277213184,2305843009213780304,-9214364803206209408,576462953474163328,6076481816594743328,0,35218731958400,2253998836940800,19829864005632,0,134348800,0,0,0",31,
"1513210923542648085,768426692079255573,2429920708567040,-6917529027641038176,706436220846240,581248028078254120,2488238802720591904,288230376151711744,723390690146385924,4902170393424437248,8804682989600,0,576460752303423488,2308094817625702432,33587200,0",32,
"-6557239608705280747,768426689282703380,3001666755010560,41120,563499711866880,-6341066879473278328,2893562772035993642,0,577023704406425600,571746046443520,11038065994400,0,2201170739200,0,275951650068,0",33,
"360289418935801109,1442562009795143700,5934064276099112,-6917529027640995504,-9214364794482589536,1443966630670499840,6076481818725449808,0,-9223336818122882816,36028807756382720,180847673073991682,0,36063981391052800,0,550292686850,0",34,
"1513210923542648085,768426691961815061,3001666755010560,2305843009213729312,1483516064055424,-8070449256642621420,2488238805572648978,0,577032635788820480,1306219818008576,340787200,0,0,4311744512,8519680,0",35,
"-6196952354433005406,1519120454316457994,5934064277213184,86352,357341281290240,6052842590363976768,6076481819866300500,0,8933531975680,-9043228051758841856,9972914061314,0,0,1157425104234217472,0,0",36,
"360993033365754885,1153214666190628884,5635007850762280,2305843009213759504,-8493788860143107968,291049525049556992,4612811939830079552,0,37967511027840,2886808471393533992,537395200,0,2814749901455360,10995116318720,0,0",37,
"1513210923542648085,1442562009795133461,5934064277213184,86352,2342435305947419648,36063981391061000,6076481819866300416,0,577023702257009280,0,180847673210306560,0,4112,0,4521191830257664,0",38,
"1513210923542648085,1442562009795133461,5934064276099112,86352,1269111298992128,1443972133452533780,6076481818725449808,0,-9223372036854710016,137573171712,180847672536629280,0,0,524800,4521191813414912,0",39,
"1513210923542648085,768426689282703381,3001666755010560,-6917529027641040736,1483516063776928,-8070449256642636720,2893562766038138898,288230376151711744,146402206621368324,1306219818008576,4415226396736,0,0,1157425108545961984,16842752,0",40,
"1513210923542648085,1344605969288527893,3001666763395072,-6917529027641070976,-6872492988249931616,293015450890141696,89335319826496,272,-9223327884590808448,4899916394579100160,19140298487627776,0,36063981559480320,0,73014444304,0",41,
"-6196952354433006936,1344605968755851274,5934064277213184,86352,750416686653440,288235067329743520,6076481805828098112,0,191402984876277760,4504699140112384,36600551655342080,0,4611686748571828224,4,0,0",42,
"1513210923542648085,768426691429138453,3001666755010560,-6917529027641046496,-6872492988249931616,22869841875566592,180214629858018304,0,44152263967360,72057612291538944,269484033,0,168427520,0,1028,0",43,
"-6196952354433004886,1487595256924864522,5934064276754432,4611686018427408704,43997712089169,-7782215585177269600,1463669900391219282,0,45035996273770752,4680621000097792,4415226462288,0,-9223372036854775808,4612811919005319170,16842752,0",44,
"1513210923542648085,1153214666190618645,4504744789807274,-6917529027641016304,2341871849350103200,4899921085757145092,4612811936659144772,288230376151711744,1077936132,4803766318534656,17596481081616,0,4112,4919056710179487744,67125248,0",45,
"-6196952354433004886,1344605966609416202,4803766323859456,4611686018427474256,4629700438747250769,4899916686704247872,4919056711320338500,576460752303423488,545259522,299067162755202,18764712186128,0,2080,306244774661193728,71581696,0",46,
"-6269009262618340075,1487595256924864530,3001666755010560,-9223372036854740448,1170155251959840,-8646906713632388444,2488238799105032226,0,1198238975857262592,175921877880832,687194769920,0,-8935141660703064064,180143985765908546,2621440,0",47,
"1513210923542648085,1487595257574981653,5810918957662208,84560,706436226372608,-8070446133093580796,180284860693217298,2050,545390720,16781312,144256612758981120,0,0,0,2621440,0",48,
"360993033363133717,1442562009795143700,5934064276099112,-6917529027640995504,720575974772572320,579281005007884308,2308130551753605152,288230376151712264,4,2254009595351080,4415226413088,0,0,2308094817625743360,0,0",49,
"1513210923542648085,1442562009795133461,5934064277213184,86352,1483516069303296,576462953474183188,6076481806968815648,0,-9223336817577557888,2253998836941312,9972914094112,0,36063981525401600,2308094809027379200,33587200,0",50,
"-6557239638770052091,1487595257457541140,5934064277213184,2305843009213780304,44014858403968,36064153189753480,6076481798371017216,0,45035996273836160,36028797019619328,180847672536596482,0,-9223372036854775808,2,4521191813414912,0",51,
