Content,Index,Difficulty
"6124895516040888405,23925373109534720,348160,0,23364622125056,6052837990454002004,1,0,-9223371452739223552,612489551604088840,0,0",1,
"6124895516040888405,23925373109534720,348160,0,23364622177280,-8646911193283296940,0,0,-9223371452739221376,2281701384,0,0",2,
"6124895516040888405,23925373109534720,348160,0,9345848870912,6052837990454002004,1,0,9570149243813888,37383395692544,0,0",3,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,9570149243813888,37383395483648,0,0",4,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,9570149243813888,93458488709120,0,0",5,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,9570149208164480,93458488500224,0,0",6,
"6124895516040888405,23925373109534720,348160,0,23364622177280,-8646911193283296940,0,0,23925373109534720,37383395692544,0,0",7,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,23925373109534720,37383395483648,0,0",8,
"6124895516040888405,23925373109534720,348160,2305843009213693952,23364622090242,6052837990454002004,1,0,-9223371452739223552,612489551604088840,0,0",9,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,9570149243813888,612489551604088832,0,0",10,
"6124895516040888405,23925373109534720,348160,0,9345848923136,6052837990454002004,1,0,9570149243813888,93458488500224,0,0",11,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837935693168980,1,0,-9223372036765646848,37383395344392,0,0",12,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,23925373109534720,612489551604088832,0,0",13,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,23925373109534720,93458488709120,0,0",14,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,23925373020407936,93458488709120,0,0",15,
"6124895516040888405,23925373109534720,348160,2305843009213693952,23364622090242,6052837990454002004,1,0,23925373020405760,93458488709120,0,0",16,
"6124895516040888405,23925373109534720,348160,0,23364622177280,-8646911193283296940,0,0,23925373020407936,37383395692544,0,0",17,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,23925373109534720,37383395692544,0,0",18,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,9570149297291264,93458488709120,0,0",19,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,-9223371452739221376,612489551604088840,0,0",20,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,9570149208164480,612489551604088832,0,0",21,
"6124895516040888405,23925373109534720,348160,0,23364622125056,6052837990454002004,1,0,23925373056057344,93458488709120,0,0",22,
"6124895516040888405,23925373109534720,348160,0,23364622177280,-8646911248044129964,0,0,23925373020407936,37383395483648,0,0",23,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454001800,1,0,9570149243813888,93458488500224,0,0",24,
"6124895516040888405,23925373109534720,348160,0,9345848923136,6052837990454002004,1,0,9570149208164480,37383395483648,0,0",25,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837935693168980,1,0,23925373020407936,37383395483648,0,0",26,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,9570149208164480,37383395483648,0,0",27,
"6124895516040888405,23925373109534720,348160,2305843009213693952,570425346,6052837990454002004,1,0,2176,93458488709120,0,0",28,
"6124895516040888405,23925373109534720,348160,0,23364622125056,6052837990454001800,1,0,9570149243813888,93458488500224,0,0",29,
"6124895516040888405,23925373109534720,348160,0,23364622177280,-8646911193283296940,0,0,9570149243813888,37383395483648,0,0",30,
"6124895516040888405,23925373109534720,348160,0,23364622177280,-8646911193283296940,0,0,9570149297291264,37383395483648,0,0",31,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,23925373056057344,93458488709120,0,0",32,
"6124895516040888405,23925373109534720,348160,0,9345848923136,6052837990454001800,1,0,9570149208164480,93458488500224,0,0",33,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,9570149297291264,93458488500224,0,0",34,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,584115554432,37383395483648,0,0",35,
