Content,Index,Difficulty
"6124895516040888405,23925373109534720,21990232903680,2305843009213695312,23364622090242,598134327738368,22517998136861184,0,584115552256,612489551604088832,0,0,0,2336462209024,0,0",1,
"6124895510672179285,23925373109534720,93458488709120,2305843009213695312,17867063951362,598134327738368,95701492081631744,0,0,612489551604088832,2392537302040576,0,0,2336462209024,0,0",2,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,9345848836098,6052837990454001800,73183494301286401,0,9570149208162304,612489551604088832,8912896,0,0,2336462209024,34,0",3,
"6124895516040888405,23925373109534720,93458488709120,320,23364622177280,6052837990454002004,22517998493368321,0,9570149297291264,93458488500224,85899347280,0,-8646911284549124096,38280596975255552,327680,0",4,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,23364622090242,-8646911248044129964,73183494301286400,0,9570149208162304,37383395483648,279172874784,0,-8646911284551352320,38280596975255552,0,0",5,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,23925373088563200,37383395483648,146028888608,0,-8646911214758133760,38280596975255552,557056,0",6,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,6052837990454002004,73183494301286401,0,-9223371452739221376,93458488360968,279172875600,0,598134327738368,95701492081623040,1064960,0",7,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837935693168776,95701492438138881,0,9570149297291264,37383395483648,365072221520,0,-8646911284549124096,38280596975255552,1392640,0",8,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492438138881,0,9570149243813888,37383395483648,146028888608,0,-8646911248044130304,38280596975255552,557056,0",9,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492438138881,0,23925373109534720,93458488709120,365072221520,0,598134327738368,2336462217728,1392640,0",10,
"6124895498592583765,23925373109534720,93458488709120,2305843009213695312,153122387330596866,598134327738368,95701492081631744,0,-9223372036854775808,612489551604088840,2392537302040576,0,0,2336462217728,0,0",11,
"6124895498592583765,23925373109534720,93458488709120,2305843009213695312,153122387330596866,598134327738368,38280597189165056,0,-9223372036854775808,2281701384,8912896,0,0,8704,0,0",12,
"6124895516040888405,23925373109534720,71468256153600,1360,23364622177280,91268055380,73183493944779264,0,23925373109534720,348160,0,0,6052837990454001664,1,0,0",13,
"6124895516040888385,23925373109534720,93458488709120,1360,9345848902656,-8646911193283296940,38280597189165056,0,9570149208162304,37383395483648,146028888608,0,-8646911284551352320,38280596975255552,557056,0",14,
"6124895516040888405,23925373041377280,93458488709120,1360,23364622177280,598134325510224,95701492438138880,0,584115554432,0,2392537310953472,0,2228224,0,9126805504,0",15,
"6124895516040888340,23925373109534720,93458488709120,1360,9345848856576,6052837990454001800,95701492438138881,0,9570149208162304,93458488500224,365072221520,0,-8646911284551352320,95701492224229376,1392640,0",16,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,23925373088563200,93458488709120,365072221520,0,598134325510144,95701492438138880,1392640,0",17,
"6124895498592583765,23925373109534720,93458488709120,2305843009213695312,5497558138882,6052837990454002004,95701492224229377,0,5629499534213120,93458488709120,146028888608,0,5764607523034234880,2336462209024,557056,0",18,
"6124895516040888405,23925373109534720,93458488709120,320,153122387330683904,6052837990454001664,2336462209025,0,2176,612489551604088832,0,0,0,2336462209024,0,0",19,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694272,23364622090242,6052837990454002004,22517998279458817,0,9570149208162304,612489549322526720,0,0,-8646911284551352320,0,0,0",20,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622125056,6052837935693168980,95701492438138881,0,584115552256,612489549322526720,2392537310953472,0,0,0,9126805538,0",21,
"6124895516040888385,23925373109534720,93458488709120,1360,9345848902656,-8646911248044130168,38280596975255552,0,9570149208162304,37383395483648,146028888608,0,-8646911284551352320,38280596975255552,557056,0",22,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,23925373088563200,93458488709120,365072221520,0,-8646911214758133760,95701492438138880,1392640,0",23,
"6124895516040888405,23925373109534720,93458488709120,320,23364622177280,6052837990454002004,22517998493368321,0,23925373020407936,93458488709120,85899347280,0,598134325510144,2336462217728,34,0",24,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,23925373088563200,93458488709120,2392537310953472,0,6052837968979165184,356515841,9126805504,0",25,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492438138881,0,23925373109534720,93458488709120,365072220704,0,6052837899188174848,38280597189165057,557056,0",26,
"6124895516040888405,23925373109534720,93458488709120,2305843009213695312,23364622090242,6052837990454002004,95701492438138881,0,23925373020405760,93458488709120,365072221520,0,6052837899185946624,95701492438138881,557056,0",27,
"6124895516040888405,23925373109534720,93458488709120,1040,153122387330631680,598134327738368,2336462217728,0,-9223372036854775808,612489551604088840,8912896,0,0,2336462217728,34,0",28,
"6124895516040888405,23925373109534720,21990232903680,1360,23364622125056,6052837990454002004,22517998220738561,0,23925373056057344,37383395692544,85899346240,0,-8646911248044130304,142606336,327680,0",29,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694272,570425346,6052837990454002004,22517998493368321,0,2176,37383395483648,85899346464,0,0,38280596975255552,0,0",30,
"6124895516040888405,23925373109534720,71468256153600,1360,23364622177280,-8646911248044129964,73183494217400320,0,9570149243813888,37383395483648,279172874240,0,-8646911248044130304,142606336,0,0",31,
"6124895516040888405,23925373109534720,93458488709120,1360,9345848870912,6052837990454002004,95701492438138881,0,9570149243813888,93458488709120,2392537310953472,0,-8646911248044130304,356515840,9126805504,0",32,
"6124895516040888405,23925373041377280,93458488709120,2305843009213695312,153122387901022210,6052837920660783104,95701492438138881,0,584115554432,21990232555520,365072221520,0,2228224,22517998136852480,1392640,0",33,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,6052837990454002004,73183494301286401,0,23925373109534720,93458488709120,279172875600,0,598134327738368,95701492438138880,1064960,0",34,
"6124895516040888405,23925373109534720,21990232903680,2305843009213695312,9345848836098,6052837990454002004,22517998220738561,0,9570149208162304,612489549322526720,85899345920,0,-8646911284551352320,0,0,0",35,
"6124895516040888405,23925373109534720,71468256153600,2305843009213695312,153122387901022210,598134327738368,73183493944779264,0,-9223371452739221376,612489551604088840,0,0,598134327738368,2336462217728,0,0",36,
"6124895516040888405,23925373109534720,93458488709120,320,23364622177280,-8646911248044129964,22517998493368320,0,23925373109534720,37383395483648,8912896,0,-8646911248044130304,142606336,0,0",37,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,570425346,-8646911248044129964,73183494301286400,0,2176,37383395483648,279172874784,0,0,38280596975255552,0,0",38,
"6124895516040888340,23925373109534720,93458488709120,1360,23364622110720,6052837990454002004,95701492438138881,0,23925373041377280,93458488709120,146028888608,0,6052837920660783104,38280597189165057,557056,0",39,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,38280597189165057,0,23925373056057344,612489549322735616,8912896,0,-8646911248044130304,0,34,0",40,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492224229377,0,23925373109534720,93458488709120,146028888608,0,6052837935693168640,38280596975255553,557056,0",41,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,6052837990454002004,73183494301286401,0,9570149297291264,93458488709120,279172875600,0,36507222016,38280596832657920,1064960,0",42,
"6124895510672179285,23925373109534720,93458488709120,1360,17867064017920,6052837990454002004,95701492438138881,0,18295873554350080,93458488709120,365072221520,0,288230445944930304,95701492438138881,1392640,0",43,
"6124895516040888340,23925373109534720,93458488709120,1360,23364622110720,-8646911284549124096,38280596975255552,0,20971520,0,146028888608,0,0,0,557056,0",44,
"6124895516040888340,23925373109534720,93458488709120,1360,153122387330617344,598134327738368,2336462217728,34,-9223372036854775808,612489551604088840,2392537310953472,0,0,2336462217728,9126805538,0",45,
"6124895498592583765,23925373109534720,93458488709120,1360,5497558159360,6052837990454002004,95701492438138881,0,-9223372036833804288,93458488360968,365072221520,0,0,95701492081623040,1392640,0",46,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,23925373088563200,93458488709120,365072221520,0,6052837968979165184,356515841,9126805538,0",47,
"6124895516040888405,23925373109534720,93458488709120,320,23364622177280,6052837935693168980,22517998493368321,0,584115554432,37383395483648,85899346464,0,2228224,38280596975255552,0,0",48,
"1441151903575572565,23925373109534720,93458488709120,2305843009213695312,570425346,6052837990454001744,95701492438138881,0,2176,93458488442880,365072221520,0,0,95701492165509120,1392640,0",49,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,23925373088563200,93458488709120,365072221520,0,6052837968979165184,95701492224229377,1392640,0",50,
"6124895516040888405,23925373109534720,93458488709120,320,23364622125056,6052837990454002004,22517998493368321,0,9570149243813888,93458488709120,85899347280,0,-8646911248044130304,95701492438138880,327680,0",51,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492438138881,0,23925373056057344,93458488709120,365072221520,0,6052837935693168640,38280597189165057,557056,0",52,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492438138881,0,23925373109534720,93458488709120,365072221520,0,598134327738368,2336462217728,9126805538,0",53,
"6124895510672179285,23925373109534720,93458488709120,2305843009213695312,153122387330596866,6052837990454001664,2336462209025,34,0,93458488360960,2392537302040576,0,0,2336462209024,0,0",54,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,9345848836098,-8646911193283297144,73183494087376896,0,9570149208162304,37383395483648,544,0,-8646911284551352320,38280596975255552,0,0",55,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,91268055380,2336462217728,0,9570149243813888,348160,8912896,0,-8646911248044130304,0,0,0",56,
"4683743635282329685,23925373109534720,93458488709120,2305843009213695312,570425346,91268055300,2336462217728,34,2176,2281701376,2392537310953472,0,0,0,9126805504,0",57,
"6124895498592583765,23925373109534720,93458488709120,2305843009213695312,153122387330596866,6052837899188174848,95701492438138881,0,-9223372036854775808,8,146028888608,0,0,0,557056,0",58,
"6124895516040888405,23925373109534720,71468256153600,1360,23364622125056,6052837990454002004,73183494217400321,0,23925373056057344,37383395692544,279172875280,0,-8646911248044130304,142606336,1064960,0",59,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492438138881,0,9570149243813888,612489551604088832,2392537310953472,0,36507222016,2336462209024,9126805538,0",60,
"6124895516040888405,23925373109534720,93458488709120,2305843009213695312,153122387901022210,6052837899188174848,95701492438138881,0,-9223371452739221376,612489549322387464,2392537310953472,0,598134327738368,0,9126805538,0",61,
"6124895516040888405,23925373109534720,93458488709120,2305843009213695312,23364622090242,6052837990454002004,95701492438138881,0,584115552256,93458488709120,365072221520,0,0,38280596832657920,557056,0",62,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,23925373088563200,93458488709120,146028889424,0,6052837968979165184,95701492438138881,557056,0",63,
"6124895516040888340,23925373109534720,93458488709120,1360,9345848856576,-8646911284549124096,38280597189165056,0,0,0,146028888608,0,0,0,557056,0",64,
"6124895516040888405,23925373109534720,21990232903680,2305843009213695312,23364622090242,6052837990454001800,22517998220738561,0,584115552256,93458488500224,85899346240,0,0,2336462209024,327680,0",65,
"6124895498592583765,23925373109534720,93458488709120,2305843009213695312,5497558138882,-8646911248044130168,38280596975255552,0,0,37383395483648,146028888608,0,0,38280596975255552,557056,0",66,
"6124895516040888405,18296217151733760,93458488709120,1360,9345848870912,288230445944930564,95701492438138881,0,35651584,71468256071680,365072221200,0,0,73183494217400320,1064960,0",67,
"6124895516040888405,23925373109534720,93458488709120,320,23364622177280,6052837990454002004,22517998493368321,0,9570149297291264,93458488709120,85899347280,0,-8646911284549124096,38280596975255552,327680,0",68,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,23925373088563200,93458488709120,365072221520,0,69793218560,95701492081631744,1392640,0",69,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,6052837990454002004,73183494301286401,0,23925373109534720,93458488709120,279172875600,0,598134327738368,95701492081631744,1064960,0",70,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,23925373088563200,612489549322735616,2392537310953472,0,6052837968979165184,1,9126805538,0",71,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,91268055380,2336462217728,0,23925373109534720,2281701376,8912896,0,598134327738368,0,0,0",72,
"6124895516040888405,23925373109534720,93458488709120,320,9345848870912,598134325510280,2336462217728,0,9570149243813888,612489549322387456,8912896,0,36507222016,0,34,0",73,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,6052837990454002004,73183494301286401,0,9570149297291264,37383395483648,279172874784,0,-8646911284549124096,38280596975255552,0,0",74,
"6124895516040888340,23925373109534720,93458488709120,1360,23364622110720,6052837990454002004,95701492438138881,0,23925373041377280,93458488709120,146028889424,0,6052837920660783104,95701492438138881,557056,0",75,
"6124895516040888405,18296217151733760,93458488709120,1360,23364622177280,288230445944930564,95701492438138881,0,584115554432,71468256071680,365072221200,0,2228224,73183494217400320,1064960,0",76,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,23925373088563200,93458488500224,365072221520,0,-8646911214758133760,2336462209024,9126805538,0",77,
