Content,Index,Difficulty
"4971974075858551041,83598068394491905,357341280358400,0,2181038080,288230695053034500,1363148804,0,0,282574489391104,4112,0,0,289356277136490496,0,0",1,
"4971974075858551041,47850746219069441,186916977418240,0,89335320019968,-6341068092801547768,285212674,0,2233382993920,186916977254400,1088,0,0,4672924418048,0,0",2,
"-6196953076524384086,47850746219069440,357341279723520,4611686018427387904,10995116277764,-6341068092801548016,545259522,0,0,186916977000448,2080,0,0,146366988174753792,0,0",3,
"-6196953041627774806,91479367609221120,357341280358400,4611686018427387904,46729244180484,576460891889861288,545259522,0,1168231104512,142936512143360,2080,0,0,146366988434800640,0,0",4,
"-6196953000020278971,47850746219069440,186916977418240,0,35734128035840,182536110760,4672924435456,0,36591747108700160,4563402752,17825792,0,139586437120,0,0,0",5,
"-6196953000020278971,47850746219069440,186916977418240,0,35734128235520,-6341068092801547608,713031682,0,36591747108700160,186916977418240,2720,0,576460891889860608,76561193950511106,0,0",6,
"4971974075858551109,83598068394491905,326554954665984,2305843009213693952,585467953739202568,-6629298332588048384,1245708292,0,2233383002240,326554953449472,4752,0,8519680,334392272332259328,0,0",7,
"4971974075858551109,91479367742390273,357341280358400,0,35734128035840,1441152156710208516,1363148805,0,136314880,282574489391104,5200,0,0,289356277136490496,0,0",8,
"2954361435280376105,91479367742390273,357341280358400,0,81638738666496,1441152156710208676,1363148805,0,83598068394491904,2341871806233710592,34078720,0,288230695053033472,4,130,0",9,
"-6196953041627774806,91479367742390272,357341280358400,0,46729244354560,1441152156710207648,1363148805,0,11258999139729408,282574488338432,5200,0,0,289356276058554368,0,0",10,
"-6196953041627774806,47850746352238592,186916976885760,0,46729244250112,-6917528984691408736,167772160,0,1168231104512,43980465274880,640,0,0,45035996441477120,0,0",11,
"2954361442796568901,47850746352238593,186916977418240,2305843009213693952,2181038088,-6341068232387984220,713031682,0,8320,43980465274880,2720,0,0,45035996441477120,0,0",12,
"4971974075858551109,47850746219069441,186916977418240,0,89335320089600,-6341068202323214064,713031682,0,19140298416332928,74766790967296,1088,0,1152921504606846976,76561193950511105,0,0",13,
"4971974075858551109,91479367742390273,357341280358400,0,89335320089600,1441152156710208516,1363148805,0,2233383002240,282574489391104,5200,0,8519680,289356277136490496,0,0",14,
"4971974075858551109,47850746219069441,186916977418240,0,89335320089600,-6341068092801547768,713031682,0,2233383002240,186916977254400,2720,0,8519680,4672924418048,68,0",15,
"-6196953041627774806,47850746219069440,357341279723520,0,46729244354560,-6341068092801547608,545259522,0,47850746219069440,186916977418240,2080,0,1152921687142957056,146366988174753793,0,0",16,
"2954361435280376133,91479367742390273,357341280358400,0,81638738625536,1441152156710208676,1363148805,0,83598068352548864,282574489391104,5200,0,288230652103360512,289356277136490500,0,0",17,
"2954361435280376105,91479367742390273,357341280079872,0,81638738666496,288230652103361700,1077936132,0,83598068394491904,282574489391104,4112,0,288230695053033472,289356277136490500,0,0",18,
"4971974075858551109,83598068394491905,357341280243712,0,89335319889920,-6629298332588047356,1077936132,0,2233382993920,326554954502144,4112,0,0,289356277136490496,0,0",19,
"4971974075858551109,91479367742390273,357341280358400,2305843009213693952,585467953739202568,1441152156710207488,1363148805,0,2233383002240,282574488338432,5200,0,8519680,289356276058554368,0,0",20,
"2954361435280376065,91479367742390273,357341280358400,0,81638738625536,1441152156710208676,1363148805,0,83598068352548864,282574489391104,2080,0,288230652103360512,1077936132,0,0",21,
"4971974075858551109,47850746219069441,186916977418240,0,89335320089600,-6341068092801547768,713031682,0,36591746972393600,186916977254400,2720,0,576460752303423488,191402984708505602,0,0",22,
"-6196953007536471739,47850746219069440,43980465807360,2305843009213693952,10995116277768,-6341068092801547608,167772162,0,11258999068426240,1224979103208177664,0,0,0,4672924418048,0,0",23,
"-6196953041627774651,47850746219069440,43980465807360,2305843009213693952,1140850696,-6341068092801548016,167772162,0,0,186916977000448,640,0,0,45035996558917632,0,0",24,
"2882303807151145130,91479367609221120,357341280358400,4611686018427387904,1140850692,1441151953773002912,1363148805,0,4352,74766790688768,5200,0,0,76561193665298432,0,0",25,
"4971974075858551109,47850746219069441,186916977418240,0,89335320089600,-6341068092801547768,713031682,0,36591746972393600,1224979098645307392,17825792,0,576460752303423488,2,68,0",26,
"2954361442796568901,83598068394491905,282574489554944,0,70643622417408,-6629298332588047196,1077936132,0,72339069284122624,326554954665984,4112,0,288230652103360512,289356277304262660,0,0",27,
"2954361435280376133,47850746219069441,43980465807360,2305843009213693952,81638738362376,-6341068092801548128,167772162,0,11258999068426240,186916976885760,640,0,-6917529027641081856,45035996441477120,0,0",28,
"2954361435280376105,47850746352238593,43980465807360,0,81638738666496,-6341068232387984220,167772162,0,83598068394491904,1224979098644938752,0,0,-6917528708739760128,0,0,0",29,
"2882303807151145130,4622949432764153920,43997712252992,0,10995116451840,-6913007792861151072,167837952,0,11258999068430592,4629744414649122816,640,0,-6917529027641081856,45053657346998272,0,0",30,
"4971974075858551109,47850746219069441,142936512307200,2305843009213693952,585467953739202568,1196268655476736,17408,0,2233383002240,1224979103208177664,0,0,8519680,4672924418048,0,0",31,
"4971974075858551109,91479367742390273,282574489669632,0,89335320089600,1441152156710208516,1077936133,0,72339069150953472,282574489391104,4112,0,288230376151711744,289356277136490500,0,0",32,
"-6196953041627774806,91479367742390272,357341280358400,0,46729244354560,2286984185774240,8933532008960,0,11258999246684160,2341871806232657920,34078720,0,4456448,0,130,0",33,
"-6196953041627774806,47850746219069440,357341280358400,0,46729244354560,576460934839534248,545259522,0,1168231108864,142936512307200,2080,0,4456448,146366988434800640,0,0",34,
"2883434070212100136,47850746219069440,186916977418240,0,10999428063232,1152921577621291168,285212673,0,11258999110369280,74766790688768,1088,0,42949672960,76561193665298432,0,0",35,
"-6196953041627774806,47850746219069440,357341280358400,4611686018427387904,306244775802044420,1196268655476736,8933532008960,0,1168231108864,4563402769,34078720,0,1196268655476736,17408,0,0",36,
"-6196953041627774806,91479367609221120,357341280358400,4611686018427387904,46729244180484,576460891889861288,545259522,0,19140298416324608,142936512143360,2080,0,0,146366988434800640,0,0",37,
"4971974075858551109,83598068394491905,282574489554944,2305843009213693952,585467953739202568,-6629298332588048384,1077936132,0,2233383002240,326554953449472,4112,0,8519680,289356276058554368,0,0",38,
"-6196953007536471739,47850746219069440,186916977418240,2305843009213693952,10995116277768,-6341068092801547608,713031682,0,11258999068426240,186916977000448,2720,0,0,4672924418048,68,0",39,
"2883434070207889578,4622949432764153920,186916976885824,0,1157436099350536192,-6913007792861151072,167772160,0,4622945017537757184,43997712252992,640,0,-6917528984691408896,45035996441542912,0,0",40,
"2954361442796568901,83598068394491905,357341280358400,0,70643622417408,288230695053034660,1363148804,0,72339069284122624,282574489554944,4112,0,288230652103360512,289356277136490500,0,0",41,
"-6196953000020278971,47850746219069440,186916977418240,2305843009213693952,2181038088,-6341068092801547608,713031682,0,8320,186916976721937,2720,0,0,191402984163246080,0,0",42,
"-6196953041627774806,47850746219069440,357341280358400,0,46729244354560,576460825317867792,1363148802,0,1168231108864,278528,2080,0,4456448,0,0,0",43,
"-6196953041627774936,83598068394491904,357341280358400,0,18691697713152,288230695053033632,1363148804,0,0,282574488502272,4112,0,0,289356276058554368,0,0",44,
"2954361435280375978,83598068394491905,43980465807360,0,81638738403328,-6917528708739758940,167772160,0,83598068125007872,43980466327552,640,0,-6629298608539697152,45035996441477124,0,0",45,
"-6196953041627774806,4622945017674072064,186916976885824,0,46729244250112,-6917528984691408216,167772160,0,19140298487627776,43980465274880,640,0,73014444032,45035996441477120,0,0",46,
"-6196953000020278971,47850746219069440,142936512307200,0,35734128035840,-6341068202323214064,545259522,0,136314880,74766790967296,2080,0,0,285212672,0,0",47,
"4971974075858551109,47850746219069441,186916977418240,2305843009213693952,585467953739202568,-6341068092801548288,713031682,0,2233383002240,186916976721920,2720,0,8519680,191402984163246080,0,0",48,
"2954361435280376105,83598068394491905,282574489669632,0,81638738666496,288230695053034660,1077936132,0,83598068394491904,282574489554944,4112,0,-6629298332588048384,289356277136490500,0,0",49,
"2882303807151145130,4622949432764153920,186916976885824,4611686018427387904,1140850692,-6913007792861151072,167772160,0,4352,43997712252928,640,0,0,45035996441477120,0,0",50,
"-6196953007536471739,47850746219069440,186916977418240,2305843009213693952,10995116277768,-6341068092801547608,713031682,0,11258999068426240,74766791385088,1088,0,-6917529027641081856,76561193950511104,0,0",51,
"2954361435280375978,91479367742390273,357341280358400,4611686018427387904,81638738362372,1441152156710208676,1363148805,0,83598068083064832,282574489391104,2080,0,288230376151711744,1077936132,0,0",52,
"-6196953000020278971,47850746219069440,186916977254400,0,18691698004992,576460825317867792,545259522,0,19140298416332928,278528,2080,0,1152921504606846976,1,0,0",53,
"4971974075858551109,47850746219069441,186916977254400,0,89335320089600,576460934839534088,545259522,0,36591747108700160,142936512143360,2080,0,576460891889860608,146366988434800642,0,0",54,
"4971974075858551109,83598068394491905,326554954665984,0,89335320089600,-6629298332588047356,1245708292,0,72339069150953472,326554954502144,4752,0,288230376151711744,334392273410195460,0,0",55,
"4971974075858551109,47850746219069441,186916977418240,0,89335320089600,1152921577621291280,713031681,0,19140298416332928,74766790967296,1088,0,1152921504606846976,76561193950511105,0,0",56,
"4971974075858551109,91479367742390273,357341280358400,2305843009213693952,35734127902728,1441152156710208516,1363148805,0,0,282574489391104,5200,0,0,289356277136490496,0,0",57,
"4971974075858551109,47850746219069441,186916976885760,0,89335320089600,-6917528954626637552,167772160,0,19140298757111808,278528,640,0,1152921577621291008,1,0,0",58,
"4971974075858551109,47850746219069441,186916977418240,2305843009213693952,89335319756808,1196268655476736,4672924435456,0,2233382993920,1224979103208177664,17825792,0,0,4672924418048,68,0",59,
"4971974075858551109,91479367742390273,357341280358400,2305843009213693952,585467953739202568,1441152156710207488,1363148805,0,2233383002240,282574488338432,2080,0,8519680,0,0,0",60,
"4971974075858551109,47850746352238593,186916977418240,0,89335320089600,1152921547556520964,285212673,0,2233383002240,0,1088,0,8519680,0,0,0",61,
"4971974075858551109,47850746219069441,186916977418240,2305843009213693952,585467953739202568,-6341068092801548288,713031682,0,2233383002240,74766790688768,1088,0,8519680,76561193665298432,0,0",62,
