Content,Index,Difficulty
"6124895516040888405,23925373109534720,93458488709120,1040,9345848870912,6052837935693168776,2336462209025,0,9570149243813888,37383395483648,0,0",1,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,153122387901022210,598134327738368,2336462217728,0,-9223371452739221376,612489551604088840,8912896,0",2,
"6124895516040888385,23925373109534720,93458488709120,1360,153122387901022208,598134327738368,2336462217728,34,-9223371452739223552,612489551604088840,2392537310953472,0",3,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492224229377,0,9570149243813888,93458488500224,146028888608,0",4,
"6124895516040888405,23925373109534720,93458488709120,320,23364622177280,-8646911248044129964,22517998279458816,0,9570149243813888,37383395483648,544,0",5,
"6124895516040888405,23925373088563200,93458488709120,1360,23364622177280,6052837968979165444,95701492438138881,0,18295873521844224,612489549322653696,365072220160,0",6,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,-8646911248044130168,2336462209024,34,9570149297291264,37383395483648,2392537302040576,0",7,
"6124895516040888405,23925373109534720,93458488709120,320,23364622177280,6052837990454002004,22517998279458817,0,9570149297291264,37383395483648,544,0",8,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492224229377,0,9570149297291264,37383395483648,146028888608,0",9,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837899188174848,95701492438138881,0,584115554432,0,146028888608,0",10,
"6124895516040888385,23925373109534720,93458488709120,1360,9345848902656,6052837899188174848,95701492438138881,0,0,0,146028888608,0",11,
"6124895516040888405,23925373109534720,93458488709120,320,153122387330683904,-8646911284549124096,22517998279458816,0,-9223372036854773632,8,544,0",12,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694272,9345848836098,-8646911248044130168,22517998279458816,0,9570149208162304,37383395483648,544,0",13,
"6124895516040888340,23925373109534720,93458488709120,1360,23364622110720,6052837990454002004,95701492438138881,0,9570149229133824,93458488709120,2392537310953472,0",14,
"6124895516040888405,23925373109534720,71468256153600,1360,153122387330683904,6052837899188174848,73183494217400321,0,-9223372036854773632,612489549322387464,279172874240,0",15,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622125056,6052837990454002004,38280597189165057,0,23925373056057344,93458488709120,8912896,0",16,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,6052837990454002004,73183494301286401,0,23925373020407936,93458488709120,279172875600,0",17,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,153122387901022210,6052837899188174848,73183494301286401,0,-9223371452739221376,8,279172874784,0",18,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,23925373088563200,37383395692544,365072221520,0",19,
"6124895516040888340,23925373109534720,93458488709120,1360,9345848856576,91268055176,95701492081631744,0,9570149208162304,2281701376,2392537302040576,0",20,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,9345848836098,-8646911248044130168,73183494087376896,0,9570149208162304,37383395483648,544,0",21,
"6124895516040888405,23925373109534720,93458488709120,1360,9345848870912,6052837990454002004,95701492438138881,0,9570149243813888,93458488709120,146028888608,0",22,
"6124895516040888405,23925373041377280,93458488709120,1360,23364622177280,6052837920660783184,95701492224229377,0,5629499534215296,612489549322469376,146028888064,0",23,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622125056,6052837990454002004,73183494301286401,0,23925373056057344,612489551604088832,8912896,0",24,
"6124895516040888405,23925373109534720,93458488709120,2305843009213695312,570425346,-8646911248044129964,95701492438138880,0,2176,37383395483648,365072220704,0",25,
"6124895516040888405,23925373109534720,71468256153600,1360,23364622177280,6052837990454002004,73183494217400321,0,23925373109534720,37383395692544,279172875280,0",26,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,6052837990454002004,73183494301286401,0,584115554432,37383395483648,279172875600,0",27,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,6052837990454002004,73183494301286401,0,23925373109534720,37383395692544,279172874784,0",28,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,9345848836098,6052837990454002004,2336462209025,0,-9223372036854775808,612489551604088840,0,0",29,
"6124895510672179285,23925373109534720,93458488709120,2305843009213695312,17867063951362,-8646911248044130168,95701492438138880,0,0,37383395483648,146028888608,0",30,
"6124895516040888385,23925373109534720,93458488709120,1360,153122387330663424,598134327738368,2336462217728,34,-9223372036854775808,612489551604088840,2392537310953472,0",31,
"6124895516040888340,23925373109534720,93458488709120,1360,23364622110720,-8646911248044129964,38280596975255552,0,9570149229133824,37383395483648,146028888608,0",32,
"6124895516040888405,23925373109534720,93458488627200,2305843009213695312,570425346,288230467419767124,95701492354252801,0,2176,71468255944704,279172875280,0",33,
"6124895516040888405,23925373109534720,93458488709120,1360,9345848870912,6052837990454002004,95701492438138881,0,9570149243813888,93458488500224,365072221520,0",34,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,598134325510484,95701492438138880,0,23925373109534720,0,2392537310953472,0",35,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,-8646911248044130168,95701492438138880,0,9570149297291264,37383395483648,146028888608,0",36,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,584115552256,93458488709120,365072221520,0",37,
"6124895516040888405,23925373109534720,93458488442880,1360,9345848870912,598134325510484,95701492165509120,0,9570149243813888,0,85899345920,0",38,
"6124895516040888340,23925373109534720,93458488709120,1360,23364622110720,6052837990454002004,95701492438138881,0,584115552256,37383395483648,2392537310953472,0",39,
"6124895516040888340,23925373109534720,93458488709120,1360,23364622110720,91268055380,38280596832657920,0,23925373041377280,348160,0,0",40,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,153122387901022210,6052837990454001664,73183494301286401,0,584115554432,93458488360960,279172875600,0",41,
"6124895516040888405,23925373109534720,93458488709120,320,23364622125056,6052837899188174848,22517998493368321,0,35651584,0,85899347280,0",42,
"6124895516040888405,23925373109534720,93458488709120,1040,9345848870912,6052837990454002004,73183494301286401,0,9570149243813888,37383395483648,279172875600,0",43,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,6052837990454001800,73183494301286401,0,584115554432,37383395483648,279172875600,0",44,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,91268055380,2336462217728,34,23925373088563200,139264,2392537310953472,0",45,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492438138881,0,9570149243813888,93458488500224,365072221520,0",46,
"6124895516040888340,23925373109534720,93458488709120,1360,23364622110720,6052837990454002004,2336462209025,34,23925373041377280,93458488709120,2392537302040576,0",47,
"6124895516040888405,23925373109534720,93458488709120,320,23364622177280,91268055176,2336462217728,0,584115554432,2281701376,8912896,0",48,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694272,153122387901022210,6052837990454001664,22517998493368321,0,584115554432,612489551604088832,8912896,0",49,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,-8646911193283297144,73183494087376896,0,9570149297291264,37383395483648,544,0",50,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,23364622090242,6052837990454002004,73183494301286401,0,-9223371452739223552,93458488360968,8912896,0",51,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492438138881,0,9570149297291264,612489549322526720,2392537310953472,0",52,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,6052837935693168980,73183494301286401,0,-9223371452739221376,37383395344392,279172875600,0",53,
"6124895516040888405,23925373109534720,93458488709120,2305843009213695312,23364622090242,6052837990454002004,95701492438138881,0,23925373020405760,93458488500224,365072221520,0",54,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492438138881,0,23925373020407936,37383395483648,365072221520,0",55,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,23364622090242,6052837935693168980,2336462209025,0,23925373020405760,37383395483648,0,0",56,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,-9223371452739223552,93458488360968,365072221520,0",57,
"6124895516040888340,23925373109534720,93458488709120,1360,153122387901022208,-8646911284549124096,38280597189165056,0,-9223371452739223552,8,8912896,0",58,
"6124895516040888405,23925373109534720,93458488709120,1040,153122387330683904,6052837899188174848,73183494301286401,0,-9223372036854773632,8,279172874784,0",59,
"6124895516040888405,23925373109534720,93458488709120,2305843009213695312,23364622090242,91268055380,2336462217728,34,584115552256,348160,2392537310953472,0",60,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837899188174848,38280596975255553,0,584115554432,0,146028888608,0",61,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,-8646911193283296940,2336462209024,34,9570149297291264,37383395692544,2392537302040576,0",62,
"6124895498592583765,23925373109534720,93458488709120,2305843009213695312,153122387330596866,598134327738368,38280597189165056,0,-9223372036854775808,2281701384,8912896,0",63,
"6124895516040888385,23925373109534720,93458488709120,1360,9345848902656,-8646911248044130168,38280596975255552,0,9570149208162304,37383395483648,146028888608,0",64,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,23364622090242,-8646911248044130168,73183494087376896,0,9570149208162304,37383395483648,544,0",65,
"6124895516040888405,23925373109534720,93458488442880,1360,23364622125056,5764607559541457236,95701492165509120,0,9570149243813888,139264,85899346240,0",66,
"6124895516040888405,23925373109534720,93458488709120,320,23364622177280,6052837990454002004,22517998493368321,0,23925373056057344,93458488709120,8912896,0",67,
"6124895516040888405,23925373109534720,93458488709120,1040,23364622177280,6052837990454002004,73183494301286401,0,23925373056057344,93458488709120,279172874784,0",68,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,6052837990454002004,95701492438138881,0,23925373088563200,612489549322735616,2392537310953472,0",69,
"6124895516040888340,23925373109534720,93458488709120,1360,23364622110720,6052837990454002004,95701492438138881,0,23925373041377280,93458488709120,2392537310953472,0",70,
"6124895516040888405,23925373109534720,93458488709120,1360,23364622177280,6052837990454002004,95701492438138881,0,9570149243813888,93458488709120,365072221520,0",71,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694272,9345848836098,6052837990454002004,22517998279458817,0,9570149208162304,612489549322526720,0,0",72,
"6124895510672179285,23925373109534720,93458488709120,2305843009213695312,17867063951362,598134327738368,2336462217728,34,0,612489551604088832,2392537310953472,0",73,
"6124895516040888385,23925373109534720,93458488709120,1360,23364622156800,-8646911248044130168,2336462209024,34,584115552256,37383395483648,2392537302040576,0",74,
"6124895516040888405,23925373109534720,93458488709120,320,23364622177280,6052837990454002004,22517998493368321,0,9570149243813888,93458488709120,85899347280,0",75,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694272,9345848836098,6052837990454001800,22517998493368321,0,9570149208162304,93458488500224,85899347280,0",76,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,570425346,6052837990454002004,73183494301286401,0,2176,93458488709120,279172875600,0",77,
"6124895516040888405,23925373109534720,93458488709120,1040,9345848923136,598134327738368,2336462217728,0,2176,612489551604088832,8912896,0",78,
"1441151903575572565,23925373109534720,93458488709120,1360,5497558225920,598134325510224,2336462217728,34,5629499534215296,612489549322387456,2392537310953472,0",79,
"6124895516040888405,23925373109534720,93458488709120,1040,9345848870912,6052837935693168776,73183494301286401,0,9570149243813888,37383395483648,279172874784,0",80,
"4683743635282329685,23925373109534720,93458488709120,1360,17867064038400,91268055300,95701492081631744,0,18295873554350080,266240,2392537302040576,0",81,
"6124895516040888405,23925373109534720,93458488709120,2305843009213694992,153122387901022210,6052837990454001664,73183494301286401,0,584115554432,2281701376,279172875600,0",82,
