Content,Index,Difficulty
"6124895789845054545,4611686019858694149,74155295061,0,2927339757791953920,2882303761559715840,10,0,-9223372036854775808,4683743612465316002,0,0,1152921504606846976,4,0,0",1,
"4508034181104266,4611709468948911424,22817014101,0,4616189618054897664,11434921018327040,87040,0,0,285873025884160,2176,0,0,66560,0,0",2,
"351981696713354,4611709468948911424,86234890581,4611686018427387904,360287970189639696,11434920971468800,131584,0,0,-9187343196215050240,0,0,0,1090519040,0,0",3,
"6124895859638273365,-9223363206318129147,43620761762,-6917529027641081856,2927339768696012840,9042383626829824,166400,0,11166914986240,-9187343239835811840,0,0,17039360,0,0,0",4,
"174483047050,4611709468948911424,86234890581,0,665600,24013333950630440,328960,0,16640,714682558054465,8224,0,0,17867063951360,0,0",5,
"360288336604038485,4611709468948829189,86234890581,-9223372036854775808,353218111472648,24013333955870720,328960,0,1074790400,4701758016343506944,1,0,0,578712552117108736,0,0",6,
"144115362558902922,4611687393355895810,91603599701,0,141287244834816,577868127192221704,2155892744,0,144678138568245248,1441151886127267840,8224,0,551903297536,5497558138880,0,0",7,
"6124895859638273365,384213344641351685,91603599360,-9223372036854775808,612771301459232776,11434920937787396,2726297600,0,288514187590648064,285873023221794,68157440,0,2392537302040576,0,0,0",8,
"6124895859638273365,4611686019858694149,91603599701,-6917529027641081856,2927339768696012840,42598400,349440,0,73183493944812160,1064960,10400,0,1152921504606848016,4,260,0",9,
"6003333487658325,4611705002182923584,74155294996,-6917529027641081856,178670639513640,19439365651496960,282880,288230376151711744,4466765987841,1459166353423335424,1,0,0,75935021793280,0,0",10,
"6124895859638273105,-9200854037286617083,34494283904,0,2314850219373625344,4611686104360419872,131585,0,-9223363206402015232,87960930222208,0,0,9042383626829824,0,0,0",11,
"6124895859638273365,95701492438138885,43620761600,2305843009213693952,178670639652896,146028888608,1090519040,0,38280596975255552,557056,0,0,2305843155242582016,2,0,0",12,
"5651511241606485,4611691859582997824,5368709461,-6917529027641081856,5787125521171087400,577868127209259008,20488,288230376151711744,1,1441151886127267905,0,0,0,5497558138880,0,0",13,
"72057960452326741,4611709468948845828,91603599701,2305843009213693952,8623570976,24013333972910080,349440,0,32896,714682558611456,10400,0,0,731834940018130944,0,0",14,
"6124895859638273365,4634221626286669829,91603599681,0,375208344376320,18032076594873680,570556928,0,38280598263955456,327680,0,0,42598400,0,0,0",15,
"6057345988144677204,4634221626286735425,86234890561,0,4616283093740113920,18032076662048080,328960,0,4707405120231440384,18014467296395520,1,0,4629718009131827200,70437463916801,0,0",16,
"366414398805,4611709468948911424,91603599701,0,1397760,577868679090276904,2726297608,0,41600,565148976676929,8224,0,1040,578712552117108736,0,0",17,
"6124895859638273365,384213344641351685,22821212160,0,375208344376320,288231841809306964,570425360,0,384213344641351680,1126999424061440,0,0,2594074851022995456,4299161618,0,0",18,
"6124895859638273365,361695346504499205,5373972500,0,375208344376320,1441153260516808020,20500,0,384213344641351680,1412872446955520,0,0,576461450235609088,5389680648,0,0",19,
"6124895859638273025,361695346504499205,22817013780,0,21998856044544,1379758249300,20480,0,-9223372036854775808,34493956258,0,0,1152921504606846976,4,0,0",20,
"5770259034280099920,4634226092780110144,68786585921,0,5228679171739303936,11434920971468800,262400,0,0,43620761634,0,0,0,34816,0,0",21,
"1495335813776010,23450521523520,91603599445,4611686018427387904,360287970189639696,1407926792095752,2726297600,0,0,5370814484,68157440,0,0,20480,0,0",22,
"5769115611976172885,4611708094559371584,91603599701,2305843009213693952,4616211608287453216,22605959151288320,349440,0,4611686018427387904,565148976677120,10400,0,0,578712552117108736,0,0",23,
"5764607889448633685,4634226092780110144,91603599681,0,21990233744384,576461390106069320,2726297608,0,22517998136852480,565148979109888,8224,0,4611686018427387904,578712554272980993,0,0",24,
"360288336604038485,288517693358740485,91603599445,0,353218111820800,11434920934117380,87040,0,8830452802176,4683743612465315840,0,0,1040,0,0,0",25,
"352188660450645,4611709468948911424,91603599701,-6917529027641081856,360287978813128744,24013334040084480,349440,0,32896,714682560716800,10400,0,0,731834940538224640,0,0",26,
"6052838265600345429,4611703628149882945,91603599701,0,93458489758720,2882303761584293200,2726297610,0,95701492438138880,4683743612465315840,68157440,0,365072220160,0,260,0",27,
"6124895859638273365,384213344641351685,91603599360,-6917529027641081856,375208342978600,1465657595220,2726297600,288230376151711744,-9223360869939806207,43620761762,68157440,0,4573968371548160,166400,0,0",28,
"6124895859638272080,384213344641351685,43620761600,0,2927339768696012800,11434920971468800,1090519040,0,-9223372036582146048,43620761762,0,0,0,166400,0,0",29,
"6124895859638273285,384213343566561285,43620761600,2305843009213693952,2314887600487268384,11434920928870944,1090519040,0,38289427285442688,285873023221760,0,0,33685504,0,0,0",30,
"5765751311748302165,4611708094643257664,91603599701,2305843009213693952,1170957893348966432,22605959151288640,166400,0,22517998220738560,4683743698700206145,0,0,85899345920,17867064017920,0,0",31,
"6124895859638273365,4611687394164342789,22817014101,-6917529027641081856,612489560227577896,1407374883555336,87040,0,2336462250624,1441151880758558720,0,0,1040,0,0,0",32,
"360640158851400965,4611709468948829189,91603599701,2305843009213693952,2927339768696012832,577868679095517184,2155892744,0,11166915002496,1441717035103944704,8224,0,33685504,578718049675247616,0,0",33,
"360640158850090325,288513226865382405,22821212245,-9223372036854775808,360429257434335240,289638851625882644,87056,0,144678138568245248,1442278885549936660,0,0,551903297536,5501857320960,0,0",34,
"4508088958730580,4611709468948911424,91603599701,-9223372036854775808,4616189637533106184,24013334040084480,349440,0,4611703627793310208,6142909960520499456,1,0,18031990695526400,731834939447968000,0,0",35,
"6057345988127884629,4611709468948889665,22817014101,0,4616283076543467520,24013334017802240,87040,0,4611686018783903744,6124895562010460416,0,0,8912896,153122387330859264,0,0",36,
"6124895859638273365,4611686019858694149,91603599701,0,375208344376320,2882303761517122900,2726297610,0,-9200854037286617088,4683743612465315968,68157440,0,85933031424,0,260,0",37,
"6124895584491930965,288511852559728645,43620761634,2305843009213693952,93458488442912,1100585375060,34816,0,95701492165509120,4198400,0,0,85899345920,0,0,0",38,
"174483047050,4611709468948911424,86234890581,0,665600,2314885538869414440,131586,0,16640,-9187193706253877248,0,0,0,570425344,0,0",39,
"366414398805,4611708094559376704,17448304981,-6917529027641081856,10905190440,2882304313420417576,10,0,41600,565148978782208,0,0,1040,2155872256,0,0",40,
"360640158850090325,288513226865382405,91603599445,-9223372036854775808,360429257434335240,1408475474167816,87040,0,144678138568245248,1441151886127267860,0,0,551903297536,5497558159360,0,0",41,
"5769115611992965380,4611708094643257664,91603599701,0,4616211625484226560,22605959151288640,349440,0,4634221625930153984,4701758097209688320,1,0,18031990695526400,88304527868160,0,0",42,
"360288336604038485,361696720810152965,22821212180,0,353218111820800,289639130798756884,20496,0,361695346147992064,1442278885551001600,0,0,1441152981343928320,5501857300500,0,0",43,
"366414398545,23450521523520,86234890325,0,10905190400,2305843155309756960,2155872258,0,272629760,149533581934592,0,0,0,570425344,0,0",44,
"6124895584491930885,384213344641351685,43620761600,2305843009213693952,2314872198700990496,11434920962556224,1090519040,0,-9200854038717923328,34493956224,0,0,0,131584,0,0",45,
"351981696713354,4611709468948911424,91603599636,4611686018427387904,360287970189639696,19439365668536320,282880,0,0,1459166353423335444,1,0,0,75935021813760,0,0",46,
"72409782699689221,5841155544324,22817013845,0,360569720044922880,5981343277383680,87040,0,16640,6124895516040888340,0,0,0,23364622110720,0,0",47,
"366414398805,4611709468948911424,91603599701,0,1397760,24013334040084480,166400,0,41600,4683743704068915200,0,0,1040,2726297600,0,0",48,
"6124895859638273365,4611686019858694149,91603599701,-6917529027641081856,2927339768696012840,42598400,166400,0,-9223360869939764608,162,4160,0,1152921783779722256,4,0,0",49,
"5770259034292633940,4611708094643257664,91603599701,-9223372036854775808,5787147528600289288,22605959151288640,349440,0,4634221625930153984,-9187343153600921279,2176,0,18031990695526400,35321811371264,0,0",50,
"288582289667130629,4611687394164347905,74155295061,2305843009213693952,37383395483680,577868127192220688,20488,0,142606336,1441151886127267840,0,0,0,5497558138880,0,0",51,
"144467169772569226,4611709468948829186,91603599701,4611686018427387904,360429257433808912,2882304459449303040,2726297610,0,0,714682558054400,4160,0,0,17867063951360,0,0",52,
"6124895584491929940,4611686019858694149,22817014101,-9223372036854775808,2927339760072523784,42598400,87040,0,2336462217728,65,2176,0,8912896,0,0,0",53,
"5836665483486561621,4611708094643192068,91603599701,0,303740088570880,2882304313429327872,2726297610,0,41600,565148976676864,10400,0,1040,578712552117108736,0,0",54,
