Content,Index,Difficulty
"72057681279451461,72339756478892545,2685407242,2305843009213693952,70643622084616,288934339547759620,10244,0,72339069014638592,720858517553025024,0,0",1,
"72233584886284613,72339756478892545,2685407242,2305843009213693952,180214628716904456,288934339547759620,10244,0,72339069014638592,720858517553025034,0,0",2,
"-6196953041627774806,4611686018605645824,21810380881,0,46729244354560,576460752303424168,545259522,0,47850746219069440,0,2080,0",3,
"87241523525,-9223369116277003648,11408506922,0,332800,2990671638691840,43520,0,8320,3062447758020444160,0,0",4,
"87241523525,-9223369116277003648,11408506922,2305843009213693952,2181038088,2990671638691840,43520,0,8320,3062447758020444160,0,0",5,
"72233584886284613,-9223371349390521855,11408506922,0,180214628717167616,703687444399108,43520,0,72339069284122624,720575943063633930,0,0",6,
"2883434070212100136,4622949432764153920,21810380864,0,1157436103662280704,4521234779930784,65792,0,4622949432764137472,4629700434184011840,0,0",7,
"175990848356677,-9223369116277003648,11408506922,2305843009213693952,180143985094819848,2990671638691840,43520,0,0,3062447758020444170,0,0",8,
"72233584886284613,72339756478892545,2685407242,0,180214628717167616,288934339547759620,10244,0,72339069284122624,720858517553025034,0,0",9,
"72057681279451461,72339756478892545,2685407242,0,70643622417408,288934339547759620,10244,0,72339069014646912,720858517553025024,0,0",10,
"72057681279451461,72339756478892545,2685407242,2305843009213693952,2181038088,288934339547759620,10244,0,8320,720858517553025024,0,0",11,
"2883434070212100136,4611690433695727680,21810380881,0,1157436103662280704,576460752320266400,545259522,0,4622949432764137472,64,2080,0",12,
"-6196953041627774806,47850746219069440,21810380800,0,46729244354560,182536110760,545259520,0,47850746219069440,696320,0,0",13,
"747667906888005,-9223369116277003648,11408506922,2305843009213693952,765611936652984328,2990671638691840,43520,0,19140298416324608,3062447758020444160,0,0",14,
"72057681279451461,72339756478892545,2685407242,0,70643622217728,288934339547759620,10244,0,72339069014638592,720858517553025024,0,0",15,
