Content,Index,Difficulty
"-6269009948470933342,1344605969288527890,5252367064797184,687194851920,43997712252928,2594073557298446976,18708881735752,2623490,45035996441477120,655360,65552,0,-9223371865056083968,2,0,0",1,
"-6269009232553569003,768426689282703378,2429920708567040,-6917520222958083936,1224979141762220192,4787275792646144,332800,288230376151712772,1077936132,4899916412832710724,0,0,4112,18691697741824,0,0",2,
"1513209750748140821,1344605969288527893,3001666763395072,-6917528340446270816,282574488338592,293019849876066324,3073706745680433216,288230376154333184,-9223372036854775804,4904421093718098432,91479367430963200,0,0,0,2286984185774080,0",3,
"-6557239608705280747,1344605969288527892,3001666755010560,-9223369803471773568,1408749277283360,4611690589346353812,585467957010759684,8519680,1442559259938127872,17436672,-9223372036718460928,32,288234775271964672,64,0,0",4,
"720576630258403850,768426687133122570,5934064266289152,23179938582864,282574489391104,-6341067983279880160,6076481808009003050,88424448,1077936128,72356661200683008,180847672806080513,2631680,0,0,288230652103361540,4",5,
"-6341067542508861438,768426687133122562,5934064266289152,23179938582864,1224979120455155712,22869841875566592,2893562770324717568,42106880,545259520,18253611076,-6917520222958125056,160,0,69632,9015995347763200,0",6,
"144115877954980522,768426689282703368,5934064276754432,22011707478352,563499711866880,581248028096077832,2893562782081351712,83968000,577023704406425600,2254017098948608,72339069014671392,2099200,576462953474162688,2308094817625702432,0,0",7,
"-6196952354433005046,45035996986736650,5252367057068032,4611709198365970768,4629744414648959040,-9223371865056083328,4919056694136538114,42106880,45053657179291904,175921861099520,1168231104512,1052672,-9223372036787404800,671088642,0,0",8,
"-6196951638515641067,622059701393162250,3001666755010560,-9223371349659973088,5854679524307896352,-8646911112685289472,2488238805572648994,2621440,146366987889606912,175921860444160,9491877759520,10,0,180143985094819840,703687477985280,0",9,
"594479688512979624,4803159389227974722,3001666746614784,11725260728960,4646604875767808,72075916636915745,89335319826432,11141120,4758123392786235392,274947146752,2233382993920,278528,2377918753783414784,1048840,0,0",10,
"-6269010498763617782,1487595257457541138,5810918957662208,4611704783139590480,74766790688832,-8070450360314887552,4612811923317063698,67125768,0,175921861099520,1152921504606865984,256,0,180143985765908480,0,0",11,
