Content,Index,Difficulty
"6124895516040888405,23925373109534720,93458488442880,2305843009213693952,9345848836098,5764607614302290260,83886080,0,-9223372036854775808,2281701384,320,0,0,8704,0,0",1,
"6124895498592583765,5629499623342080,93458488709120,0,5497558159360,5764607544509071700,356515840,0,-9223372036833804288,21990232555528,320,0,0,22517998136852480,0,0",2,
"6124895516040888405,23925373109534720,71468256153600,0,9345848923136,6052837990454002004,272629761,0,-9223372036854773632,93458488360968,1040,0,0,2336462209024,0,0",3,
"6124895516040888405,23925373109534720,93458488442880,0,23364622177280,5764607559541457236,83886080,0,23925373109534720,139264,320,0,-8646911248044130304,0,0,0",4,
"6124895516040888405,23925373109534720,93458488627200,0,23364622177280,288230467419767124,272629761,0,-9223372036765646848,2281701384,1040,0,2228224,8704,0,0",5,
"6124895516040888405,23925373109534720,71468256153600,2305843009213693952,570425346,6052837990454002004,272629761,0,2176,93458488709120,1040,0,0,73183494301286400,0,0",6,
"6124895516040888385,23925373109534720,93458488709120,0,23364622156800,6052837990454002004,356515841,0,23925373088563200,93458488709120,1360,0,598134325510144,38280596832657920,0,0",7,
"6124895516040888405,23925373109534720,93458488709120,0,23364622125056,6052837990454002004,356515841,0,9570149243813888,37383395692544,1360,0,-8646911248044130304,38280596975255552,0,0",8,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,598134327738368,2336462217728,0,584115554432,612489551604088832,8912896,0,2228224,2336462209024,34,0",9,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,356515841,0,23925373109534720,93458488709120,1360,0,6052837990454001664,95701492438138881,0,0",10,
"6124895516040888340,5629499623342080,93458488709120,0,9345848856576,5764607544509071700,356515840,0,9570149208162304,21990232637440,320,0,0,22517998220738560,0,0",11,
"6124895516040888405,23925373109534720,21990232903680,0,23364622125056,6052837935693168980,83886081,0,9570149243813888,612489549322526720,0,0,-8646911248044130304,0,0,0",12,
"6124895516040888405,23925373109534720,21990232637440,2305843009213693952,23364622090242,5764607614302290260,83886080,0,23925373020405760,21990232903680,320,0,598134325510144,22517998136861184,0,0",13,
"6124895516040888385,23925373109534720,93458488709120,0,23364622156800,6052837990454002004,142606337,0,-9223372036786618368,612489551604088840,0,0,0,2336462217728,0,0",14,
"6124895498592583765,23925373109534720,93458488709120,0,5497558159360,6052837990454002004,142606337,0,5629499555184640,37383395692544,544,0,21474836480,38280596832657920,0,0",15,
"6124895516040888405,23925373109534720,71468256153600,0,23364622125056,6052837990454002004,272629761,0,23925373056057344,93458488709120,1040,0,6052837935693168640,73183494087376897,0,0",16,
"6124895516040888405,18295873575321600,71469598248965,0,23364622177280,288230445944930644,272634881,0,23925373109534720,71468256071680,1040,0,288230412658933760,73183494217400321,0,0",17,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,356515841,0,23925373056057344,37383395483648,1360,0,-8646911248044130304,38280596975255552,0,0",18,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,356515841,0,23925373109534720,37383395692544,544,0,6052837990454001664,38280596975255553,0,0",19,
"6124895516040888340,23925373109534720,21990232903680,0,9345848856576,6052837990454002004,83886081,0,-9223372036854775808,612489551604088840,0,0,0,2336462217728,0,0",20,
"6124895516040888405,23925373109534720,93458488442880,2305843009213693952,570425346,5764607614302290260,83886080,0,-9223372036854773632,2281701384,320,0,0,8704,0,0",21,
"6124895510672179265,23925373109534720,93458488709120,0,17867064017920,6052837935693168776,356515841,0,68157440,37383395483648,1360,0,0,38280596975255552,0,0",22,
"6124895516040888340,23925373109534720,93458488709120,0,9345848856576,6052837990454002004,356515841,0,9570149208162304,37383395692544,544,0,-8646911284551352320,38280596975255552,0,0",23,
"6124895516040888405,23925373109534720,93458488709120,2305843009213693952,153122387901022210,598134327738368,356515840,0,-9223371452739221376,2281701384,8912896,0,598134327738368,8704,0,0",24,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,356515841,0,23925373109534720,93458488500224,1360,0,-8646911193283297280,95701492224229376,0,0",25,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,356515841,0,23925373109534720,93458488500224,1360,0,-8646911284549124096,38280596975255552,0,0",26,
"6124895516040888385,23925373109534720,93458488709120,0,23364622156800,6052837990454002004,356515841,0,23925373088563200,93458488709120,1360,0,69793218560,2336462217728,34,0",27,
"6124895516040888385,23925373109534720,93458488709120,0,23364622156800,6052837990454002004,356515841,0,9570149276319744,93458488709120,1360,0,0,2336462217728,34,0",28,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,356515841,0,23925373056057344,93458488709120,1360,0,6052837935693168640,95701492438138881,0,0",29,
"6124895516040888405,23925373109534720,93458488442880,0,23364622177280,598134325510484,83886080,0,-9223371452739221376,8,0,0,598134327738368,0,0,0",30,
"1441151903575572500,23925373109534720,93458488709120,0,5497558159360,6052837990454001744,356515841,0,5629499555184640,612489549322469376,8912896,0,5764607544509071360,0,34,0",31,
"6124895516040888405,5629499623342080,93458488709120,2305843009213693952,153122387901022210,5764607523036463104,356515840,0,-9223371452739221376,8,320,0,598134327738368,0,0,0",32,
"6124895516040888405,23925373109534720,71468256071680,0,23364622177280,288230467419767124,272629761,0,23925373056057344,71468256153600,1040,0,598134325510144,73183493944779264,0,0",33,
"6124895516040888385,23925373109534720,93458488709120,0,9345848902656,6052837990454002004,142606337,0,9570149208162304,93458488709120,544,0,-8646911284551352320,38280596975255552,0,0",34,
"6124895516040888405,23925373109534720,93458488627200,0,23364622177280,288230467419767124,272629761,0,23925373109534720,71468256153600,1040,0,-8646911248044130304,73183494217400320,0,0",35,
"6124895516040888405,23925373109534720,71468256153600,0,23364622177280,6052837990454002004,272629761,0,23925373109534720,93458488709120,1040,0,598134327738368,73183494087376896,0,0",36,
"6124895516040888405,23925373109534720,93458488709120,2305843009213693952,570425346,6052837990454002004,356515841,0,2176,93458488500224,1360,0,0,95701492224229376,0,0",37,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,142606337,0,23925373020407936,612489551604088832,0,0,598134325510144,2336462209024,0,0",38,
"6124895516040888385,23925373109534720,71468256153600,0,23364622156800,-8646911193283296940,272629760,0,-9223371452739223552,2281701384,0,0,598134325510144,8704,0,0",39,
"6124895516040888405,23925373109534720,93458488442880,2305843009213693952,570425346,5764607614302290260,83886080,0,2176,21990232903680,320,0,0,22517998220738560,0,0",40,
"6124895516040888405,23925373109534720,71468256153600,2305843009213693952,23364622090242,6052837990454002004,272629761,0,584115552256,37383395692544,1040,0,0,8704,0,0",41,
"6124895516040888340,23925373109534720,93458488709120,0,23364622110720,-8646911193283296940,142606336,0,23925373041377280,37383395692544,544,0,-8646911263076515840,38280596975255552,0,0",42,
"6124895516040888385,23925373109534720,93458488709120,0,23364622156800,-8646911248044130168,142606336,0,9570149276319744,37383395483648,544,0,-8646911284551352320,38280596975255552,0,0",43,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,356515841,0,23925373109534720,37383395692544,1360,0,598134327738368,38280596832657920,0,0",44,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837935693168980,356515841,0,23925373020407936,37383395483648,544,0,598134325510144,38280596975255552,0,0",45,
"6124895516040888385,23925373109534720,93458488709120,0,23364622156800,6052837990454002004,356515841,0,23925373088563200,93458488709120,544,0,-8646911214758133760,38280597189165056,0,0",46,
"6124895516040888340,5629499623342080,93458488709120,0,23364622110720,5764607544509071700,356515840,0,584115552256,21990232637440,320,0,0,22517998220738560,0,0",47,
"6124895498592583700,23925373109534720,93458488709120,0,5497558159360,-8646911193283296940,142606336,0,-9223372036833804288,2281701384,544,0,0,8704,0,0",48,
"6124895516040888385,23925373109534720,93458488709120,0,9345848902656,-8646911193283297144,142606336,0,9570149208162304,37383395483648,544,0,-8646911284551352320,38280596975255552,0,0",49,
"6124895516040888405,23925373109534720,21990232637440,0,23364622177280,5764607614302290260,83886080,0,23925373109534720,21990232903680,320,0,6052837899188174848,22517998220738561,0,0",50,
"6124895516040888405,23925373109534720,93458488709120,2305843009213693952,153122387901022210,6052837990454001664,356515841,0,584115554432,2281701376,544,0,2228224,0,0,0",51,
"1441151903575572565,23925373109534720,71468256153600,0,5497558225920,6052837990454001744,272629761,0,5629499534215296,612489551604088832,0,0,0,2336462209024,0,0",52,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,356515841,0,23925373109534720,93458488709120,544,0,6052837990454001664,38280596975255553,0,0",53,
"6124895516040888405,23925373109534720,93458488709120,0,9345848870912,6052837990454002004,356515841,0,9570149243813888,93458488709120,1360,0,-8646911248044130304,95701492438138880,0,0",54,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,142606337,0,23925373109534720,93458488709120,544,0,6052837990454001664,38280597189165057,0,0",55,
"6124895516040888405,23925373109534720,93458488709120,2305843009213693952,570425346,6052837990454001800,142606337,0,2176,612489551604088832,0,0,0,2336462209024,0,0",56,
"6124895516040888405,5629499623342080,71468256153600,0,23364622177280,5764607544509071700,272629760,0,23925373109534720,21990232637440,0,0,5764607614302289920,83886080,0,0",57,
"6124895516040888405,23925373109534720,71468256071680,0,9345848870912,288230467419766920,272629761,0,9570149243813888,71468255944704,1040,0,-8646911248044130304,73183493944770560,0,0",58,
