Content,Index,Difficulty
"-6196953041627774806,4622945017674072064,21810380864,0,46729244354560,42949673640,65792,0,1168231108864,17,0,0,1196268655476736,0,0,0",1,
"2883434070212100136,4611690433695727680,21810380881,0,1157436103662280704,4521191830257824,33280,0,4622949432764137472,17246978112,0,0,4521234763087872,65792,0,0",2,
"72057681279451461,72339756478892545,2685407242,0,70643622217728,288934339547759620,10244,0,72339069014638592,720858517553025024,0,0,288230376151711744,2749857005572,0,0",3,
"747667906888005,-9223369116277003648,11408506922,2305843009213693952,765611936652984328,2990671638691840,43520,0,19140298416324608,1224979103208177664,0,0,0,4672924418048,0,0",4,
"72057681279451461,72339756478892545,2685407242,0,70643622417408,288934339547759620,10244,0,72339069014646912,720858517553025024,0,0,288230376151711744,2749857005572,0,0",5,
"72233584886284613,72339756478892545,2685407242,0,180214628717167616,288934339547759620,10244,0,72339069284122624,720858517553025034,0,0,288230652103360512,2749857015812,0,0",6,
"72057681279451461,72339756478892545,2685407242,2305843009213693952,2181038088,288934339547759620,10244,0,8320,720858517553025024,0,0,0,2749857005568,0,0",7,
"2883434070212100136,4611690433695727680,21810380881,0,1157436103662280704,4521191830257824,83200,0,4622949432764137472,4629700434183848000,0,0,4521234763087872,17660905586944,0,0",8,
"175990848356677,-9223369116277003648,11408506922,2305843009213693952,180143985094819848,2990671638691840,43520,0,0,1224979110053281802,0,0,0,4672924428288,0,0",9,
"72233584886284613,72339756478892545,2685407242,2305843009213693952,180214628716904456,288934339547759620,10244,0,72339069014638592,720858517553025034,0,0,288230376151711744,2749857015812,0,0",10,
"2882303807151145130,4611690433695727680,21810380881,0,10995116451840,4521191830257824,83200,0,11258999068430592,4629700434183847936,0,0,0,17660905521152,0,0",11,
"72057681279451461,72339756478892545,2685407242,0,70643622417408,288934339547759620,10244,0,72339069284122624,720858517553025024,0,0,288230652103360512,2749857005572,0,0",12,
"2883434070212100136,4622949432764153920,21810380864,0,1157436103662280704,4521234779930784,65792,0,4622949432764137472,4629700434184011840,0,0,-6913007792877993984,17660905586944,0,0",13,
"-6196953041627774806,47850746219069440,21810380800,0,46729244354560,73014444712,545259520,0,1168231108864,17,0,0,1196268655476736,0,0,0",14,
"72057681279451461,72339756478892545,11408506890,0,70643622417408,703963396047876,10240,0,72339069014646912,720575943064686592,0,0,288230376151711744,2748779069444,0,0",15,
"72057681279451461,-9223371349390521855,11408506922,0,70643622417408,703687444399108,43520,0,72339069284122624,720575943063633920,0,0,275951648768,2748779069440,0,0",16,
"87241523525,-9223369116277003648,11408506922,0,332800,2990671638691840,43520,0,8320,3062447758020444160,0,0,0,76561193950511104,0,0",17,
