Content,Index,Difficulty
"6124895584491929940,384213344641351685,2662400,-9223372036854775808,93458488360968,2314885478739872072,2,0,2336462209024,327680,0,0",1,
"6124895859638273105,95701493512929285,1064960,0,2314872207324561408,1152921590539878720,4,0,-9200845208181276672,327808,0,0",2,
"6052838265600345349,95701493512929281,1392640,0,93458488887296,5764607888106456400,5,0,2336462209024,2449958206416355362,0,0",3,
"6124895838163436805,384213344368721925,1392640,2305843009213693952,2314850217091924000,5764608709518950720,5,0,8830452793472,87960930549760,0,0",4,
"6124895859638273285,384213344641351685,5591040,2305843009213693952,2927339768696012832,2882305227174707200,10,0,11166915002496,565158103482368,0,0",5,
"6124895768370217985,384213344641351685,5591040,0,281749855667200,6052839364843541844,21,0,288511852203212800,1500833374576640,0,0",6,
"5836665483486561621,384213344641351684,5591040,0,303740088570880,6052837899228545024,21,0,41600,-6737385042545197056,0,0",7,
"6124895838163436885,384213344641351685,1392640,0,353218111738880,5764608220966425940,5,0,-9223363206401982336,285873023221922,0,0",8,
"6124895859638273365,311029850696581125,4526080,0,375208344376320,4899917581063820628,17,0,167196136166171264,1214960353218560,0,0",9,
"6124895859638273365,384213344641351685,5263360,0,178670640179200,11434920937785352,131584,0,144678138710851584,-9187343230709006336,0,0",10,
"5836665208340218196,384213344641351684,4526080,-9223372036854775808,2281701384,4620728487987249472,1,0,8704,87995424505856,0,0",11,
"6124895859638272260,384213344641351685,4526080,0,37392018833408,11434920928875860,0,0,-9185091440022126592,285873023221888,0,0",12,
"6124895789845054545,384213344641351685,327680,0,2927339757791953920,11434920971468800,0,0,-9223372036854775808,43620761762,0,0",13,
"6124895838163436545,384213344641351685,4526080,0,353218111472640,290624014048036872,16,0,144678139104067584,1127008545275904,0,0",14,
"6124895789845054725,384213344427442181,5591040,0,612771299178054656,2882305008131379204,10,0,288511852203212800,149533585575936,0,0",15,
"6124895859638273365,384213344641351685,5591040,2305843009213693952,37392018972704,2594074083297595940,18,0,38280596975288448,149533581934592,0,0",16,
"6124895859638273365,384213344641351685,327680,0,375208344376320,2393637887415636,0,0,384213343210087040,4198400,0,0",17,
"6124895859638273365,384213344641351685,4198400,0,375208344376320,288231841809306964,16,0,326792448642646016,1126999421132800,0,0",18,
"6124895859638273365,384213344641351685,1392640,0,375208344376320,5764608988691830100,5,0,-9200845208265121152,373833953771648,0,0",19,
"5836665483486561621,384213344641351684,5591040,2305843009213693952,21998856126496,6052839364843540804,21,0,22517998220771456,-6737384998925500416,0,0",20,
"6124895584491930885,384213343566561285,5263360,2305843009213693952,2314872198700990496,1441152245830779200,20,0,22517998136852480,285873023549440,0,0",21,
"6052838265600345169,384213344641351681,1392640,0,612489557945958400,11434920971468800,34816,0,0,285873024286720,0,0",22,
"6124895789845054805,384213344641351685,1392640,2305843009213693952,303740087255072,5764608160836880936,5,0,83886080,87960930222145,0,0",23,
"6124895859638273365,384213343566561285,5263360,-6917529027641081856,37392018833448,1441152245830780240,20,288230376151711744,38280596832649217,285873024614400,0,0",24,
"72057960452326741,361696720537539844,5591040,0,281749856015360,1441152981343930920,20,0,1074799104,1126999418470465,0,0",25,
"6124895859638273365,384213344641351685,327680,0,2927339757792220160,11434920971468800,0,0,-9223372036854734208,17448304802,0,0",26,
"6124895859638273365,384213344641351685,1392640,-6917529027641081856,21998856044584,2305844474871289172,2,288230376151711744,22517998136852481,149533583810560,0,0",27,
"6124895859638273365,384213344641351685,5591040,-6917529027641081856,281752136319016,5188148236388406612,9,288230376151711744,288511851128422401,653109912489984,0,0",28,
"6124895859638273365,384213344641351685,5263360,-9223372036854775808,141289526396936,1441153346416153940,20,0,144678138029293824,1412872447283200,0,0",29,
"6124895859638273105,384213344368721925,4198400,0,2314872207324561408,9042469526176064,0,0,22526828673499136,327680,0,0",30,
"6052838265600344404,384213344641351681,327680,0,21998856126464,4620728548083107152,1,0,22517998220738560,557056,0,0",31,
"6124895584491930885,311029850696581125,4526080,0,93458488627200,4899917581063817768,17,0,73183494217400320,1214960348692480,0,0",32,
"360288315129201925,384213344641351685,4526080,0,353218111738880,4899917860236694548,17,0,144678138568245248,1214960353955840,0,0",33,
"6124895859638273365,361695346504499205,5591040,0,163277477332992,1379758246440,166400,0,144678138652131328,2105344,4160,0",34,
"6124895859638273365,384213344641351685,5591040,-6917529027641081856,2314850219373625384,2882304459449303584,10,288230376151711744,272629761,714682558611456,0,0",35,
"6124895859638273365,384213344641351685,4526080,-9223372036854775808,141289526396936,4899917641193359912,17,0,144678138568253952,1126999419027456,0,0",36,
"6124895859638273365,384213344641351685,5591040,-6917529027641081856,2927339768696012840,11434920971468800,166400,0,4466766004480,-6737384998925500351,0,0",37,
"6052838265600345429,384213344641351681,5591040,0,612489549323785216,6052839364843536384,21,0,41600,714682558054400,0,0",38,
"6124895859638273365,384213344641351685,1392640,0,375208343644160,11434920928875860,34816,0,384213343482675200,285873023221760,0,0",39,
"6124895804877440137,384213344641351685,4526080,0,2927339757792011264,11434920971468800,0,0,0,43620761665,0,0",40,
"6057345918355718224,384213344641351681,4526080,0,21990233221120,4899917860236690768,17,0,16640,43620761634,0,0",41,
"6124895859638272340,95701493512929285,327680,0,178670639652864,4611686383499613524,1,0,182958735004532736,87960930779136,0,0",42,
"6124895859638272340,384213344368721925,4526080,-9223372036854775808,2927339768696012808,4899917581063815168,17,0,11166914978304,1214960348692480,0,0",43,
"6124895859638273365,384213344641351685,1392640,0,375208343644160,5764608769648494920,5,0,167196136438759424,149533581377536,0,0",44,
"6124895859638272340,95701493512929285,5591040,-9223372036854775808,375208342978568,5764607888106460500,5,0,384213343210045440,373833954836480,0,0",45,
"6124895859638273365,384213344641351685,5263360,-6917529027641081856,10905190440,1441153346416153940,20,288230376151711744,272629761,1412872447283200,0,0",46,
"6124895859638273365,384213344641351685,1392640,0,375208344376320,5764608988691830100,5,0,384213344641351680,373833959034880,0,0",47,
"360288336604038485,384213344641351685,5263360,-6917529027641081856,10905190440,576461450235611144,8,0,16640,17448304640,0,0",48,
"6124895859638272080,95701492438138885,5591040,0,21998856126464,2305843374285915472,131586,0,22517998220738560,149533581934592,0,0",49,
"6124895859638273365,95701493512929285,5591040,-6917529027641081856,178670639513640,2305843374285916488,131586,288230376151711744,144678138029277185,9126805504,0,0",50,
"6124895859638273365,182958735543500805,2662400,0,375208343644160,2882304040689992720,10,0,11166914986240,285873024286720,0,0",51,
"360288336604038485,384213344557470725,5591040,-6917529027641081856,281752136319016,6052839278944195604,21,0,288511851128431104,1412872446955520,0,0",52,
"6124895859638273105,384213344641351685,5591040,0,375208344110080,6052839364843541844,21,0,384213344368721920,1276533005438976,0,0",53,
"6124895859638273365,384213344641351685,5591040,-9223372036854775808,612630838848784392,6052838451098159112,21,0,4466766004480,-6737385042546261951,0,0",54,
"6124895859638273365,384213344641351685,5591040,0,375208344376320,290624014048038916,34832,0,288511851809996800,2451085205839024128,0,0",55,
"5836665483486561621,22517999568158724,1392640,0,303740087781376,4611686104326738244,1,0,311029849349160960,87960930549760,0,0",56,
"6124895584491930965,384213344641351685,1392640,0,2314872198701338624,2314885538903097888,2,0,-9223372036854767104,149568075890816,0,0",57,
"6124895859638273365,95701493512929285,327680,-6917529027641081856,2314850219373625384,4611686104360419648,1,288230376151711744,-9223372036582146047,87960930549888,0,0",58,
"6124895859638273365,384213344641351685,327680,0,375208343644160,4611687484084980040,1,0,22526828589629696,87995424505856,0,0",59,
"6124895859638273365,167196136788983813,2433024,-6917529027641081856,375208342978600,5188147408533457224,9,288230376151711744,22526828589613057,653109909331968,0,0",60,
"72057960452326741,384213344284857604,5591040,0,281749856015360,11434920928873000,166400,0,1074799104,-6737385042546261951,0,0",61,
"6124895789845054805,384213344641351685,5591040,0,303740088304640,11434920937787396,166400,0,288511852287098880,285873023221760,4160,0",62,
"6124895859638273365,384213344368721925,5591040,-9223372036854775808,141289526396936,6052839085670666564,21,0,538976768,1214960353218560,0,0",63,
"6124895859638273365,384213344641351685,5591040,2305843009213693952,2314872207324561440,2314885538903097888,131586,0,8830536679552,-9187193671760478143,0,0",64,
