Content,Index,Difficulty
"4971974075858551109,72339756478889985,720858517553025034,2305843009213693952,35734127902728,288934339545138180,2749857015812,0,0,720858514868670464,10489872,0",1,
"72233584886284613,72339756478892545,720858517553025034,2305843009213693952,180214628716904456,288934339547759620,2749857015812,0,72339069014638592,720858517553025034,10489872,0",2,
"-6196953041627774806,47850746219069440,5854679537392025600,4611686018427387904,306244775802044420,1196268655476736,22333829939200,0,1168231108864,4563402769,558345748480,0",3,
"-6196953041627774806,4622945017674072064,5854679537392025664,0,18691697846272,42949673232,22333830004992,0,19140298416328960,0,67371008,0",4,
"-6196953041627774806,4611686018605645824,5854679537392025681,4611686018427387904,306244775802044420,4456448,22333830022400,0,1168231108864,17,34078720,0",5,
"4971974075858551109,-9223369116277014527,3062447758020444202,2305843009213693952,585467953739202568,2990671627550720,11682311088640,0,2233383002240,3062447746611937280,17825792,0",6,
"-6196953041627774806,4611690433695711232,5854679537392025681,0,306244774661367808,4521191813414912,22333830022400,0,4352,4629700416936869888,34078720,0",7,
"-6196953041627774806,4611686018605645824,5854679537392025681,0,46729244354560,680,22333830022400,0,19140298487627776,0,558345750560,0",8,
"72057681279451461,-9223371349390521855,3062447758020444202,0,70643622217728,703687444399108,11682311062528,0,72339069014638592,2684354560,17825792,0",9,
"72057681279451461,-9223369116277011967,3062447758020444202,0,70643622217728,2990671630172160,11682311088640,0,0,74766790688768,17825792,0",10,
"72233584886939905,72339756478892545,3062447758020444170,0,180214629388256256,703963396047876,11682311055360,0,72339756478889984,720575943064686602,10485760,0",11,
"-6196953041627774806,4611686018605645824,5854679537392025681,0,46729244354560,680,8933532008960,0,47850746219069440,0,34078720,0",12,
"-6196953041627774806,4611686018605645824,5854679537392025681,4611686018427387904,1140850692,576460752303424168,146366988434800642,0,4352,17,558345750560,0",13,
"72057681279451461,72339756478892545,3062447749297344522,0,70643622417408,288934339547759620,2748779079684,0,72339069014646912,720858517553025024,10485760,0",14,
"-6196953041627774806,4622949432764137472,4629744414649122880,4611686018427387904,46729244180484,-6913007792877993824,17661073359104,0,1168231104512,4629744397402144768,67371648,0",15,
"72233584886939905,-9223369116277011967,3062447758020444202,0,180214629388256256,1152921577621291008,76561193950511105,0,687464251392,74766790688768,292057777216,0",16,
"-6196953041627774806,4622949432764137472,5854679537392025664,4611686018427387904,306244775802044420,4521234763087872,22333830004992,0,1168231108864,4629700416936869888,67371008,0",17,
"-6196953041627774806,47850746219069440,5854679537392025600,0,46729244354560,1196268655476736,22333829939200,0,1168231108864,4563402752,558345748480,0",18,
"87241523525,-9223369116277003648,3062447758020444202,2305843009213693952,2181038088,2990671632007168,11682311088640,0,8320,3062447751175340032,44564480,0",19,
"72233584886939905,72339756478892545,3062447749297344522,0,180214629388256256,288934339547759620,2748779079684,0,72339756478889984,720858517553025034,10485760,0",20,
"-6196953041627774806,47850746219069440,5854679537392025600,0,46729244354560,182536110352,22333829939200,0,19140298594582528,278528,558345748480,0",21,
"-6196953041627774806,4622945017674072064,5854679537392025664,0,46729244354560,42949673640,22333830004992,0,19140298416328960,163840,67371008,0",22,
"87241523525,-9223369116277003648,3062447758020444202,0,332800,2990671638691840,11682311088640,0,8320,3062447751175340032,44564480,0",23,
"72057681279451461,72339756478892545,3062447749297344522,0,70643622417408,288934339547759620,2748779079684,0,72339069284122624,720858517553025024,10485760,0",24,
"4971974075858551109,72339756478889985,3062447758020444170,2305843009213693952,89335319756808,703963393426436,11682311055360,0,72339069014638592,720575940380332032,10485760,0",25,
"175990848356677,-9223369116277003648,3062447758020444202,2305843009213693952,180143985094819848,2990671638691840,11682311088640,0,0,3062447758020444170,44564480,0",26,
"-6196953041627774806,47850746219069440,5854679515582341120,4611686018427387904,306244775802044420,-6341068092801548288,146366987889541122,0,1168231108864,1224979103208177664,0,0",27,
"4971974075858551109,72339756478889985,720858517553025034,0,89335320089600,288934339545138180,2749857015812,0,2233383002240,720858514868670464,10489872,0",28,
"-6196953041627774806,4611686018605645824,5854679537392025681,0,46729244250112,680,22333829972480,0,47850746112114688,0,34078720,0",29,
"-6196953041627774806,4611686018605645824,5854679537392025681,0,18691697741824,680,22333830022400,0,19140298487627776,0,558345750560,0",30,
"-6196953041627774806,4622945017674072064,5854679532828786752,0,46729244354560,-6917528984691408216,17660905586944,0,178257920,43980465111057,67371008,0",31,
"-6196953041627774806,47850746219069440,4629744414649122816,0,46729244250112,-6917528845104971096,17661073293312,0,19140298487627776,43980465389568,640,0",32,
"-6196953041627774806,4611686018605645824,5854679537392025681,4611686018427387904,46729244180484,576460752303424168,146366988434800642,0,1168231104512,17,558345750560,0",33,
"2883434070212100136,4622949432764153920,5854679537392025664,0,1157436103662280704,4521234779930784,22333830004992,0,4622949432764137472,4629700434184011840,67371008,0",34,
"-6196953041627774806,47850746219069440,5854679537392025600,0,306244774661367808,1196268655476736,146366988434800640,0,4352,4563402769,558345748480,0",35,
"-6196953041627774806,4611690433695711232,5854679537392025681,0,46729244354560,576460752303423648,146366988434800642,0,11258999139729408,0,558345750560,0",36,
"-6196953041627774806,4622945017674072064,4629744414649122880,0,46729244250112,-6917528984691408216,17661073359104,0,47850746112114688,43980465274880,67371648,0",37,
"-6196953041627774806,4611690433695711232,5854679537392025681,0,18691697741824,4521191813415072,22333830022400,0,71303168,4629700416936869888,85196800,0",38,
"747667906888005,-9223369116277003648,3062447758020444202,2305843009213693952,765611936652984328,1152921504617988096,11682311045121,0,19140298416324608,278528,292057776128,0",39,
"4971974075858551109,72339756478889985,3062447758020444170,0,89335320089600,703963393426436,11682311055360,0,72339069355425792,720575940380332032,10485760,0",40,
"-6196953041627774806,4611690433695711232,5854679537392025681,0,46729244354560,4521191813415072,22333830022400,0,1168231108864,4629700416936869888,34078720,0",41,
"4971974075858551109,-9223369116277014527,3062447758020444202,2305843009213693952,585467953739202568,1152921577621291008,76561193950511105,0,2233383002240,74766790688768,292057777216,0",42,
"2883434070207889578,4622949432764153920,5854679537392025664,4611686018427387904,1157436099350495236,4521234779930784,22333830004992,0,4622945017495814144,4629700434184011840,67371008,0",43,
"72057681279451461,-9223369116277011967,3062447758020444202,0,70643622417408,2990671630172160,11682311088640,0,8320,3062447749296291840,44564480,0",44,
"-6196953041627774806,4611690433695711232,5854679537392025681,4611686018427387904,306244775802044420,4521191813414912,22333830022400,0,1168231108864,4629700416936869888,85196800,0",45,
"-6196953041627774806,4622945017674072064,5854679532828786752,4611686018427387904,306244775802044420,-6917529027636625408,17660905586944,0,1168231108864,17,67371008,0",46,
"747667906888005,-9223369116277003648,3062447758020444202,2305843009213693952,765611936652984328,2990671632007168,11682311088640,0,19140298416324608,3062447751175340032,44564480,0",47,
"87241523525,-9223369116277003648,3062447758020444202,0,332800,1152921577621291280,11682311045121,0,8320,74766790967296,292057776128,0",48,
"-6196953041627774806,4611686018605645824,5854679537392025681,4611686018427387904,1140850692,680,22333830022400,0,4352,17,34078720,0",49,
"-6196953041627774806,4611686018605645824,5854679537392025681,0,46729244354560,576460752303423760,146366988434800642,0,1168231108864,0,558345750560,0",50,
"747667906888005,-9223369116277003648,3062447758020444202,2305843009213693952,306244774661193736,2990671638691840,11682311088640,0,0,3062447758020444177,44564480,0",51,
"72057681279451461,72339756478892545,720858517553025034,2305843009213693952,2181038088,288934339547759620,2749857015812,0,8320,720858517553025024,10489872,0",52,
"2883434070207889578,4611690433695727680,5854679537392025681,4611686018427387904,1157436099350495236,4521191830257824,22333830022400,0,4622945017495814144,4629700434183848000,85196800,0",53,
"72233584886284613,72339756478892545,720858517553025034,0,180214628717167616,288934339547759620,2749857015812,0,72339069284122624,720858517553025034,10489872,0",54,
"-6196953041627774806,4622945017674072064,5854679537392025664,4611686018427387904,1140850692,42949673640,22333830004992,0,4352,17,67371008,0",55,
