Content,Index,Difficulty
"6124895516040888340,23925373109534720,71468256153600,0,23364622110720,91268055380,8704,0,23925373041377280,348160,0,0",1,
"6124895516040888405,23925373109534720,71468256153600,0,23364622177280,91268055380,8704,0,9570149208164480,139264,0,0",2,
"6124895516040888405,23925373109534720,93458488709120,0,9345848870912,-8646911248044129964,142606336,0,9570149243813888,37383395483648,544,0",3,
"6124895516040888405,18295873575321600,93458488709120,0,9345848870912,288230445944930644,356515841,0,9570149243813888,71468256071680,1040,0",4,
"6124895516040888405,23925373109534720,21990232903680,2305843009213693952,23364622090242,6052837935693168980,83886081,0,9570149208162304,37383395483648,320,0",5,
"6124895516040888385,18295873575321600,93458488709120,0,23364622156800,288230445944930644,356515841,0,-9223371452739223552,71468255805448,1040,0",6,
"6124895516040888405,23925373109534720,93458488709120,0,9345848870912,91268055380,2336462217728,0,9570149243813888,348160,8912896,0",7,
"6124895516040888405,23925373109534720,93458488627200,0,9345848923136,288230467419767124,272629761,0,9570149208164480,71468256153600,1040,0",8,
"6124895516040888405,23925373109534720,93458488709120,0,9345848923136,598134325510484,356515840,0,-9223372036819124224,8,8912896,0",9,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,356515841,0,23925373109534720,93458488709120,1360,0",10,
"6124895516040888340,23925373109534720,21990232903680,0,23364622110720,91268055380,8704,0,23925373041377280,348160,0,0",11,
"6124895498592583700,23925373109534720,93458488709120,0,5497558159360,-8646911248044129964,356515840,0,5629499555184640,37383395483648,544,0",12,
"6124895516040888405,23925373109534720,21990232903680,0,23364622177280,598134325510484,8704,0,-9223371452739221376,612489549322387464,0,0",13,
"6124895516040888385,23925373109534720,93458488709120,0,23364622156800,-8646911248044130168,356515840,0,584115552256,37383395483648,544,0",14,
"6124895516040888385,23925373109534720,93458488709120,0,23364622156800,6052837935693168776,356515841,0,9570149276319744,37383395483648,1360,0",15,
"6124895516040888385,23925373109534720,21990232903680,0,23364622156800,6052837990454002004,83886081,0,23925373088563200,612489549322735616,0,0",16,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,142606337,0,23925373109534720,612489549322735616,0,0",17,
"6124895516040888340,23925373109534720,93458488709120,0,23364622110720,-8646911248044129964,356515840,0,-9223371452739223552,37383395344392,544,0",18,
"1441151903575572565,23925373109534720,93458488709120,2305843009213693952,570425346,6052837990454001744,356515841,0,2176,93458488442880,1360,0",19,
"6124895516040888385,23925373109534720,21990232903680,0,570425344,6052837990454002004,83886081,0,0,93458488709120,320,0",20,
"6124895516040888340,23925373109534720,93458488709120,0,570425344,6052837990454002004,356515841,0,0,93458488709120,1360,0",21,
"6124895516040888385,23925373109534720,93458488442880,0,23364622156800,5764607614302290260,83886080,0,-9223371452739223552,2281701384,320,0",22,
"6124895498592583700,23925373109534720,93458488709120,0,5497558159360,-8646911193283296940,356515840,0,-9223372036833804288,2281701384,544,0",23,
"6124895516040888405,23925373109534720,71468256153600,2305843009213693952,570425346,6052837990454002004,272629761,0,-9223372036854773632,612489551604088840,0,0",24,
"6124895516040888385,23925373109534720,93458488709120,0,23364622156800,-8646911193283296940,356515840,0,9570149276319744,37383395483648,544,0",25,
"6124895516040888405,23925373109534720,93458488709120,0,9345848870912,6052837990454002004,356515841,0,9570149243813888,612489549322735616,8912896,0",26,
"6124895516040888385,23925373109534720,93458488709120,0,23364622156800,6052837990454001800,356515841,0,9570149276319744,612489551604088832,8912896,0",27,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837935693168980,356515841,0,23925373020407936,612489549322526720,8912896,0",28,
"6124895516040888340,23925373109534720,21990232903680,0,23364622110720,6052837990454002004,83886081,0,-9223372036833804288,612489551604088840,0,0",29,
"6124895516040888405,23925373109534720,21990232903680,0,23364622177280,-8646911248044129964,83886080,0,-9223372036765646848,37383395344392,0,0",30,
"6124895516040888405,23925373109534720,21990232903680,2305843009213693952,570425346,6052837990454002004,83886081,0,2176,37383395483648,320,0",31,
"6124895516040888405,23925373109534720,71468256153600,2305843009213693952,570425346,6052837990454002004,272629761,0,2176,612489549322526720,0,0",32,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,6052837990454002004,356515841,0,-9223371452739221376,93458488360968,1360,0",33,
"6124895516040888405,23925373109534720,93458488709120,0,23364622177280,598134325510484,356515840,0,-9223371452739221376,8,8912896,0",34,
