Content,Index,Difficulty
"6124895859638273365,361695346504499205,0,-6917529027641081856,2927339768696012840,1100594282496,0,288230376151711744,73183494217400321,0,0,0",1,
"6124895859638273365,361695346504499205,0,-6917529027641081856,612771301458706472,1100594286596,0,0,288514187590640128,4198434,0,0",2,
"6124895859638273365,361695346504499205,0,-6917529027641081856,141289525870632,1379758246440,0,288230376151711744,144678138029277185,2105344,0,0",3,
"6052838265600345429,384213344641351681,0,-6917529027641081856,37392018833448,9042529689403936,0,288230376151711744,38280596832649217,1064960,0,0",4,
"6124895859638273365,384213343566561285,0,2305843009213693952,2314887600487407648,11434920937783296,0,0,8830595399808,9126805504,0,0",5,
"6124895859638273105,384213344641351685,0,0,375208344110080,1465657592136,0,0,167196137324806144,2433024,0,0",6,
"6124895859638273365,311029850696581125,0,0,375208344376320,1186484720980,0,0,384213343891619840,4526080,0,0",7,
"6124895859638273365,384213344641351685,0,-6917529027641081856,10905190440,1465657595220,0,288230376151711744,272629761,5591040,0,0",8,
"6124895859638273365,384213344641351685,0,-6917529027641081856,375208342978600,1465657595220,0,288230376151711744,288514187590631425,9131003938,0,0",9,
"6124895859638273365,311029850696581125,0,0,375208344376320,1186484720980,0,0,182958735543500800,4526080,0,0",10,
"6124895859638273105,384213344641351685,0,0,2927339766414393344,11434920971468800,0,0,-9223363206402015232,43620761762,0,0",11,
"6124895859638273365,361695346504499205,0,-6917529027641081856,612771301458706472,1100594286596,0,288230376151711744,288514187590631425,4198434,0,0",12,
"6124895859638273105,384213344641351685,0,0,319133251093504,1246614262308,0,0,326792449035862016,4755456,0,0",13,
"6124895859638272340,384213344641351685,0,0,2314887600487407616,9042529689403936,0,0,73183494217400320,34494513152,0,0",14,
"6124895859638273365,361695346504499205,0,0,163277478122496,1379758246440,0,0,144678138568253952,2105344,0,0",15,
"6124895859638273365,311029850696581125,0,-6917529027641081856,375208342978600,1186484720980,0,288230376151711744,384213343210045441,4526080,0,0",16,
"6124895859638273365,384213344641351685,0,0,375208343644160,9042529655723348,0,0,167196136847704064,557056,0,0",17,
"6124895859638273365,361695346504499205,0,-6917529027641081856,2927339768696012840,9042383669428224,0,288230376151711744,-9223360869939806207,34493956258,0,0",18,
"6124895859638272340,384213344641351685,0,0,2314887600487407616,9042469559861568,0,0,-9223363206259408896,34494283904,0,0",19,
"6124895859638273365,311029850696581125,0,0,375208344376320,1186484720164,0,0,38289427369328768,4198400,0,0",20,
"6124895859638272340,384213344641351685,0,0,375208343326720,1465657595220,0,0,384213343566561280,5591040,0,0",21,
"5836665483486561621,384213344641351684,0,0,303740087838720,1465657594180,0,0,311029849265291520,4526080,0,0",22,
"6124895859638272340,384213344641351685,0,-9223372036854775808,21998856044552,697932191060,0,0,-9223372036854775808,17448304802,0,0",23,
"6124895859638273365,384213343566561285,0,2305843009213693952,2314887600487407648,365072220704,0,0,38289427428049024,557056,0,0",24,
"6124895859638273365,95701493512929285,0,2305843009213693952,319133250101280,365072225620,0,0,326792448103677952,557056,0,0",25,
"6124895859638273365,95701493512929285,0,0,612771299178402816,2392537310957572,0,0,288511852203221504,9126805538,0,0",26,
"6124895859638273365,384213343566561285,0,-6917529027641081856,375208342978600,11434920937783296,0,288230376151711744,11166914969601,9126805504,0,0",27,
"6124895859638273105,384213344641351685,0,0,319133251093504,697932188200,0,0,1074790400,17448304705,0,0",28,
"6124895859638273365,311029850696581125,0,0,319133251359744,1186484718120,0,0,38280597907448320,0,0,0",29,
"6124895789845054805,384213344641351685,0,2305843009213693952,303740087255072,697932187976,0,0,22517998220738560,2105344,0,0",30,
"6124895859638273105,384213344641351685,0,0,375208344110080,1246614262308,0,0,11166914969600,4755456,0,0",31,
"6124895859638272340,384213344641351685,0,-9223372036854775808,375208342978568,1465657595220,0,0,-9223360869939806208,43620761762,0,0",32,
"6124895859638273365,384213343566561285,0,2305843009213693952,2314872207324561440,11434920937783296,0,0,8830536679552,9126805504,0,0",33,
"6124895859638273365,384213344641351685,0,0,375208343586816,697932191060,0,0,288514188129599488,2105378,0,0",34,
"6124895859638272340,384213344641351685,0,0,163277477072896,697932188200,0,0,144678138113163264,1064960,0,0",35,
"6052838265600345429,384213344641351681,0,2305843009213693952,21998856126496,1465657591120,0,0,83918976,43620761634,0,0",36,
"6124895859638273105,384213344641351685,0,0,375208344110080,11434920962556224,0,0,22517999295528960,34493956096,0,0",37,
"5836665483486561621,384213344641351684,0,-6917529027641081856,303740087173160,9042529655722308,0,288230376151711744,311029849265274881,0,0,0",38,
"6124895859638273365,95701493512929285,0,2305843009213693952,21998856126496,365072225620,0,0,22517998220771456,1392640,0,0",39,
"6124895859638273365,384213343566561285,0,-6917529027641081856,2927339768696012840,11434920937783296,0,0,11166915011200,9126805538,0,0",40,
"6124895859638273365,361695346504499205,0,0,178670640179200,9042383660515872,0,0,38280597514223616,34493956096,0,0",41,
"6124895859638273365,361695346504499205,0,-6917529027641081856,2314850219373625384,9042383660515872,0,0,-9223363206401973632,34493956224,0,0",42,
"6124895859638273365,95701493512929285,0,-6917529027641081856,612489560227577896,2392537310955528,0,0,2336462250624,9126805538,0,0",43,
"6124895584491930965,384213344641351685,0,2305843009213693952,93458488442912,1465657595220,0,0,95701492165509120,5591040,0,0",44,
