_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/material_4042_1,gp,Remote_Skin_Material_4042,
block_2_normal,res/material_4042_2,gp,Remote_Skin_Material_4042,
block_3_normal,res/material_4042_3,gp,Remote_Skin_Material_4042,
block_4_normal,res/material_4042_4,gp,Remote_Skin_Material_4042,
block_5_normal,res/material_4042_5,gp,Remote_Skin_Material_4042,
block_6_normal,res/material_4042_1,gp,Remote_Skin_Material_4042,
block_7_normal,res/material_4042_2,gp,Remote_Skin_Material_4042,
block_put_spine_effect,effect/gameplay_light_startBlock_042,gp,Remote_Skin_Material_4042,
block_shadow,res/gridshadow_skin_material_4042,gp,Remote_Skin_Material_4042,
board_bg,res/backgroundkuai2-8x8_material_4042,gp,Remote_Skin_Material_4042,
combo_spine,effect/gameplay_combo_042,gp,Remote_Skin_Material_4042,
combo_spine_font,font/combo,gp,Remote_Skin_Material_4042,"{""spacingX"": -50, ""fontSize"": 200, ""position"": {""x"": 20, ""y"": -60}, ""lineHeight"": 50}"
combo_spine_sprite,res/gameplay_combo_txt_material_4042,gp,Remote_Skin_Material_4042,
combotips_spine_effect,effect/gameplay_comboTips_042,gp,Remote_Skin_Material_4042,
crown,res/gameplay_crown,gp,Remote_Skin_Material_4042,
eliminate_effect,effect/gameplay_eliminate_042,gp,Remote_Skin_Material_4042,
eliminate_prompt_effect,effect/gameplay_ready_eliminate_042,gp,Remote_Skin_Material_4042,
encourage_spine_effect,effect/gameplay_word_042,gp,Remote_Skin_Material_4042,
game_bg,res/backgroundbg_material_4042,gp,Remote_Skin_Material_4042,
revive_round_bg,res/die_quan_bg_material_4042,gp,Remote_Skin_Material_4042,
revive_spine_countdown,effect/revive_countdown_042,gp,Remote_Skin_Material_4042,
setting_bottom_btn_bg,res/BtnRate,gp,Remote_Skin_Material_4042,
setting_btn,res/backgroundstop_material_4042,gp,Remote_Skin_Material_4042,
setting_close_btn,res/set_btn_close_material_4042,gp,Remote_Skin_Material_4042,
setting_in_bg,res/setting_bg_common_1_material_4042,gp,Remote_Skin_Material_4042,
setting_line,res/setting_bg_line_material_4042,gp,Remote_Skin_Material_4042,
setting_out_bg,res/setting_bg_common_material_4042,gp,Remote_Skin_Material_4042,
setting_title,res/Settings_title,gp,Remote_Skin_Material_4042,
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_042,gp,Remote_Skin_Material_4042,
sound_clear,sound/marble_streak,gp,Remote_Skin_Material_4042,
