_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/material_4009_6,gp,Remote_Skin_Material_4009,
block_2_normal,res/material_4009_1,gp,Remote_Skin_Material_4009,
block_3_normal,res/material_4009_3,gp,Remote_Skin_Material_4009,
block_4_normal,res/material_4009_2,gp,Remote_Skin_Material_4009,
block_5_normal,res/material_4009_4,gp,Remote_Skin_Material_4009,
block_6_normal,res/material_4009_5,gp,Remote_Skin_Material_4009,
block_7_normal,res/material_4009_7,gp,Remote_Skin_Material_4009,
block_put_spine_effect,effect/gameplay_light_startBlock_4009,gp,Remote_Skin_Material_4009,
board_bg,res/material_4009_bg2,gp,Remote_Skin_Material_4009,
combo_spine,effect/gameplay_combo_4009,gp,Remote_Skin_Material_4009,
combo_spine_font,font/gameplay_fnt_combo_material_4009,gp,Remote_Skin_Material_4009,"{""spacingX"": 0, ""fontSize"": 180, ""position"": {""x"": 90, ""y"": 0}, ""lineHeight"": 10}"
combo_spine_sprite,res/gameplay_combo_material_4009,gp,Remote_Skin_Material_4009,
combotips_spine_effect,effect/gameplay_comboTips_4009,gp,Remote_Skin_Material_4009,
eliminate_effect,effect/gameplay_eliminate_4009,gp,Remote_Skin_Material_4009,
eliminate_prompt_effect,effect/gameplay_eliminatePrompt_4009,gp,Remote_Skin_Material_4009,
encourage_spine_effect,effect/gameplay_word_4009,gp,Remote_Skin_Material_4009,
game_bg,res/material_4009_bg1,gp,Remote_Skin_Material_4009,
revive_round_bg,res/die_quan_bg_material_4009,gp,Remote_Skin_Material_4009,
revive_round_progress,res/die_quan_material_4009,gp,Remote_Skin_Material_4009,
revive_spine_countdown,effect/revive_countdown_4009,gp,Remote_Skin_Material_4009,
setting_btn,res/material_4009_img_setting,gp,Remote_Skin_Material_4009,
spine_comboscoretip_font,font/gameplay_num_allclear_material_4009,gp,Remote_Skin_Material_4009,"{""spacingX"": -5, ""fontSize"": 80, ""position"": {""x"": 0, ""y"": 0}, ""lineHeight"": 160}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_4009,gp,Remote_Skin_Material_4009,
sound_clear,sound/frostedacrylic_streak,gp,Remote_Skin_Material_4009,
