_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/material_4010_1,gp,Remote_Skin_Material_4010,
block_2_normal,res/material_4010_2,gp,Remote_Skin_Material_4010,
block_3_normal,res/material_4010_3,gp,Remote_Skin_Material_4010,
block_4_normal,res/material_4010_4,gp,Remote_Skin_Material_4010,
block_5_normal,res/material_4010_5,gp,Remote_Skin_Material_4010,
block_6_normal,res/material_4010_6,gp,Remote_Skin_Material_4010,
block_7_normal,res/material_4010_7,gp,Remote_Skin_Material_4010,
block_put_spine_effect,effect/gameplay_light_startBlock_010,gp,Remote_Skin_Material_4010,
board_bg,res/backgroundkuai-8x8_material_4010,gp,Remote_Skin_Material_4010,
combo_spine,effect/gameplay_combo_010,gp,Remote_Skin_Material_4010,
combo_spine_font,font/gameplay_num_combo_material_4010,gp,Remote_Skin_Material_4010,"{""spacingX"": -30, ""fontSize"": 50, ""position"": {""x"": 30, ""y"": 0}, ""lineHeight"": 50}"
combo_spine_sprite,res/gameplay_txt_combo_material_4010,gp,Remote_Skin_Material_4010,
combotips_spine_effect,effect/gameplay_comboTips_010,gp,Remote_Skin_Material_4010,
crown,res/backgroundscore_highest3_material_4010,gp,Remote_Skin_Material_4010,
eliminate_effect,effect/gameplay_eliminate_010_a,gp,Remote_Skin_Material_4010,
eliminate_effect_b,effect/gameplay_eliminate_010_b,gp,Remote_Skin_Material_4010,
eliminate_prompt_effect,effect/gameplay_ready_eliminate_010_a,gp,Remote_Skin_Material_4010,
eliminate_prompt_effect_b,effect/gameplay_ready_eliminate_010_b,gp,Remote_Skin_Material_4010,
eliminate_prompt_effect_sp,effect/010_gezi,gp,Remote_Skin_Material_4010,
encourage_spine_effect,effect/gameplay_word_010,gp,Remote_Skin_Material_4010,
game_bg,res/backgroundbg_material_4010,gp,Remote_Skin_Material_4010,
revive_spine_countdown,effect/revive_countdown_010,gp,Remote_Skin_Material_4010,
setting_btn,res/backgroundstop_material_4010,gp,Remote_Skin_Material_4010,
setting_close_btn,res/btn_close_material_4010,gp,Remote_Skin_Material_4010,
setting_in_bg,res/setting_bg_common_1_material_4010,gp,Remote_Skin_Material_4010,
setting_line,res/setting_bg_line_material_4010,gp,Remote_Skin_Material_4010,
setting_out_bg,res/setting_bg_common_material_4010,gp,Remote_Skin_Material_4010,
spine_comboscoretip_font,font/gameplay_num__grade_material_4010,gp,Remote_Skin_Material_4010,"{""spacingX"": -15, ""fontSize"": 50, ""position"": {""x"": 0, ""y"": 0}, ""lineHeight"": 160}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_010,gp,Remote_Skin_Material_4010,
block_shadow,res/game_cube_shadow_material_4010,gp,Remote_Skin_Material_4010,
