_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/game_cube_1_material_4054,gp,Remote_Skin_Material_4054,
block_2_normal,res/game_cube_2_material_4054,gp,Remote_Skin_Material_4054,
block_3_normal,res/game_cube_3_material_4054,gp,Remote_Skin_Material_4054,
block_4_normal,res/game_cube_4_material_4054,gp,Remote_Skin_Material_4054,
block_5_normal,res/game_cube_1_material_4054,gp,Remote_Skin_Material_4054,
block_6_normal,res/game_cube_2_material_4054,gp,Remote_Skin_Material_4054,
block_7_normal,res/game_cube_3_material_4054,gp,Remote_Skin_Material_4054,
block_put_spine_effect,effect/gameplay_light_startBlock_054,gp,Remote_Skin_Material_4054,
block_shadow,res/game_cube_shadow_material_4054,gp,Remote_Skin_Material_4054,
board_bg,res/backgroundkuai-8x8_material_4054,gp,Remote_Skin_Material_4054,
combo_spine,effect/gameplay_combo_054,gp,Remote_Skin_Material_4054,
combo_spine_font,font/combo_fnt_material_4054,gp,Remote_Skin_Material_4054,"{""spacingX"": -10, ""fontSize"": 185, ""position"": {""x"": 50, ""y"": 0}, ""lineHeight"": 0}"
combo_spine_sprite,res/combo_txt_material_4054,gp,Remote_Skin_Material_4054,
combotips_spine_effect,effect/gameplay_comboTips_054,gp,Remote_Skin_Material_4054,
crown,res/backgroundscore_highest3_material_4054,gp,Remote_Skin_Material_4054,
eliminate_effect,effect/gameplay_eliminate_054,gp,Remote_Skin_Material_4054,
eliminate_prompt_effect,effect/gameplay_ready_eliminate_054,gp,Remote_Skin_Material_4054,
encourage_spine_effect,effect/gameplay_word_054,gp,Remote_Skin_Material_4054,
game_bg,res/backgroundbg_material_4054,gp,Remote_Skin_Material_4054,
revive_round_bg,res/die_quan_bg,gp,Remote_Skin_Material_4054,
revive_round_progress,res/die_quan,gp,Remote_Skin_Material_4054,
revive_spine_countdown,effect/revive_countdown_054,gp,Remote_Skin_Material_4054,
setting_bottom_btn_bg,res/common_btn_setting_material_4054,gp,Remote_Skin_Material_4054,
setting_btn,res/backgroundstop_material_4054,gp,Remote_Skin_Material_4054,
setting_close_btn,res/gameplay_steeings_btn_close_material_4054,gp,Remote_Skin_Material_4054,
setting_in_bg,res/gameplay_setting_frame2_material_4054,gp,Remote_Skin_Material_4054,
setting_line,res/gameplay_set_line_material_4054,gp,Remote_Skin_Material_4054,
setting_out_bg,res/gameplay_setting_frame1_material_4054,gp,Remote_Skin_Material_4054,
setting_title,res/gameplay_setting_title_material_4054,gp,Remote_Skin_Material_4054,
sound_clear,sound/gems_streak,gp,Remote_Skin_Material_4054,
spine_comboscoretip_font,font/Unbelievable_numb_material_4054,gp,Remote_Skin_Material_4054,"{""spacingX"": -5, ""fontSize"": 90, ""position"": {""x"": 0, ""y"": 0}, ""lineHeight"": 160}"
spine_highscore_font,font/typefacehigh_material_4054,gp,Remote_Skin_Material_4054,"{""spacingX"": -15, ""fontSize"": 90, ""position"": {""x"": 48, ""y"": -5}, ""lineHeight"": 20}"
spine_score_font,font/typeFaceCurrent_material_4054,gp,Remote_Skin_Material_4054,"{""spacingX"": -10, ""fontSize"": 118, ""position"": {""x"": 0, ""y"": -10}, ""lineHeight"": 20}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_054,gp,Remote_Skin_Material_4054,
