_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/game_cube_1_material_3011,gp,Remote_Skin_Material_3011,
block_2_normal,res/game_cube_2_material_3011,gp,Remote_Skin_Material_3011,
block_3_normal,res/game_cube_3_material_3011,gp,Remote_Skin_Material_3011,
block_4_normal,res/game_cube_4_material_3011,gp,Remote_Skin_Material_3011,
block_5_normal,res/game_cube_5_material_3011,gp,Remote_Skin_Material_3011,
block_6_normal,res/game_cube_6_material_3011,gp,Remote_Skin_Material_3011,
block_7_normal,res/game_cube_7_material_3011,gp,Remote_Skin_Material_3011,
block_put_spine_effect,effect/gameplay_light_startBlock_011,gp,Remote_Skin_Material_3011,
block_shadow,res/game_cube_shadow9_material_3011,gp,Remote_Skin_Material_3011,
board_bg,res/backgroundkuai-8x8_material_3011,gp,Remote_Skin_Material_3011,
combo_spine,effect/gameplay_combo_011,gp,Remote_Skin_Material_3011,
combo_spine_font,font/gameplay_num_combo_material_3011,gp,Remote_Skin_Material_3011,"{""spacingX"": 0, ""fontSize"": 162, ""position"": {""x"": 20, ""y"": -40}, ""lineHeight"": 50}"
combo_spine_sprite,res/gameplay_txt_combo_material_3011,gp,Remote_Skin_Material_3011,
combotips_spine_effect,effect/gameplay_comboTips_011,gp,Remote_Skin_Material_3011,
crown,res/backgroundscore_highest3_material_3011,gp,Remote_Skin_Material_3011,
eliminate_effect,effect/gameplay_eliminate_011,gp,Remote_Skin_Material_3011,
eliminate_prompt_effect,effect/gameplay_ready_eliminate_011,gp,Remote_Skin_Material_3011,
encourage_spine_effect,effect/gameplay_word_011,gp,Remote_Skin_Material_3011,
game_bg,res/backgroundbg_material_3011,gp,Remote_Skin_Material_3011,
revive_round_bg,res/die_quan_bg,gp,Remote_Skin_Material_3011,
revive_round_progress,res/die_quan,gp,Remote_Skin_Material_3011,
revive_spine_countdown,effect/revive_countdown_011,gp,Remote_Skin_Material_3011,
setting_bottom_btn_bg,res/btn_setCommon_material_3011,gp,Remote_Skin_Material_3011,
setting_btn,res/backgroundstop_material_3011,gp,Remote_Skin_Material_3011,
setting_btn_BGM,res/setting_btn_BGM_material_3011,gp,Remote_Skin_Material_3011,
setting_btn_BGM_txt,res/setting_txt_BGM_material_3011,gp,Remote_Skin_Material_3011,
setting_btn_sound,res/setting_btn_sound_material_3011,gp,Remote_Skin_Material_3011,
setting_btn_sound_txt,res/setting_txt_sound_material_3011,gp,Remote_Skin_Material_3011,
setting_btn_vibration,res/setting_btn_vibration_material_3011,gp,Remote_Skin_Material_3011,
setting_btn_vibration_txt,res/setting_txt_vibration_material_3011,gp,Remote_Skin_Material_3011,
setting_close_btn,res/set_btn_close_material_3011,gp,Remote_Skin_Material_3011,
setting_in_bg,res/set_bg_2_material_3011,gp,Remote_Skin_Material_3011,
setting_line,res/setting_bg_line_material_3011,gp,Remote_Skin_Material_3011,
setting_off_img_bg,res/setting_btn_off_material_3011,gp,Remote_Skin_Material_3011,
setting_out_bg,res/set_bg_1_material_3011,gp,Remote_Skin_Material_3011,
setting_title,res/setting_txt_settings_material_3011,gp,Remote_Skin_Material_3011,
sound_clear,sound/streak,gp,Remote_SkinThree_Material_Common,
sound_combo1,sound/combo1,gp,Remote_SkinThree_Material_Common,
sound_combo10,sound/combo10,gp,Remote_SkinThree_Material_Common,
sound_combo11,sound/combo11,gp,Remote_SkinThree_Material_Common,
sound_combo12,sound/combo12,gp,Remote_SkinThree_Material_Common,
sound_combo13,sound/combo13,gp,Remote_SkinThree_Material_Common,
sound_combo2,sound/combo2,gp,Remote_SkinThree_Material_Common,
sound_combo3,sound/combo3,gp,Remote_SkinThree_Material_Common,
sound_combo4,sound/combo4,gp,Remote_SkinThree_Material_Common,
sound_combo5,sound/combo5,gp,Remote_SkinThree_Material_Common,
sound_combo6,sound/combo6,gp,Remote_SkinThree_Material_Common,
sound_combo7,sound/combo7,gp,Remote_SkinThree_Material_Common,
sound_combo8,sound/combo8,gp,Remote_SkinThree_Material_Common,
sound_combo9,sound/combo9,gp,Remote_SkinThree_Material_Common,
sound_touch_end,sound/put,gp,Remote_SkinThree_Material_Common,
sound_touch_start,sound/touch,gp,Remote_SkinThree_Material_Common,
spine_highscore_font,font/typefacehigh_material_3011,gp,Remote_Skin_Material_3011,"{""spacingX"": -10, ""fontSize"": 80, ""position"": {""x"": 50, ""y"": -7}, ""lineHeight"": 150}"
spine_score_font,font/typeFaceCurrent_material_3011,gp,Remote_Skin_Material_3011,"{""spacingX"": -4, ""fontSize"": 110, ""position"": {""x"": 0, ""y"": -10}, ""lineHeight"": 150}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_011,gp,Remote_Skin_Material_3011,
