_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/game_cube_1_material_4005,gp,Remote_Skin_Material_4005,
block_2_normal,res/game_cube_2_material_4005,gp,Remote_Skin_Material_4005,
block_3_normal,res/game_cube_3_material_4005,gp,Remote_Skin_Material_4005,
block_4_normal,res/game_cube_4_material_4005,gp,Remote_Skin_Material_4005,
block_5_normal,res/game_cube_5_material_4005,gp,Remote_Skin_Material_4005,
block_6_normal,res/game_cube_6_material_4005,gp,Remote_Skin_Material_4005,
block_7_normal,res/game_cube_7_material_4005,gp,Remote_Skin_Material_4005,
block_put_spine_effect,effect/gameplay_light_startBlock_005,gp,Remote_Skin_Material_4005,
block_shadow,res/game_cube_shadow_material_4005,gp,Remote_Skin_Material_4005,
board_bg,res/backgroundkuai-8x8_material_4005,gp,Remote_Skin_Material_4005,
combo_spine,effect/gameplay_combo_005,gp,Remote_Skin_Material_4005,
combo_spine_font,font/gameplay_combo_fnt_material_4005,gp,Remote_Skin_Material_4005,"{""spacingX"": -24, ""fontSize"": 188, ""position"": {""x"": 50, ""y"": -20}, ""lineHeight"": 20}"
combo_spine_sprite,res/gameplay_combo_txt_material_4005,gp,Remote_Skin_Material_4005,
combotips_spine_effect,effect/gameplay_comboTips_005,gp,Remote_Skin_Material_4005,
crown,res/game_img_huangguan,gp,Remote_Skin_Material_4005,
eliminate_effect,effect/gameplay_eliminate_005,gp,Remote_Skin_Material_4005,
encourage_spine_effect,effect/gameplay_word_005,gp,Remote_Skin_Material_4005,
game_bg,res/backgroundbg_material_4005,gp,Remote_Skin_Material_4005,
revive_round_bg,res/die_quan_bg_material_4005,gp,Remote_Skin_Material_4005,
revive_round_progress,res/die_quan_material_4005,gp,Remote_Skin_Material_4005,
revive_spine_countdown,effect/revive_countdown_005,gp,Remote_Skin_Material_4005,
setting_btn,res/backgroundSet_material_4005,gp,Remote_Skin_Material_4005,
setting_close_btn,res/set_btn_close_material_4005,gp,Remote_Skin_Material_4005,
setting_in_bg,res/set_bg_material_4005,gp,Remote_Skin_Material_4005,
setting_line,res/set_bg_line_material_4005,gp,Remote_Skin_Material_4005,
setting_out_bg,res/set_bg_material_1_4005,gp,Remote_Skin_Material_4005,
setting_title,res/set_txt_Settings_material_4005,gp,Remote_Skin_Material_4005,
sound_clear,sound/wool_streak,gp,Remote_Skin_Material_4005,
spine_comboscoretip_font,font/gameplay_JLWZ_fnt_material_4005,gp,Remote_Skin_Material_4005,"{""spacingX"": -40, ""fontSize"": 120, ""position"": {""x"": 0, ""y"": 0}, ""lineHeight"": 160}"
spine_highscore_font,font/gameplay_num_zuigaofen,gp,Remote_Skin_Material_4005,"{""spacingX"": 0, ""fontSize"": 80, ""position"": {""x"": 46, ""y"": 0}, ""lineHeight"": 70}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_005,gp,Remote_Skin_Material_4005,
