_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/game_cube_5_material_4007,gp,Remote_Skin_Material_4007,
block_2_normal,res/game_cube_3_material_4007,gp,Remote_Skin_Material_4007,
block_3_normal,res/game_cube_6_material_4007,gp,Remote_Skin_Material_4007,
block_4_normal,res/game_cube_2_material_4007,gp,Remote_Skin_Material_4007,
block_5_normal,res/game_cube_1_material_4007,gp,Remote_Skin_Material_4007,
block_6_normal,res/game_cube_4_material_4007,gp,Remote_Skin_Material_4007,
block_7_normal,res/game_cube_7_material_4007,gp,Remote_Skin_Material_4007,
block_put_spine_effect,effect/gameplay_light_startBlock_4007,gp,Remote_Skin_Material_4007,
block_shadow,res/game_cube_shadow_material_4007,gp,Remote_Skin_Material_4007,
board_bg,res/backgroundkuai2-8x8_material_4007,gp,Remote_Skin_Material_4007,
combo_spine,effect/gameplay_combo_4007,gp,Remote_Skin_Material_4007,
combo_spine_font,font/gameplay_combo_fnt_material_4007,gp,Remote_Skin_Material_4007,"{""spacingX"": -10, ""fontSize"": 180, ""position"": {""x"": 43, ""y"": 0}, ""lineHeight"": 0}"
combo_spine_sprite,res/gameplay_combo_txt_material_4007,gp,Remote_Skin_Material_4007,
combotips_spine_effect,effect/gameplay_comboTips_4007,gp,Remote_Skin_Material_4007,
eliminate_effect,effect/gameplay_eliminate_4007,gp,Remote_Skin_Material_4007,
eliminate_prompt_effect,effect/gameplay_ready_eliminate_4007,gp,Remote_Skin_Material_4007,
encourage_spine_effect,effect/gameplay_word_4007,gp,Remote_Skin_Material_4007,
game_bg,res/backgroundbg_material_4007,gp,Remote_Skin_Material_4007,
revive_round_bg,res/die_quan_bg_material_4007,gp,Remote_Skin_Material_4007,
revive_round_progress,res/die_quan_material_4007,gp,Remote_Skin_Material_4007,
revive_spine_countdown,effect/revive_countdown_4007,gp,Remote_Skin_Material_4007,
setting_btn,res/backgroundstop_material_4007,gp,Remote_Skin_Material_4007,
setting_close_btn,res/set_btn_close_material_4007,gp,Remote_Skin_Material_4007,
setting_in_bg,res/setting_bg_common_1_material_4007,gp,Remote_Skin_Material_4007,
setting_line,res/set_bg_line_material_4007,gp,Remote_Skin_Material_4007,
setting_out_bg,res/setting_bg_common_material_4007,gp,Remote_Skin_Material_4007,
spine_comboscoretip_font,font/gameplay_num_grade_material_4007,gp,Remote_Skin_Material_4007,"{""spacingX"": 0, ""fontSize"": 60, ""position"": {""x"": 0, ""y"": 0}, ""lineHeight"": 160}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_4007,gp,Remote_Skin_Material_4007,
sound_clear,sound/plasticbricks_streak,gp,Remote_Skin_Material_4007,
