_key,assetPath,platform,bundleName,fontLayout
block_1_highlight,res/selected_glow_blue,gp,Remote_Skin_Material_3012,
block_1_normal,res/game_cube_1_material_3012,gp,Remote_Skin_Material_3012,
block_2_highlight,res/selected_glow_yellow,gp,Remote_Skin_Material_3012,
block_2_normal,res/game_cube_2_material_3012,gp,Remote_Skin_Material_3012,
block_3_highlight,res/selected_glow_purple,gp,Remote_Skin_Material_3012,
block_3_normal,res/game_cube_3_material_3012,gp,Remote_Skin_Material_3012,
block_4_highlight,res/selected_glow_orange,gp,Remote_Skin_Material_3012,
block_4_normal,res/game_cube_4_material_3012,gp,Remote_Skin_Material_3012,
block_5_highlight,res/selected_glow_red,gp,Remote_Skin_Material_3012,
block_5_normal,res/game_cube_5_material_3012,gp,Remote_Skin_Material_3012,
block_6_highlight,res/selected_glow_green,gp,Remote_Skin_Material_3012,
block_6_normal,res/game_cube_6_material_3012,gp,Remote_Skin_Material_3012,
block_7_highlight,res/selected_glow_cyan,gp,Remote_Skin_Material_3012,
block_7_normal,res/game_cube_7_material_3012,gp,Remote_Skin_Material_3012,
block_shadow,res/game_cube_shadow_material_3012,gp,Remote_Skin_Material_3012,
board_bg,res/backgroundstop_material_30323012,gp,Remote_Skin_Material_3012,
combo_spine,effect/gameplay_combo_012,gp,Remote_Skin_Material_3012,
combo_spine_font,font/gameplay_combo_fnt_material_3012,gp,Remote_Skin_Material_3012,"{""spacingX"": -50, ""fontSize"": 50, ""lineHeight"": 54}"
combo_spine_sprite,res/gameplay_combo_txt_material_3012,gp,Remote_Skin_Material_3012,
combo_sprite,res/gameplay_combo_txt_material_3012,gp,Remote_Skin_Material_3012,
combotips_spine_effect,effect/gameplay_comboTips_012,gp,Remote_Skin_Material_3012,
eliminate_effect,effect/gameplay_eliminate_012,gp,Remote_Skin_Material_3012,
encourage_spine_effect,effect/gameplay_word_012,gp,Remote_Skin_Material_3012,
game_bg,res/backgroundbg_material_3012,gp,Remote_Skin_Material_3012,
revive_round_bg,res/die_quan_bg_material_3012,gp,Remote_Skin_Material_3012,
revive_round_progress,res/die_quan_material_3012,gp,Remote_Skin_Material_3012,
revive_spine_countdown,effect/revive_countdown_012,gp,Remote_Skin_Material_3012,
setting_btn,res/backgroundstop_material_3012,gp,Remote_Skin_Material_3012,
setting_close_btn,res/btn_close_material_3012,gp,Remote_Skin_Material_3012,
setting_in_bg,res/setting_bg_common_1_material_3012,gp,Remote_Skin_Material_3012,
setting_line,res/setting_bg_line_material_3012,gp,Remote_Skin_Material_3012,
setting_out_bg,res/setting_bg_common_material_3012,gp,Remote_Skin_Material_3012,
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_012,gp,Remote_Skin_Material_3012,
