_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/game_cube_1_material_4001,gp,Remote_Skin_Material_4001,
block_2_normal,res/game_cube_2_material_4001,gp,Remote_Skin_Material_4001,
block_3_normal,res/game_cube_1_material_4001,gp,Remote_Skin_Material_4001,
block_4_normal,res/game_cube_2_material_4001,gp,Remote_Skin_Material_4001,
block_5_normal,res/game_cube_1_material_4001,gp,Remote_Skin_Material_4001,
block_6_normal,res/game_cube_2_material_4001,gp,Remote_Skin_Material_4001,
block_7_normal,res/game_cube_1_material_4001,gp,Remote_Skin_Material_4001,
block_put_spine_effect,effect/gameplay_light_startBlock_001,gp,Remote_Skin_Material_4001,
block_shadow,res/game_cube_shadow_material_4001,gp,Remote_Skin_Material_4001,
board_bg,res/backgroundkuai-8x8_material_4001,gp,Remote_Skin_Material_4001,
combo_spine,effect/gameplay_combo_001,gp,Remote_Skin_Material_4001,
combo_spine_font,font/gameplay_combo_fnt_material_4001,gp,Remote_Skin_Material_4001,"{""spacingX"": -46, ""fontSize"": 50, ""position"": {""x"": 0, ""y"": 10}, ""lineHeight"": 56}"
combo_spine_sprite,res/gameplay_combo_txt_material_4001,gp,Remote_Skin_Material_4001,
combotips_spine_effect,effect/gameplay_comboTips_001,gp,Remote_Skin_Material_4001,
crown,res/backgroundscore_highest3_material_4001,gp,Remote_Skin_Material_4001,
eliminate_effect,effect/gameplay_eliminate_001,gp,Remote_Skin_Material_4001,
eliminate_prompt_effect,effect/gameplay_ready_eliminate_001,gp,Remote_Skin_Material_4001,
encourage_spine_effect,effect/gameplay_word_001,gp,Remote_Skin_Material_4001,
game_bg,res/backgroundbg_material_4001,gp,Remote_Skin_Material_4001,
revive_round_bg,res/die_quan_bg_material_4001,gp,Remote_Skin_Material_4001,
revive_round_progress,res/die_quan_material_4001,gp,Remote_Skin_Material_4001,
revive_spine_countdown,effect/revive_countdown_001,gp,Remote_Skin_Material_4001,
setting_btn,res/backgroundstop_material_4001,gp,Remote_Skin_Material_4001,
setting_close_btn,res/btn_close_material_4001,gp,Remote_Skin_Material_4001,
setting_in_bg,res/setting_bg_common_1_material_4001,gp,Remote_Skin_Material_4001,
setting_line,res/setting_bg_line_material_4001,gp,Remote_Skin_Material_4001,
setting_out_bg,res/setting_bg_common_material_4001,gp,Remote_Skin_Material_4001,
spine_highscore_font,font/typefacehigh_material_4001,gp,Remote_Skin_Material_4001,"{""spacingX"": -17, ""fontSize"": 80, ""position"": {""x"": 46, ""y"": -5}, ""lineHeight"": 70}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_001,gp,Remote_Skin_Material_4001,
sound_clear,sound/fruit_streak,gp,Remote_Skin_Material_4001,
