_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/game_cube_1_material_4019,gp,Remote_Skin_Material_4021,
block_2_normal,res/game_cube_2_material_4019,gp,Remote_Skin_Material_4021,
block_3_normal,res/game_cube_1_material_4019,gp,Remote_Skin_Material_4021,
block_4_normal,res/game_cube_2_material_4019,gp,Remote_Skin_Material_4021,
block_5_normal,res/game_cube_1_material_4019,gp,Remote_Skin_Material_4021,
block_6_normal,res/game_cube_2_material_4019,gp,Remote_Skin_Material_4021,
block_7_normal,res/game_cube_2_material_4019,gp,Remote_Skin_Material_4021,
block_put_spine_effect,effect/gameplay_light_startBlock_021,gp,Remote_Skin_Material_4021,
block_shadow,res/game_cube_shadow9_material_4019,gp,Remote_Skin_Material_4021,
board_bg,res/backgroundkuai-8x8_material_4019,gp,Remote_Skin_Material_4021,
combo_spine,effect/gameplay_combo_021,gp,Remote_Skin_Material_4021,
combo_spine_font,font/gameplay_combo_fnt_material_4021,gp,Remote_Skin_Material_4021,"{""spacingX"": -30, ""fontSize"": 116, ""position"": {""x"": 36, ""y"": -30}, ""lineHeight"": 50}"
combo_spine_sprite,res/gameplay_combo_txt_material_4021,gp,Remote_Skin_Material_4021,
combotips_spine_effect,effect/gameplay_comboTips_021,gp,Remote_Skin_Material_4021,
crown,res/backgroundscore_highest3_material_4019,gp,Remote_Skin_Material_4021,
eliminate_effect,effect/gameplay_eliminate_021,gp,Remote_Skin_Material_4021,
eliminate_prompt_effect,effect/gameplay_ready_eliminate_021,gp,Remote_Skin_Material_4021,
encourage_spine_effect,effect/gameplay_word_021,gp,Remote_Skin_Material_4021,
game_bg,res/backgroundbg_material_4019,gp,Remote_Skin_Material_4021,
revive_round_bg,res/die_quan_bg,gp,Remote_Skin_Material_4021,
revive_round_progress,res/die_quan,gp,Remote_Skin_Material_4021,
revive_spine_countdown,effect/revive_countdown_021,gp,Remote_Skin_Material_4021,
setting_btn,res/backgroundstop_material_4019,gp,Remote_Skin_Material_4021,
setting_btn_BGM,res/setting_btn_BGM_material_4021,gp,Remote_Skin_Material_4021,
setting_btn_BGM_txt,res/setting_txt_BGM_material_4021,gp,Remote_Skin_Material_4021,
setting_btn_sound,res/setting_btn_sound_material_4021,gp,Remote_Skin_Material_4021,
setting_btn_sound_txt,res/setting_txt_sound_material_4021,gp,Remote_Skin_Material_4021,
setting_btn_vibration,res/setting_btn_vibration_material_4021,gp,Remote_Skin_Material_4021,
setting_btn_vibration_txt,res/setting_txt_vibration_material_4021,gp,Remote_Skin_Material_4021,
setting_close_btn,res/set_btn_close_material_4021,gp,Remote_Skin_Material_4021,
setting_in_bg,res/set_bg_2_material_4021,gp,Remote_Skin_Material_4021,
setting_line,res/setting_bg_line_material_4021,gp,Remote_Skin_Material_4021,
setting_out_bg,res/set_bg_1_material_4021,gp,Remote_Skin_Material_4021,
setting_title,res/setting_txt_settings_material_4021,gp,Remote_Skin_Material_4021,
spine_comboscoretip_font,font/bonus_points,gp,Remote_Skin_Material_4021,"{""spacingX"": -35, ""fontSize"": 170, ""position"": {""x"": 0, ""y"": 0}, ""lineHeight"": 160}"
spine_highscore_font,font/typefacehigh_material_4021,gp,Remote_Skin_Material_4021,"{""spacingX"": -15, ""fontSize"": 200, ""position"": {""x"": 50, ""y"": -40}, ""lineHeight"": 70}"
spine_score_font,font/typeFaceCurrent_material_4021,gp,Remote_Skin_Material_4021,"{""spacingX"": -8, ""fontSize"": 172, ""position"": {""x"": 0, ""y"": -42}, ""lineHeight"": 50}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_021,gp,Remote_Skin_Material_4021,
