_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/game_cube_1_material_4003,gp,Remote_Skin_Material_4003,
block_2_normal,res/game_cube_1_material_4003,gp,Remote_Skin_Material_4003,
block_3_normal,res/game_cube_1_material_4003,gp,Remote_Skin_Material_4003,
block_4_normal,res/game_cube_1_material_4003,gp,Remote_Skin_Material_4003,
block_5_normal,res/game_cube_1_material_4003,gp,Remote_Skin_Material_4003,
block_6_normal,res/game_cube_1_material_4003,gp,Remote_Skin_Material_4003,
block_7_normal,res/game_cube_1_material_4003,gp,Remote_Skin_Material_4003,
block_put_spine_effect,effect/gameplay_light_startBlock_003,gp,Remote_Skin_Material_4003,
block_shadow,res/game_cube_shadow_material_4003,gp,Remote_Skin_Material_4003,
board_bg,res/backgroundkuai-8x8_material_4003,gp,Remote_Skin_Material_4003,
combo_spine,effect/gameplay_combo_003,gp,Remote_Skin_Material_4003,
combo_spine_font,font/gameplay_combo_fnt_material_4003,gp,Remote_Skin_Material_4003,"{""spacingX"": -52, ""fontSize"": 50, ""position"": {""x"": 20, ""y"": 10}, ""lineHeight"": 56}"
combo_spine_sprite,res/gameplay_combo_txt_material_4003,gp,Remote_Skin_Material_4003,
combotips_spine_effect,effect/gameplay_comboTips_003,gp,Remote_Skin_Material_4003,
crown,res/backgroundscore_highest3_material_4003,gp,Remote_Skin_Material_4003,
eliminate_effect,effect/gameplay_eliminate_003,gp,Remote_Skin_Material_4003,
eliminate_prompt_effect,effect/gameplay_ready_eliminate_003,gp,Remote_Skin_Material_4003,
encourage_spine_effect,effect/gameplay_word_003,gp,Remote_Skin_Material_4003,
game_bg,res/backgroundbg_material_4003,gp,Remote_Skin_Material_4003,
revive_round_bg,res/die_quan_bg_material_4003,gp,Remote_Skin_Material_4003,
revive_round_progress,res/die_quan_material_4003,gp,Remote_Skin_Material_4003,
revive_spine_countdown,effect/revive_countdown_003,gp,Remote_Skin_Material_4003,
setting_btn,res/backgroundstop_material_4003,gp,Remote_Skin_Material_4003,
setting_close_btn,res/btn_close_material_4003,gp,Remote_Skin_Material_4003,
setting_in_bg,res/setting_bg_common_1_material_4003,gp,Remote_Skin_Material_4003,
setting_line,res/setting_bg_line_material_4003,gp,Remote_Skin_Material_4003,
setting_out_bg,res/setting_bg_common_material_4003,gp,Remote_Skin_Material_4003,
spine_highscore_font,font/typefacehigh_material_4003,gp,Remote_Skin_Material_4003,"{""spacingX"": -27, ""fontSize"": 80, ""position"": {""x"": 46, ""y"": 0}, ""lineHeight"": 70}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_003,gp,Remote_Skin_Material_4003,
sound_clear,sound/brick_streak,gp,Remote_Skin_Material_4003,
