_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/material_4061_2,gp,Remote_Skin_Material_4061,
block_2_normal,res/material_4061_4,gp,Remote_Skin_Material_4061,
block_3_normal,res/material_4061_6,gp,Remote_Skin_Material_4061,
block_4_normal,res/material_4061_1,gp,Remote_Skin_Material_4061,
block_5_normal,res/material_4061_3,gp,Remote_Skin_Material_4061,
block_6_normal,res/material_4061_5,gp,Remote_Skin_Material_4061,
block_7_normal,res/material_4061_7,gp,Remote_Skin_Material_4061,
block_put_spine_effect,effect/gameplay_light_startBlock_061,gp,Remote_Skin_Material_4061,
block_shadow,res/game_cube_shadow_material_4063,gp,Remote_Skin_Material_4061,
board_bg,res/gameplay_board_bg__material_4061,gp,Remote_Skin_Material_4061,
combo_spine,effect/gameplay_combo_061,gp,Remote_Skin_Material_4061,
combo_spine_font,font/combo_fnt_material_4061,gp,Remote_Skin_Material_4061,"{""spacingX"": -22, ""fontSize"": 50, ""position"": {""x"": 20, ""y"": 0}, ""lineHeight"": 50}"
combo_spine_sprite,res/combo_txt_material_4061,gp,Remote_Skin_Material_4061,
combotips_spine_effect,effect/gameplay_comboTips_061,gp,Remote_Skin_Material_4061,
crown,res/gameplay_icon_bestscore__4061,gp,Remote_SkinThree_Material_Common,
eliminate_effect,effect/gameplay_eliminate_061,gp,Remote_Skin_Material_4061,
eliminate_prompt_effect,effect/gameplay_ready_eliminate_061,gp,Remote_Skin_Material_4061,
encourage_spine_effect,effect/gameplay_word_061,gp,Remote_Skin_Material_4061,
game_bg,res/gameplay_bg_material_4061,gp,Remote_Skin_Material_4061,
revive_round_bg,res/die_quan_bg_material_4063,gp,Remote_SkinThree_Material_Common,
revive_round_progress,res/die_quan_material_4063,gp,Remote_SkinThree_Material_Common,
revive_spine_countdown,effect/revive_countdown_061,gp,Remote_Skin_Material_4061,
setting_btn,res/gameplay_btn_set_material_4063,gp,Remote_SkinThree_Material_Common,
setting_close_btn,res/gameplay_steeings_btn_close_material_4063,gp,Remote_SkinThree_Material_Common,
setting_in_bg,res/setting_bg_common1_material_4063,gp,Remote_SkinThree_Material_Common,
setting_line,res/gameplay_set_line_material_4063,gp,Remote_SkinThree_Material_Common,
setting_out_bg,res/setting_bg_common_material_4063,gp,Remote_SkinThree_Material_Common,
sound_clear,sound/paint_streak,gp,Remote_Skin_Material_4061,
spine_score_font,font/gameplay_score_4063,gp,Remote_Skin_Material_4061,"{""spacingX"": -10, ""fontSize"": 70, ""position"": {""x"": 0, ""y"": 10}, ""lineHeight"": 50}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_061,gp,Remote_Skin_Material_4061,
