_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/game_cube_1_material_4036,gp,Remote_Skin_Material_4036,
block_2_normal,res/game_cube_1_material_4036,gp,Remote_Skin_Material_4036,
block_3_normal,res/game_cube_1_material_4036,gp,Remote_Skin_Material_4036,
block_4_normal,res/game_cube_1_material_4036,gp,Remote_Skin_Material_4036,
block_5_normal,res/game_cube_1_material_4036,gp,Remote_Skin_Material_4036,
block_6_normal,res/game_cube_1_material_4036,gp,Remote_Skin_Material_4036,
block_7_normal,res/game_cube_1_material_4036,gp,Remote_Skin_Material_4036,
block_put_spine_effect,effect/gameplay_light_startBlock_4036,gp,Remote_Skin_Material_4036,
block_shadow,res/game_cube_shadow9_material_4036,gp,Remote_Skin_Material_4036,
board_bg,res/backgroundkuai2-8x8_material_4036,gp,Remote_Skin_Material_4036,
combo_spine,effect/gameplay_combo_4036,gp,Remote_Skin_Material_4036,
combo_spine_font,font/gameplay_combo_fnt_material_4036,gp,Remote_Skin_Material_4036,"{""spacingX"": -35, ""fontSize"": 200, ""position"": {""x"": 35, ""y"": -50}, ""lineHeight"": 50}"
combo_spine_sprite,res/gameplay_combo_txt_material_4036,gp,Remote_Skin_Material_4036,
combotips_spine_effect,effect/gameplay_comboTips_4036,gp,Remote_Skin_Material_4036,
crown,res/backgroundscore_highest3_material_4036,gp,Remote_Skin_Material_4036,
eliminate_effect,effect/gameplay_eliminate_4036,gp,Remote_Skin_Material_4036,
eliminate_prompt_effect,effect/gameplay_ready_eliminate_4036,gp,Remote_Skin_Material_4036,
encourage_spine_effect,effect/gameplay_word_4036,gp,Remote_Skin_Material_4036,
game_bg,res/backgroundbg_material_4036,gp,Remote_Skin_Material_4036,
revive_round_bg,res/die_quan_bg_material_4036,gp,Remote_Skin_Material_4036,
revive_round_progress,res/die_quan_material_4036,gp,Remote_Skin_Material_4036,
revive_spine_countdown,effect/revive_countdown_4036,gp,Remote_Skin_Material_4036,
setting_bottom_btn_bg,res/set_btn_SetCommon_material_4036,gp,Remote_Skin_Material_4036,
setting_btn,res/backgroundstop_material_4036,gp,Remote_Skin_Material_4036,
setting_btn_BGM,res/set_btn_bgm_material_4036,gp,Remote_Skin_Material_4036,
setting_btn_BGM_txt,res/set_txt_bgm_material_4036,gp,Remote_Skin_Material_4036,
setting_btn_sound,res/set_btn_sound_material_4036,gp,Remote_Skin_Material_4036,
setting_btn_sound_txt,res/set_txt_sound_material_4036,gp,Remote_Skin_Material_4036,
setting_btn_vibration,res/set_btn_vibration_material_4036,gp,Remote_Skin_Material_4036,
setting_btn_vibration_txt,res/set_txt_vibration_material_4036,gp,Remote_Skin_Material_4036,
setting_close_btn,res/set_btn_close_material_4036,gp,Remote_Skin_Material_4036,
setting_in_bg,res/set_bg_2_material_4036,gp,Remote_Skin_Material_4036,
setting_line,res/set_bg_line_material_4036,gp,Remote_Skin_Material_4036,
setting_off_img_bg,res/setting_btn_off_material_4036,gp,Remote_Skin_Material_4036,
setting_out_bg,res/set_bg_1_material_4036,gp,Remote_Skin_Material_4036,
setting_title,res/set_txt_settings_material_4036,gp,Remote_Skin_Material_4036,
spine_highscore_font,font/typefacehigh_material_4036,gp,Remote_Skin_Material_4036,"{""spacingX"": -15, ""fontSize"": 100, ""position"": {""x"": 51, ""y"": 0}, ""lineHeight"": 70}"
spine_score_font,font/typeFaceCurrent_material_4036,gp,Remote_Skin_Material_4036,"{""spacingX"": -9, ""fontSize"": 105, ""position"": {""x"": 0, ""y"": -12}, ""lineHeight"": 50}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_4036,gp,Remote_Skin_Material_4036,
sound_clear,sound/gold_streak,gp,Remote_Skin_Material_4036,
