_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/game_cube_7_material_4026,gp,Remote_Skin_Material_4026,
block_2_normal,res/game_cube_2_material_4026,gp,Remote_Skin_Material_4026,
block_3_normal,res/game_cube_3_material_4026,gp,Remote_Skin_Material_4026,
block_4_normal,res/game_cube_4_material_4026,gp,Remote_Skin_Material_4026,
block_5_normal,res/game_cube_5_material_4026,gp,Remote_Skin_Material_4026,
block_6_normal,res/game_cube_6_material_4026,gp,Remote_Skin_Material_4026,
block_7_normal,res/game_cube_1_material_4026,gp,Remote_Skin_Material_4026,
block_shadow,res/game_cube_shadow_material_4068,gp,Remote_Skin_Material_4026,
board_bg,res/backgroundkuai2-8x8_material_4026,gp,Remote_Skin_Material_4026,
combo_spine,effect/gameplay_combo_026,gp,Remote_Skin_Material_4026,
combo_spine_font,font/game_combo_num_material_4026,gp,Remote_Skin_Material_4026,"{""spacingX"": -14, ""fontSize"": 50, ""position"": {""x"": 26, ""y"": -10}, ""lineHeight"": 50}"
combo_spine_sprite,res/gameplay_combo_txt_material_4026,gp,Remote_Skin_Material_4026,
combotips_spine_effect,effect/gameplay_comboTips_026,gp,Remote_Skin_Material_4026,
crown,res/backgroundscore_highest3_material_4026,gp,Remote_Skin_Material_4026,
eliminate_effect,effect/gameplay_eliminate_026,gp,Remote_Skin_Material_4026,
eliminate_prompt_effect,effect/gameplay_ready_eliminate_026,gp,Remote_Skin_Material_4026,
encourage_spine_effect,effect/gameplay_word_026,gp,Remote_Skin_Material_4026,
game_bg,res/backgroundbg_material_4026,gp,Remote_Skin_Material_4026,
revive_round_bg,res/die_quan_bg_material_4026,gp,Remote_Skin_Material_4026,
revive_spine_countdown,effect/revive_countdown_026,gp,Remote_Skin_Material_4026,
setting_bottom_btn_bg,res/set_btn_SetCommon_material_4026,gp,Remote_Skin_Material_4026,
setting_btn,res/backgroundstop_material_4026,gp,Remote_Skin_Material_4026,
setting_btn_BGM,res/setting_btn_BGM_material_4026,gp,Remote_Skin_Material_4026,
setting_btn_BGM_txt,res/setting_txt_BGM_material_4026,gp,Remote_Skin_Material_4026,
setting_btn_sound,res/setting_btn_sound_material_4026,gp,Remote_Skin_Material_4026,
setting_btn_sound_txt,res/setting_txt_sound_material_4026,gp,Remote_Skin_Material_4026,
setting_btn_vibration,res/setting_btn_vibration_material_4026,gp,Remote_Skin_Material_4026,
setting_btn_vibration_txt,res/setting_txt_vibration_material_4026,gp,Remote_Skin_Material_4026,
setting_close_btn,res/set_btn_close_material_4026,gp,Remote_Skin_Material_4026,
setting_in_bg,res/setting_bg_common_1_material_4026,gp,Remote_Skin_Material_4026,
setting_line,res/setting_bg_line_material_4026,gp,Remote_Skin_Material_4026,
setting_off_img_bg,res/setting_btn_off_material_4026,gp,Remote_Skin_Material_4026,
setting_out_bg,res/setting_bg_common_material_4026,gp,Remote_Skin_Material_4026,
setting_title,res/set_txt_settings_material_4026,gp,Remote_Skin_Material_4026,
spine_highscore_font,font/typefacehigh_material_4026,gp,Remote_Skin_Material_4026,"{""spacingX"": -18, ""fontSize"": 85, ""position"": {""x"": 50, ""y"": -5}, ""lineHeight"": 70}"
spine_score_font,font/typeFaceCurrent_material_4026,gp,Remote_Skin_Material_4026,"{""spacingX"": -12, ""fontSize"": 120, ""position"": {""x"": 0, ""y"": -15}, ""lineHeight"": 50}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_026,gp,Remote_Skin_Material_4026,
