_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/game_cube_1_material_4041,gp,Remote_Skin_Material_4041,
block_2_normal,res/game_cube_2_material_4041,gp,Remote_Skin_Material_4041,
block_3_normal,res/game_cube_3_material_4041,gp,Remote_Skin_Material_4041,
block_4_normal,res/game_cube_4_material_4041,gp,Remote_Skin_Material_4041,
block_5_normal,res/game_cube_5_material_4041,gp,Remote_Skin_Material_4041,
block_6_normal,res/game_cube_6_material_4041,gp,Remote_Skin_Material_4041,
block_7_normal,res/game_cube_7_material_4041,gp,Remote_Skin_Material_4041,
block_put_spine_effect,effect/gameplay_light_startBlock_4041,gp,Remote_Skin_Material_4041,
block_shadow,res/game_cube_shadow9_material_4041,gp,Remote_Skin_Material_4041,
board_bg,res/backgroundkuai-8x8_material_4041,gp,Remote_Skin_Material_4041,
combo_spine,effect/gameplay_combo_4041,gp,Remote_Skin_Material_4041,
combo_spine_font,font/gameplay_num_combo_material_4041,gp,Remote_Skin_Material_4041,"{""spacingX"": 0, ""fontSize"": 150, ""position"": {""x"": 60, ""y"": -50}, ""lineHeight"": 70}"
combo_spine_sprite,res/gameplay_txt_combo_material_4041,gp,Remote_Skin_Material_4041,
combotips_spine_effect,effect/gameplay_comboTips_4041,gp,Remote_Skin_Material_4041,
crown,res/backgroundscore_highest3_material_4041,gp,Remote_Skin_Material_4041,
eliminate_effect,effect/gameplay_eliminate_blue_4041,gp,Remote_Skin_Material_4041,
eliminate_effect_2,effect/gameplay_eliminate_yellow_4041,gp,Remote_Skin_Material_4041,
eliminate_effect_3,effect/gameplay_eliminate_purple_4041,gp,Remote_Skin_Material_4041,
eliminate_effect_4,effect/gameplay_eliminate_orange_4041,gp,Remote_Skin_Material_4041,
eliminate_effect_5,effect/gameplay_eliminate_red_4041,gp,Remote_Skin_Material_4041,
eliminate_effect_6,effect/gameplay_eliminate_green_4041,gp,Remote_Skin_Material_4041,
eliminate_effect_7,effect/gameplay_eliminate_cyan_4041,gp,Remote_Skin_Material_4041,
encourage_spine_effect,effect/gameplay_word_4041,gp,Remote_Skin_Material_4041,
game_bg,res/backgroundbg_material_4041,gp,Remote_Skin_Material_4041,
revive_round_bg,res/die_quan_bg,gp,Remote_Skin_Material_4041,
revive_round_progress,res/die_quan,gp,Remote_Skin_Material_4041,
revive_spine_countdown,effect/revive_countdown_4041,gp,Remote_Skin_Material_4041,
setting_btn,res/backgroundstop_material_4041,gp,Remote_Skin_Material_4041,
setting_btn_BGM,res/setting_btn_BGM_material_4041,gp,Remote_Skin_Material_4041,
setting_btn_BGM_txt,res/setting_txt_BGM_material_4041,gp,Remote_Skin_Material_4041,
setting_btn_sound,res/setting_btn_sound_material_4041,gp,Remote_Skin_Material_4041,
setting_btn_sound_txt,res/setting_txt_sound_material_4041,gp,Remote_Skin_Material_4041,
setting_btn_vibration,res/setting_btn_vibration_material_4041,gp,Remote_Skin_Material_4041,
setting_btn_vibration_txt,res/setting_txt_vibration_material_4041,gp,Remote_Skin_Material_4041,
setting_close_btn,res/set_btn_close_material_4041,gp,Remote_Skin_Material_4041,
setting_in_bg,res/set_bg_2_material_4041,gp,Remote_Skin_Material_4041,
setting_line,res/setting_bg_line_material_4041,gp,Remote_Skin_Material_4041,
setting_off_img_bg,res/setting_btn_off_material_4041,gp,Remote_Skin_Material_4041,
setting_out_bg,res/set_bg_1_material_4041,gp,Remote_Skin_Material_4041,
setting_title,res/setting_txt_settings_material_4041,gp,Remote_Skin_Material_4041,
spine_score_font,font/typeFaceCurrent_material_4041,gp,Remote_Skin_Material_4041,"{""spacingX"": 0, ""fontSize"": 80, ""position"": {""x"": 0, ""y"": -20}, ""lineHeight"": 40}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_4041,gp,Remote_Skin_Material_4041,
sound_clear,sound/velvet_streak,gp,Remote_Skin_Material_4041,
