_key,assetPath,platform,bundleName,fontLayout
block_1_normal,res/game_cube_material_4072_6,gp,Remote_Skin_Material_4072,
block_2_normal,res/game_cube_material_4072_4,gp,Remote_Skin_Material_4072,
block_3_normal,res/game_cube_material_4072_5,gp,Remote_Skin_Material_4072,
block_4_normal,res/game_cube_material_4072_2,gp,Remote_Skin_Material_4072,
block_5_normal,res/game_cube_material_4072_1,gp,Remote_Skin_Material_4072,
block_6_normal,res/game_cube_material_4072_3,gp,Remote_Skin_Material_4072,
block_7_normal,res/game_cube_material_4072_4,gp,Remote_Skin_Material_4072,
block_put_spine_effect,effect/gameplay_light_startBlock_072,gp,Remote_Skin_Material_4072,
block_shadow,res/game_cube_shadow_material_4072,gp,Remote_Skin_Material_4072,
board_bg,res/backgroundkuai-8x8_material_4072,gp,Remote_Skin_Material_4072,
combo_spine,effect/gameplay_combo_072,gp,Remote_Skin_Material_4072,
combo_spine_font,font/gameplay_combo_fnt_material_4072,gp,Remote_Skin_Material_4072,"{""spacingX"": -20, ""fontSize"": 160, ""position"": {""x"": 40, ""y"": -160}, ""lineHeight"": 160}"
combo_spine_sprite,res/gameplay_combo_txt_material_4072,gp,Remote_Skin_Material_4072,
combotips_spine_effect,effect/gameplay_comboTips_072,gp,Remote_Skin_Material_4072,
crown,res/backgroundscore_highest3_material_4072,gp,Remote_Skin_Material_4072,
eliminate_effect,effect/gameplay_eliminate_072,gp,Remote_Skin_Material_4072,
encourage_spine_effect,effect/gameplay_word_072,gp,Remote_Skin_Material_4072,
game_bg,res/backgroundbg_material_4072,gp,Remote_Skin_Material_4072,
revive_round_bg,res/die_quan_bg_material_4072,gp,Remote_Skin_Material_4072,
revive_round_progress,res/die_quan_material_4072,gp,Remote_Skin_Material_4072,
revive_spine_countdown,effect/revive_countdown_072,gp,Remote_Skin_Material_4072,
setting_bottom_btn_bg,res/btn_setCommon_material_4072,gp,Remote_Skin_Material_4072,
setting_btn,res/backgroundstop_material_4072,gp,Remote_Skin_Material_4072,
setting_btn_BGM,res/setting_btn_BGM_material_4072,gp,Remote_Skin_Material_4072,
setting_btn_BGM_txt,res/setting_txt_BGM_material_4072,gp,Remote_Skin_Material_4072,
setting_btn_sound,res/setting_btn_sound_material_4072,gp,Remote_Skin_Material_4072,
setting_btn_sound_txt,res/setting_txt_sound_material_4072,gp,Remote_Skin_Material_4072,
setting_btn_vibration,res/setting_btn_vibration_material_4072,gp,Remote_Skin_Material_4072,
setting_btn_vibration_txt,res/setting_txt_vibration_material_4072,gp,Remote_Skin_Material_4072,
setting_close_btn,res/btn_close_material_4072,gp,Remote_Skin_Material_4072,
setting_in_bg,res/setting_bg_common_1_material_4072,gp,Remote_Skin_Material_4072,
setting_line,res/setting_bg_line_material_4072,gp,Remote_Skin_Material_4072,
setting_off_img_bg,res/setting_btn_off_material_4072,gp,Remote_Skin_Material_4072,
setting_out_bg,res/setting_bg_common_material_4072,gp,Remote_Skin_Material_4072,
setting_title,res/setting_txt_settings_material_4072,gp,Remote_Skin_Material_4072,
sound_clear,sound/dust_streak,gp,Remote_Skin_Material_4072,
spine_highscore_font,font/typefacehigh_material_4072,gp,Remote_Skin_Material_4072,"{""spacingX"": -22, ""fontSize"": 85, ""position"": {""x"": 44, ""y"": -8}, ""lineHeight"": 70}"
spine_score_font,font/typeFaceCurrent_material_4072,gp,Remote_Skin_Material_4072,"{""spacingX"": -15, ""fontSize"": 115, ""position"": {""x"": 0, ""y"": -18}, ""lineHeight"": 90}"
unbelievable_spine_effect,effect/gameplay_clear_unbelievable_072,gp,Remote_Skin_Material_4072,
