_key,isShade,type,shaderPrefabPath,noShaderPrefabPath,colorList,rgbaPercentage,colorProportion,gradientProportion,opacity,color,status_one,status_two
block1,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#f5a058"", ""gradientParam"": ""#ffb06d"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#7b3801"", ""gradientParam"": ""#853d01"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#cd7931"", ""gradientParam"": ""#bc6821"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#a8550e"", ""gradientParam"": ""#974400"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#c16d26"", ""gradientParam"": ""#af5c15"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#3c1c01"", ""gradientParam"": ""#3c1c01"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.2694300518134716, ""gProportion"": 1.4678899082568808, ""bProportion"": 2.3157894736842106}, {""rProportion"": 0.6373056994818653, ""gProportion"": 0.5137614678899083, ""bProportion"": 0.02631578947368421}, {""rProportion"": 1.0621761658031088, ""gProportion"": 1.110091743119266, ""bProportion"": 1.2894736842105263}, {""rProportion"": 0.8704663212435233, ""gProportion"": 0.7798165137614679, ""bProportion"": 0.3684210526315789}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 0.31088082901554404, ""gProportion"": 0.25688073394495414, ""bProportion"": 0.02631578947368421}]","[{""rProportion"": 1.0408163265306123, ""gProportion"": 1.1, ""bProportion"": 1.2386363636363635}, {""rProportion"": 1.08130081300813, ""gProportion"": 1.0892857142857142, ""bProportion"": 1}, {""rProportion"": 0.9170731707317074, ""gProportion"": 0.859504132231405, ""bProportion"": 0.673469387755102}, {""rProportion"": 0.8988095238095238, ""gProportion"": 0.8, ""bProportion"": 0}, {""rProportion"": 0.9067357512953368, ""gProportion"": 0.8440366972477065, ""bProportion"": 0.5526315789473685}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block2,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#fdea5f"", ""gradientParam"": ""#feec72"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#c47800"", ""gradientParam"": ""#c87800"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#fdd300"", ""gradientParam"": ""#f6ba00"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#d79800"", ""gradientParam"": ""#de8e00"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#f1c200"", ""gradientParam"": ""#edab00"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#572e00"", ""gradientParam"": ""#572e00"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.049792531120332, ""gProportion"": 1.2061855670103092, ""bProportion"": 0}, {""rProportion"": 0.8132780082987552, ""gProportion"": 0.6185567010309279, ""bProportion"": 0}, {""rProportion"": 1.049792531120332, ""gProportion"": 1.0876288659793814, ""bProportion"": 0}, {""rProportion"": 0.8921161825726142, ""gProportion"": 0.7835051546391752, ""bProportion"": 0}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 0}, {""rProportion"": 0.36099585062240663, ""gProportion"": 0.23711340206185566, ""bProportion"": 0}]","[{""rProportion"": 1.0039525691699605, ""gProportion"": 1.0085470085470085, ""bProportion"": 1.2}, {""rProportion"": 1.0204081632653061, ""gProportion"": 1, ""bProportion"": 0}, {""rProportion"": 0.9723320158102767, ""gProportion"": 0.8815165876777251, ""bProportion"": 0}, {""rProportion"": 1.0325581395348837, ""gProportion"": 0.9342105263157895, ""bProportion"": 0}, {""rProportion"": 0.983402489626556, ""gProportion"": 0.8814432989690721, ""bProportion"": 0}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 0}]",,,,
block3,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#ff8170"", ""gradientParam"": ""#ff978b"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#8e100c"", ""gradientParam"": ""#951d0c"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#f14a31"", ""gradientParam"": ""#dd3527"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#c62b11"", ""gradientParam"": ""#a72112"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#e03a20"", ""gradientParam"": ""#d01e0c"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#670801"", ""gradientParam"": ""#670801"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.1383928571428572, ""gProportion"": 2.2241379310344827, ""bProportion"": 3.5}, {""rProportion"": 0.6339285714285714, ""gProportion"": 0.27586206896551724, ""bProportion"": 0.375}, {""rProportion"": 1.0758928571428572, ""gProportion"": 1.2758620689655173, ""bProportion"": 1.53125}, {""rProportion"": 0.8839285714285714, ""gProportion"": 0.7413793103448276, ""bProportion"": 0.53125}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 0.45982142857142855, ""gProportion"": 0.13793103448275862, ""bProportion"": 0.03125}]","[{""rProportion"": 1, ""gProportion"": 1.1705426356589148, ""bProportion"": 1.2410714285714286}, {""rProportion"": 1.0492957746478873, ""gProportion"": 1.8125, ""bProportion"": 1}, {""rProportion"": 0.91701244813278, ""gProportion"": 0.7162162162162162, ""bProportion"": 0.7959183673469388}, {""rProportion"": 0.8434343434343434, ""gProportion"": 0.7674418604651163, ""bProportion"": 1.0588235294117647}, {""rProportion"": 0.9285714285714286, ""gProportion"": 0.5172413793103449, ""bProportion"": 0.375}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block4,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#f5a058"", ""gradientParam"": ""#ffb06d"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#7b3801"", ""gradientParam"": ""#853d01"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#cd7931"", ""gradientParam"": ""#bc6821"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#a8550e"", ""gradientParam"": ""#974400"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#c16d26"", ""gradientParam"": ""#af5c15"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#3c1c01"", ""gradientParam"": ""#3c1c01"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.2694300518134716, ""gProportion"": 1.4678899082568808, ""bProportion"": 2.3157894736842106}, {""rProportion"": 0.6373056994818653, ""gProportion"": 0.5137614678899083, ""bProportion"": 0.02631578947368421}, {""rProportion"": 1.0621761658031088, ""gProportion"": 1.110091743119266, ""bProportion"": 1.2894736842105263}, {""rProportion"": 0.8704663212435233, ""gProportion"": 0.7798165137614679, ""bProportion"": 0.3684210526315789}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 0.31088082901554404, ""gProportion"": 0.25688073394495414, ""bProportion"": 0.02631578947368421}]","[{""rProportion"": 1.0408163265306123, ""gProportion"": 1.1, ""bProportion"": 1.2386363636363635}, {""rProportion"": 1.08130081300813, ""gProportion"": 1.0892857142857142, ""bProportion"": 1}, {""rProportion"": 0.9170731707317074, ""gProportion"": 0.859504132231405, ""bProportion"": 0.673469387755102}, {""rProportion"": 0.8988095238095238, ""gProportion"": 0.8, ""bProportion"": 0}, {""rProportion"": 0.9067357512953368, ""gProportion"": 0.8440366972477065, ""bProportion"": 0.5526315789473685}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block5,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#fdea5f"", ""gradientParam"": ""#feec72"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#c47800"", ""gradientParam"": ""#c87800"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#fdd300"", ""gradientParam"": ""#f6ba00"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#d79800"", ""gradientParam"": ""#de8e00"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#f1c200"", ""gradientParam"": ""#edab00"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#572e00"", ""gradientParam"": ""#572e00"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.049792531120332, ""gProportion"": 1.2061855670103092, ""bProportion"": 0}, {""rProportion"": 0.8132780082987552, ""gProportion"": 0.6185567010309279, ""bProportion"": 0}, {""rProportion"": 1.049792531120332, ""gProportion"": 1.0876288659793814, ""bProportion"": 0}, {""rProportion"": 0.8921161825726142, ""gProportion"": 0.7835051546391752, ""bProportion"": 0}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 0}, {""rProportion"": 0.36099585062240663, ""gProportion"": 0.23711340206185566, ""bProportion"": 0}]","[{""rProportion"": 1.0039525691699605, ""gProportion"": 1.0085470085470085, ""bProportion"": 1.2}, {""rProportion"": 1.0204081632653061, ""gProportion"": 1, ""bProportion"": 0}, {""rProportion"": 0.9723320158102767, ""gProportion"": 0.8815165876777251, ""bProportion"": 0}, {""rProportion"": 1.0325581395348837, ""gProportion"": 0.9342105263157895, ""bProportion"": 0}, {""rProportion"": 0.983402489626556, ""gProportion"": 0.8814432989690721, ""bProportion"": 0}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 0}]",,,,
block6,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#ff8170"", ""gradientParam"": ""#ff978b"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#8e100c"", ""gradientParam"": ""#951d0c"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#f14a31"", ""gradientParam"": ""#dd3527"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#c62b11"", ""gradientParam"": ""#a72112"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#e03a20"", ""gradientParam"": ""#d01e0c"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#670801"", ""gradientParam"": ""#670801"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.1383928571428572, ""gProportion"": 2.2241379310344827, ""bProportion"": 3.5}, {""rProportion"": 0.6339285714285714, ""gProportion"": 0.27586206896551724, ""bProportion"": 0.375}, {""rProportion"": 1.0758928571428572, ""gProportion"": 1.2758620689655173, ""bProportion"": 1.53125}, {""rProportion"": 0.8839285714285714, ""gProportion"": 0.7413793103448276, ""bProportion"": 0.53125}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 0.45982142857142855, ""gProportion"": 0.13793103448275862, ""bProportion"": 0.03125}]","[{""rProportion"": 1, ""gProportion"": 1.1705426356589148, ""bProportion"": 1.2410714285714286}, {""rProportion"": 1.0492957746478873, ""gProportion"": 1.8125, ""bProportion"": 1}, {""rProportion"": 0.91701244813278, ""gProportion"": 0.7162162162162162, ""bProportion"": 0.7959183673469388}, {""rProportion"": 0.8434343434343434, ""gProportion"": 0.7674418604651163, ""bProportion"": 1.0588235294117647}, {""rProportion"": 0.9285714285714286, ""gProportion"": 0.5172413793103449, ""bProportion"": 0.375}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
block7,1,1,prefabs/skin/block/SkinBlockPrefab,,"[{""colorParam"": ""#f5a058"", ""gradientParam"": ""#ffb06d"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#7b3801"", ""gradientParam"": ""#853d01"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#cd7931"", ""gradientParam"": ""#bc6821"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#a8550e"", ""gradientParam"": ""#974400"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#c16d26"", ""gradientParam"": ""#af5c15"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}, {""colorParam"": ""#3c1c01"", ""gradientParam"": ""#3c1c01"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 0, ""blendModeEnabled"": 0, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}]","[0, 0, 0, 0]","[{""rProportion"": 1.2694300518134716, ""gProportion"": 1.4678899082568808, ""bProportion"": 2.3157894736842106}, {""rProportion"": 0.6373056994818653, ""gProportion"": 0.5137614678899083, ""bProportion"": 0.02631578947368421}, {""rProportion"": 1.0621761658031088, ""gProportion"": 1.110091743119266, ""bProportion"": 1.2894736842105263}, {""rProportion"": 0.8704663212435233, ""gProportion"": 0.7798165137614679, ""bProportion"": 0.3684210526315789}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}, {""rProportion"": 0.31088082901554404, ""gProportion"": 0.25688073394495414, ""bProportion"": 0.02631578947368421}]","[{""rProportion"": 1.0408163265306123, ""gProportion"": 1.1, ""bProportion"": 1.2386363636363635}, {""rProportion"": 1.08130081300813, ""gProportion"": 1.0892857142857142, ""bProportion"": 1}, {""rProportion"": 0.9170731707317074, ""gProportion"": 0.859504132231405, ""bProportion"": 0.673469387755102}, {""rProportion"": 0.8988095238095238, ""gProportion"": 0.8, ""bProportion"": 0}, {""rProportion"": 0.9067357512953368, ""gProportion"": 0.8440366972477065, ""bProportion"": 0.5526315789473685}, {""rProportion"": 1, ""gProportion"": 1, ""bProportion"": 1}]",,,,
crown,1,2,prefabs/skin/crow/SkinCrownPrefab,,,,,,255,"{""colorParam"": ""#ffd303"", ""gradientParam"": ""#ffae00"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}",,
crown_score,1,2,prefabs/skin/crow/SkinCrownPrefab,,,,,,255,"{""colorParam"": ""#ffe44d"", ""gradientParam"": ""#fbd10f"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}",,
board_out_line,1,2,prefabs/skin/board/SkinBoardPrefab,,,,"{""rProportion"": 0.7435897435897436, ""gProportion"": 0.6949152542372882, ""bProportion"": 0.5897435897435898}","{""rProportion"": 0.8758620689655172, ""gProportion"": 0.8536585365853658, ""bProportion"": 0.6956521739130435}",255,"{""colorParam"": ""#912917"", ""gradientParam"": ""#7f2310"", ""brightness"": 1, ""contrast"": 1, ""saturation"": 1, ""hue"": 0, ""hueEnabled"": 0, ""gradientEnabled"": 1, ""blendModeEnabled"": 1, ""gradientStrength"": 0.5, ""blendMode"": 1, ""gradientDirection"": 90, ""gradientType"": 0}",,
